date,market,period
2005-09-07,NL,1.602
2005-09-08,GB,2.057
2005-09-08,US,1.941
2005-09-08,NL,1.600999
2005-09-09,GB,2.724999
2005-09-09,US,1.856999
2005-09-09,NL,2.115999
2005-09-12,GB,2.945
2005-09-12,US,1.532999
2005-09-12,NL,2.265999
2005-09-13,GB,2.6155
2005-09-13,US,1.454999
2005-09-13,NL,2.045999
2005-09-14,GB,2.300999
2005-09-14,US,1.452999
2005-09-14,NL,2.148
2005-09-15,GB,1.921499
2005-09-15,US,1.445
2005-09-15,NL,1.589999
2005-09-16,GB,3.059
2005-09-16,US,1.758
2005-09-16,NL,1.736999
2005-09-19,GB,2.750999
2005-09-19,US,1.77
2005-09-19,NL,1.969
2005-09-20,GB,2.375999
2005-09-20,US,1.560999
2005-09-20,NL,1.432999
2005-09-21,GB,2.259999
2005-09-21,US,1.686999
2005-09-21,NL,1.51
2005-09-22,GB,2.278999
2005-09-22,US,1.595999
2005-09-22,NL,1.652
2005-09-23,GB,2.593499
2005-09-23,US,1.594
2005-09-23,NL,1.794
2005-09-26,GB,2.11
2005-09-26,US,1.531999
2005-09-26,NL,1.555
2005-09-27,GB,2.0405
2005-09-27,US,1.552999
2005-09-27,NL,1.456
2005-09-28,GB,2.519
2005-09-28,US,1.567999
2005-09-28,NL,1.7875
2005-09-29,GB,2.275
2005-09-29,US,1.620999
2005-09-29,NL,1.738
2005-09-30,GB,2.322
2005-09-30,US,1.529999
2005-09-30,NL,1.471
2005-10-03,GB,3.069
2005-10-03,US,1.8755
2005-10-03,NL,2.0515
2005-10-04,GB,1.765499
2005-10-04,US,1.508999
2005-10-04,NL,1.394999
2005-10-05,GB,2.066
2005-10-05,US,1.2775
2005-10-05,NL,1.404
2005-10-06,GB,1.399499
2005-10-06,US,1.457
2005-10-06,NL,1.115999
2005-10-07,GB,1.501999
2005-10-07,US,1.151
2005-10-07,NL,1.312
2005-10-10,GB,2.123
2005-10-10,US,1.132
2005-10-10,NL,1.551
2005-10-11,GB,2.113
2005-10-11,US,1.487999
2005-10-11,NL,1.545999
2005-10-12,GB,2.046999
2005-10-12,US,1.249
2005-10-12,NL,1.412
2005-10-13,GB,1.063
2005-10-13,US,1.085999
2005-10-13,NL,1.02
2005-10-14,GB,1.310499
2005-10-14,US,1.099
2005-10-14,NL,1.003999
2005-10-17,GB,2.150999
2005-10-17,US,1.241999
2005-10-17,NL,1.606
2005-10-18,GB,1.679499
2005-10-18,US,1.454999
2005-10-18,NL,1.255
2005-10-19,GB,1.885999
2005-10-19,US,1.527999
2005-10-19,NL,1.205999
2005-10-20,GB,1.365999
2005-10-20,US,1.102
2005-10-20,NL,0.937
2005-10-21,GB,1.505
2005-10-21,US,1.411999
2005-10-21,NL,0.939
2005-10-24,GB,1.799
2005-10-24,US,1.475
2005-10-24,NL,1.352
2005-10-25,GB,2.091999
2005-10-25,US,1.2145
2005-10-25,NL,1.186999
2005-10-26,GB,1.496
2005-10-26,US,1.049999
2005-10-26,NL,1.204999
2005-10-27,GB,1.005999
2005-10-27,US,1.162
2005-10-27,NL,1.1425
2005-10-28,GB,1.6115
2005-10-28,US,1.465
2005-10-28,NL,1.043
2005-10-31,GB,1.421999
2005-10-31,US,1.519499
2005-10-31,NL,1.040999
2005-11-01,GB,1.339499
2005-11-01,US,1.54
2005-11-01,NL,1.155
2005-11-02,GB,1.429999
2005-11-02,US,1.512999
2005-11-02,NL,1.010999
2005-11-03,GB,1.391999
2005-11-03,US,1.542
2005-11-03,NL,1.158
2005-11-04,GB,1.3895
2005-11-04,US,1.263499
2005-11-04,NL,1.238
2005-11-07,GB,1.874
2005-11-07,US,1.535499
2005-11-07,NL,1.313999
2005-11-08,GB,1.852999
2005-11-08,US,1.439999
2005-11-08,NL,0.929
2005-11-09,GB,2.21
2005-11-09,US,1.132999
2005-11-09,NL,1.099
2005-11-10,GB,1.449999
2005-11-10,US,1.087
2005-11-10,NL,1.01
2005-11-11,GB,2.036
2005-11-11,US,1.279999
2005-11-11,NL,1.097999
2005-11-14,GB,1.636999
2005-11-14,US,1.4235
2005-11-14,NL,1.131499
2005-11-15,GB,1.655999
2005-11-15,US,1.080499
2005-11-15,NL,1.401999
2005-11-16,GB,1.260999
2005-11-16,US,1.096999
2005-11-16,NL,1.069
2005-11-17,GB,1.837
2005-11-17,US,1.231
2005-11-17,NL,1.349
2005-11-18,GB,1.489999
2005-11-18,US,1.440499
2005-11-18,NL,1.0035
2005-11-21,GB,1.503
2005-11-21,US,1.243
2005-11-21,NL,1.2
2005-11-22,GB,1.785999
2005-11-22,US,1.517999
2005-11-22,NL,1.183499
2005-11-23,GB,1.498999
2005-11-23,US,1.495999
2005-11-23,NL,1.255999
2005-11-25,GB,1.768999
2005-11-25,US,1.564999
2005-11-25,NL,1.661999
2005-11-28,GB,1.388999
2005-11-28,US,1.525
2005-11-28,NL,1.032
2005-11-29,GB,1.1565
2005-11-29,US,1.447
2005-11-29,NL,1.0025
2005-11-30,GB,1.254999
2005-11-30,US,1.152
2005-11-30,NL,1.071
2005-12-01,GB,1.9535
2005-12-01,US,1.506499
2005-12-01,NL,1.336
2005-12-02,GB,1.587
2005-12-02,US,1.519499
2005-12-02,NL,1.480999
2005-12-05,GB,1.7185
2005-12-05,US,1.524
2005-12-05,NL,1.602
2005-12-06,GB,1.817
2005-12-06,US,1.251
2005-12-06,NL,1.5655
2005-12-07,GB,1.240999
2005-12-07,US,1.191
2005-12-07,NL,1.179
2005-12-08,GB,1.307
2005-12-08,US,1.155
2005-12-08,NL,1.302999
2005-12-09,GB,1.064
2005-12-09,US,1.252
2005-12-09,NL,1.178999
2005-12-12,GB,1.3375
2005-12-12,US,1.208499
2005-12-12,NL,1.572999
2005-12-13,GB,1.406999
2005-12-13,US,1.228
2005-12-13,NL,1.262
2005-12-14,GB,1.564
2005-12-14,US,1.436999
2005-12-14,NL,1.3515
2005-12-15,GB,1.106
2005-12-15,US,1.072999
2005-12-15,NL,1.211
2005-12-16,GB,1.393999
2005-12-16,US,1.523999
2005-12-16,NL,1.239999
2005-12-19,GB,1.6305
2005-12-19,US,1.532499
2005-12-19,NL,1.251
2005-12-20,GB,1.959499
2005-12-20,US,1.458499
2005-12-20,NL,1.635
2005-12-21,GB,1.8245
2005-12-21,US,1.415
2005-12-21,NL,1.589999
2005-12-22,GB,1.362999
2005-12-22,US,1.495
2005-12-22,NL,1.854499
2005-12-23,GB,2.320999
2005-12-23,US,1.348
2005-12-23,NL,2.856
2005-12-28,GB,2.017
2005-12-28,US,1.393999
2005-12-28,NL,2.257999
2005-12-29,GB,2.713
2005-12-29,US,1.463499
2005-12-29,NL,2.034
2005-12-30,GB,2.007
2005-12-30,US,1.354
2005-12-30,NL,2.131999
2006-01-03,GB,1.349
2006-01-03,US,1.479
2006-01-03,NL,1.333
2006-01-04,GB,1.554
2006-01-04,US,1.448
2006-01-04,NL,1.277
2006-01-05,GB,1.420499
2006-01-05,US,1.469999
2006-01-05,NL,1.235
2006-01-06,GB,1.325499
2006-01-06,US,1.578
2006-01-06,NL,1.186
2006-01-09,GB,1.557999
2006-01-09,US,1.42
2006-01-09,NL,1.482
2006-01-10,GB,1.718
2006-01-10,US,1.589
2006-01-10,NL,1.391999
2006-01-11,GB,1.9105
2006-01-11,US,1.574
2006-01-11,NL,1.770999
2006-01-12,GB,1.446999
2006-01-12,US,1.518
2006-01-12,NL,1.519
2006-01-13,GB,1.4855
2006-01-13,US,1.384999
2006-01-13,NL,1.564499
2006-01-17,GB,5.587
2006-01-17,US,1.517
2006-01-17,NL,1.495
2006-01-18,GB,5.070499
2006-01-18,US,1.5045
2006-01-18,NL,1.506999
2006-01-19,GB,5.757999
2006-01-19,US,1.317
2006-01-19,NL,1.357499
2006-01-20,GB,5.044999
2006-01-20,US,1.112
2006-01-20,NL,1.165
2006-01-23,GB,8.956
2006-01-23,US,1.109
2006-01-23,NL,1.605999
2006-01-24,GB,9.668
2006-01-24,US,1.111999
2006-01-24,NL,1.5405
2006-01-25,GB,7.455
2006-01-25,US,1.089
2006-01-25,NL,1.446999
2006-01-26,GB,5.7
2006-01-26,US,1.275
2006-01-26,NL,1.195999
2006-01-27,GB,4.468
2006-01-27,US,1.403999
2006-01-27,NL,1.2315
2006-01-30,GB,5.140999
2006-01-30,US,1.549999
2006-01-30,NL,1.177999
2006-01-31,GB,4.141
2006-01-31,US,1.385499
2006-01-31,NL,1.089999
2006-02-01,GB,4.433
2006-02-01,US,1.457
2006-02-01,NL,1.1785
2006-02-02,GB,3.780999
2006-02-02,US,1.196
2006-02-02,NL,1.089999
2006-02-03,GB,3.371499
2006-02-03,US,1.08
2006-02-03,NL,0.947999
2006-02-06,GB,6.853
2006-02-06,US,1.158
2006-02-06,NL,1.401999
2006-02-07,GB,6.006
2006-02-07,US,1.513
2006-02-07,NL,1.044999
2006-02-08,GB,6.255999
2006-02-08,US,1.202
2006-02-08,NL,1.210999
2006-02-09,GB,8.312
2006-02-09,US,1.242999
2006-02-09,NL,1.195999
2006-02-10,GB,5.12
2006-02-10,US,1.081999
2006-02-10,NL,1.188999
2006-02-13,GB,7.993999
2006-02-13,US,1.139999
2006-02-13,NL,1.679499
2006-02-14,GB,9.067
2006-02-14,US,1.321
2006-02-14,NL,1.25
2006-02-15,GB,6.5195
2006-02-15,US,1.16
2006-02-15,NL,1.151499
2006-02-16,GB,7.149999
2006-02-16,US,1.429999
2006-02-16,NL,1.3025
2006-02-17,GB,8.541999
2006-02-17,US,1.202
2006-02-17,NL,1.542999
2006-02-21,GB,8.148999
2006-02-21,US,1.080499
2006-02-21,NL,1.267999
2006-02-22,GB,9.182
2006-02-22,US,1.449
2006-02-22,NL,1.309999
2006-02-23,GB,7.88
2006-02-23,US,1.104999
2006-02-23,NL,1.3475
2006-02-24,GB,6.968999
2006-02-24,US,1.339999
2006-02-24,NL,1.288999
2006-02-27,GB,7.523999
2006-02-27,US,1.518
2006-02-27,NL,1.471
2006-02-28,GB,7.67
2006-02-28,US,1.179999
2006-02-28,NL,1.191
2006-03-01,GB,7.449999
2006-03-01,US,1.118999
2006-03-01,NL,1.209999
2006-03-02,GB,7.37
2006-03-02,US,1.071
2006-03-02,NL,0.956
2006-03-03,GB,5.790499
2006-03-03,US,1.056999
2006-03-03,NL,1.082999
2006-03-06,GB,10.617999
2006-03-06,US,1.124
2006-03-06,NL,1.500999
2006-03-07,GB,8.519999
2006-03-07,US,1.11
2006-03-07,NL,1.303999
2006-03-08,GB,7.411499
2006-03-08,US,1.092999
2006-03-08,NL,1.147
2006-03-09,GB,8.562
2006-03-09,US,1.385
2006-03-09,NL,1.654
2006-03-10,GB,5.861999
2006-03-10,US,1.106
2006-03-10,NL,1.24
2006-03-13,GB,9.180499
2006-03-13,US,1.439999
2006-03-13,NL,1.6915
2006-03-14,GB,8.524
2006-03-14,US,1.571
2006-03-14,NL,1.509999
2006-03-15,GB,10.689
2006-03-15,US,1.467999
2006-03-15,NL,1.616
2006-03-16,GB,7.259
2006-03-16,US,1.407499
2006-03-16,NL,1.698999
2006-03-17,GB,6.982
2006-03-17,US,1.301499
2006-03-17,NL,1.144
2006-03-20,GB,7.574999
2006-03-20,US,1.252999
2006-03-20,NL,1.693
2006-03-21,GB,6.6995
2006-03-21,US,1.115499
2006-03-21,NL,1.656999
2006-03-22,GB,6.257
2006-03-22,US,1.133
2006-03-22,NL,1.396499
2006-03-23,GB,5.591
2006-03-23,US,1.123
2006-03-23,NL,1.467999
2006-03-24,GB,5.232
2006-03-24,US,1.356
2006-03-24,NL,1.345
2006-03-27,GB,1.241499
2006-03-27,US,1.368999
2006-03-27,NL,1.4635
2006-03-28,GB,0.974999
2006-03-28,US,1.527
2006-03-28,NL,1.385
2006-03-29,GB,1.34
2006-03-29,US,1.395
2006-03-29,NL,1.357999
2006-03-30,GB,1.264999
2006-03-30,US,1.4345
2006-03-30,NL,1.453
2006-03-31,GB,1.08
2006-03-31,US,1.405
2006-03-31,NL,1.086499
2006-04-03,GB,1.263
2006-04-03,US,1.437999
2006-04-03,NL,1.5
2006-04-04,GB,1.226
2006-04-04,US,1.472
2006-04-04,NL,1.567
2006-04-05,GB,1.092999
2006-04-05,US,1.453
2006-04-05,NL,1.439
2006-04-06,GB,0.94
2006-04-06,US,1.487999
2006-04-06,NL,1.362999
2006-04-07,GB,0.937
2006-04-07,US,1.16
2006-04-07,NL,1.071
2006-04-10,GB,8.0645
2006-04-10,US,1.34
2006-04-10,NL,1.227999
2006-04-11,GB,3.339999
2006-04-11,US,1.258999
2006-04-11,NL,0.872999
2006-04-12,GB,5.566999
2006-04-12,US,1.277
2006-04-12,NL,1.005
2006-04-13,GB,7.604999
2006-04-13,US,1.1945
2006-04-13,NL,1.205999
2006-04-18,GB,6.0455
2006-04-18,US,1.519999
2006-04-18,NL,1.018
2006-04-19,GB,6.823
2006-04-19,US,1.207499
2006-04-19,NL,1.186999
2006-04-20,GB,6.599
2006-04-20,US,1.249999
2006-04-20,NL,1.226
2006-04-21,GB,6.857
2006-04-21,US,1.2055
2006-04-21,NL,1.039499
2006-04-24,GB,4.848999
2006-04-24,US,1.203
2006-04-24,NL,0.953
2006-04-25,GB,4.196
2006-04-25,US,1.147
2006-04-25,NL,0.995
2006-04-26,GB,4.582
2006-04-26,US,1.191
2006-04-26,NL,1.299999
2006-04-27,GB,3.216999
2006-04-27,US,1.28
2006-04-27,NL,0.968
2006-04-28,GB,6.173
2006-04-28,US,1.089
2006-04-28,NL,1.008499
2006-05-02,GB,7.807999
2006-05-02,US,1.221999
2006-05-02,NL,1.326499
2006-05-03,GB,4.501
2006-05-03,US,1.008
2006-05-03,NL,1.139
2006-05-04,GB,3.085
2006-05-04,US,1.089
2006-05-04,NL,0.993
2006-05-05,GB,3.288999
2006-05-05,US,1.341
2006-05-05,NL,1.551
2006-05-08,GB,3.631
2006-05-08,US,1.113
2006-05-08,NL,1.343
2006-05-09,GB,7.639
2006-05-09,US,1.159999
2006-05-09,NL,1.164
2006-05-10,GB,6.437499
2006-05-10,US,1.19
2006-05-10,NL,1.404999
2006-05-11,GB,4.756999
2006-05-11,US,1.1
2006-05-11,NL,1.356499
2006-05-12,GB,3.9065
2006-05-12,US,1.058
2006-05-12,NL,1.007
2006-05-15,GB,3.212999
2006-05-15,US,1.05
2006-05-15,NL,0.915999
2006-05-16,GB,4.3085
2006-05-16,US,1.113
2006-05-16,NL,1.006
2006-05-17,GB,2.751999
2006-05-17,US,1.081
2006-05-17,NL,0.8185
2006-05-18,GB,2.956499
2006-05-18,US,1.038999
2006-05-18,NL,0.786
2006-05-19,GB,3.346
2006-05-19,US,1.044
2006-05-19,NL,0.885999
2006-05-22,GB,3.005999
2006-05-22,US,1.091
2006-05-22,NL,0.771
2006-05-23,GB,3.863
2006-05-23,US,1.079999
2006-05-23,NL,0.733
2006-05-24,GB,3.164499
2006-05-24,US,1.007999
2006-05-24,NL,0.682999
2006-05-25,GB,4.591999
2006-05-25,US,1.032999
2006-05-25,NL,0.829999
2006-05-26,GB,4.077
2006-05-26,US,1.006
2006-05-26,NL,0.867
2006-05-30,GB,4.612999
2006-05-30,US,1.044
2006-05-30,NL,0.799999
2006-05-31,GB,4.157999
2006-05-31,US,0.946
2006-05-31,NL,0.817999
2006-06-01,GB,3.628
2006-06-01,US,1.074999
2006-06-01,NL,0.77
2006-06-02,GB,3.334
2006-06-02,US,1.0575
2006-06-02,NL,0.792
2006-06-05,GB,4.71
2006-06-05,US,1.469999
2006-06-05,NL,1.082
2006-06-06,GB,4.031999
2006-06-06,US,1.069999
2006-06-06,NL,0.839
2006-06-07,GB,4.125999
2006-06-07,US,1.07
2006-06-07,NL,0.835
2006-06-08,GB,2.700999
2006-06-08,US,1.014
2006-06-08,NL,0.671999
2006-06-09,GB,3.133499
2006-06-09,US,0.993
2006-06-09,NL,0.840999
2006-06-12,GB,3.927
2006-06-12,US,1.042
2006-06-12,NL,0.856
2006-06-13,GB,3.4235
2006-06-13,US,0.934
2006-06-13,NL,0.763999
2006-06-14,GB,3.149
2006-06-14,US,1.041999
2006-06-14,NL,0.74
2006-06-15,GB,4.3015
2006-06-15,US,1.04
2006-06-15,NL,0.792
2006-06-16,GB,3.4365
2006-06-16,US,1.066999
2006-06-16,NL,0.783999
2006-06-19,GB,4.086999
2006-06-19,US,1.102
2006-06-19,NL,0.918
2006-06-20,GB,3.871999
2006-06-20,US,1.068
2006-06-20,NL,0.934999
2006-06-21,GB,4.802999
2006-06-21,US,1.094
2006-06-21,NL,0.978999
2006-06-22,GB,4.865
2006-06-22,US,1.161
2006-06-22,NL,1.0665
2006-06-23,GB,4.613499
2006-06-23,US,1.116999
2006-06-23,NL,0.918999
2006-06-26,GB,4.803999
2006-06-26,US,1.1425
2006-06-26,NL,1.102999
2006-06-27,GB,4.909
2006-06-27,US,1.144999
2006-06-27,NL,1.034999
2006-06-28,GB,4.903999
2006-06-28,US,1.078499
2006-06-28,NL,0.896999
2006-06-29,GB,4.1255
2006-06-29,US,1.12
2006-06-29,NL,1.085
2006-06-30,GB,3.212999
2006-06-30,US,1.081499
2006-06-30,NL,0.906
2006-07-03,GB,8.021999
2006-07-03,US,1.164
2006-07-03,NL,1.7845
2006-07-05,GB,6.035999
2006-07-05,US,1.210999
2006-07-05,NL,1.131499
2006-07-06,GB,4.606
2006-07-06,US,1.1605
2006-07-06,NL,0.854
2006-07-07,GB,3.766999
2006-07-07,US,1.089499
2006-07-07,NL,0.926
2006-07-10,GB,4.458
2006-07-10,US,1.399999
2006-07-10,NL,1.051999
2006-07-11,GB,4.845
2006-07-11,US,1.093999
2006-07-11,NL,1.080499
2006-07-12,GB,4.367
2006-07-12,US,1.129
2006-07-12,NL,0.912999
2006-07-13,GB,5.307999
2006-07-13,US,1.201999
2006-07-13,NL,0.92
2006-07-14,GB,5.132
2006-07-14,US,1.145999
2006-07-14,NL,0.9
2006-07-17,GB,5.564
2006-07-17,US,1.033499
2006-07-17,NL,0.863
2006-07-18,GB,5.523499
2006-07-18,US,1.011999
2006-07-18,NL,0.930999
2006-07-19,GB,4.184999
2006-07-19,US,0.984
2006-07-19,NL,0.8
2006-07-20,GB,5.042999
2006-07-20,US,1.051499
2006-07-20,NL,0.9395
2006-07-21,GB,5.426499
2006-07-21,US,1.15
2006-07-21,NL,0.825
2006-07-24,GB,5.215499
2006-07-24,US,1.047999
2006-07-24,NL,0.981999
2006-07-25,GB,5.312999
2006-07-25,US,1.073
2006-07-25,NL,1.0275
2006-07-26,GB,4.236
2006-07-26,US,1.107
2006-07-26,NL,1.1985
2006-07-27,GB,3.084499
2006-07-27,US,1.021499
2006-07-27,NL,1.008999
2006-07-28,GB,4.306999
2006-07-28,US,1.114999
2006-07-28,NL,0.993999
2006-07-31,GB,5.013999
2006-07-31,US,1.066
2006-07-31,NL,1.419
2006-08-01,GB,6.83
2006-08-01,US,1.102999
2006-08-01,NL,1.415
2006-08-02,GB,4.656
2006-08-02,US,1.1625
2006-08-02,NL,1.440999
2006-08-03,GB,4.362999
2006-08-03,US,1.0815
2006-08-03,NL,0.969
2006-08-04,GB,3.989
2006-08-04,US,1.072
2006-08-04,NL,0.859
2006-08-07,GB,5.2205
2006-08-07,US,1.136999
2006-08-07,NL,1.254
2006-08-08,GB,3.941999
2006-08-08,US,1.158999
2006-08-08,NL,1.02
2006-08-09,GB,3.090999
2006-08-09,US,1.118999
2006-08-09,NL,0.924499
2006-08-10,GB,3.1275
2006-08-10,US,1.111
2006-08-10,NL,0.838
2006-08-11,GB,3.325999
2006-08-11,US,1.166499
2006-08-11,NL,1.005
2006-08-14,GB,6.328
2006-08-14,US,1.177999
2006-08-14,NL,1.553499
2006-08-15,GB,4.1685
2006-08-15,US,1.171
2006-08-15,NL,1.204999
2006-08-16,GB,4.94
2006-08-16,US,1.142
2006-08-16,NL,1.207
2006-08-17,GB,6.203999
2006-08-17,US,1.030499
2006-08-17,NL,1.359
2006-08-18,GB,4.208
2006-08-18,US,1.082
2006-08-18,NL,0.85
2006-08-21,GB,5.121499
2006-08-21,US,1.216999
2006-08-21,NL,1.0395
2006-08-22,GB,5.838
2006-08-22,US,1.150999
2006-08-22,NL,1.025999
2006-08-23,GB,7.6335
2006-08-23,US,0.922
2006-08-23,NL,1.124999
2006-08-24,GB,5.016999
2006-08-24,US,0.961
2006-08-24,NL,0.954999
2006-08-25,GB,5.942499
2006-08-25,US,1.197999
2006-08-25,NL,1.088999
2006-08-29,GB,3.5695
2006-08-29,US,0.963
2006-08-29,NL,0.942999
2006-08-30,GB,3.953999
2006-08-30,US,1.06
2006-08-30,NL,1.0035
2006-08-31,GB,6.131
2006-08-31,US,1.034999
2006-08-31,NL,1.241999
2006-09-01,GB,4.231
2006-09-01,US,1.002
2006-09-01,NL,1.428999
2006-09-05,GB,7.09
2006-09-05,US,1.101999
2006-09-05,NL,1.466499
2006-09-06,GB,6.675999
2006-09-06,US,0.913999
2006-09-06,NL,1.264999
2006-09-07,GB,6.774999
2006-09-07,US,1.077
2006-09-07,NL,1.050999
2006-09-08,GB,5.290499
2006-09-08,US,1.077999
2006-09-08,NL,1.052999
2006-09-11,GB,4.624999
2006-09-11,US,1.111
2006-09-11,NL,0.978999
2006-09-12,GB,3.225999
2006-09-12,US,1.089
2006-09-12,NL,0.896999
2006-09-13,GB,8.1805
2006-09-13,US,0.959
2006-09-13,NL,1.186499
2006-09-14,GB,5.362999
2006-09-14,US,1.035
2006-09-14,NL,1.283
2006-09-15,GB,3.721
2006-09-15,US,0.945999
2006-09-15,NL,0.966
2006-09-18,GB,4.4765
2006-09-18,US,0.979
2006-09-18,NL,1.219
2006-09-19,GB,5.353999
2006-09-19,US,1.084999
2006-09-19,NL,0.995499
2006-09-20,GB,5.631999
2006-09-20,US,0.999999
2006-09-20,NL,1.188999
2006-09-21,GB,5.468
2006-09-21,US,0.942
2006-09-21,NL,1.306
2006-09-22,GB,5.008
2006-09-22,US,0.878999
2006-09-22,NL,0.996499
2006-09-25,GB,6.523
2006-09-25,US,0.972499
2006-09-25,NL,1.095
2006-09-26,GB,7.199
2006-09-26,US,0.996999
2006-09-26,NL,1.0595
2006-09-27,GB,3.5645
2006-09-27,US,1.012999
2006-09-27,NL,1.059999
2006-09-28,GB,5.02
2006-09-28,US,0.993999
2006-09-28,NL,1.077999
2006-09-29,GB,6.551
2006-09-29,US,0.915
2006-09-29,NL,1.454
2006-10-02,GB,8.398999
2006-10-02,US,1.0705
2006-10-02,NL,1.701999
2006-10-03,GB,7.396999
2006-10-03,US,0.9
2006-10-03,NL,1.129499
2006-10-04,GB,3.565499
2006-10-04,US,0.952
2006-10-04,NL,0.853999
2006-10-05,GB,4.013499
2006-10-05,US,0.968999
2006-10-05,NL,0.831999
2006-10-06,GB,4.946999
2006-10-06,US,1.08
2006-10-06,NL,1.301
2006-10-09,GB,8.307
2006-10-09,US,1.005
2006-10-09,NL,1.499
2006-10-10,GB,4.285
2006-10-10,US,0.883999
2006-10-10,NL,0.992999
2006-10-11,GB,8.960999
2006-10-11,US,1.004999
2006-10-11,NL,0.960499
2006-10-12,GB,5.3955
2006-10-12,US,0.975
2006-10-12,NL,0.907999
2006-10-13,GB,3.973
2006-10-13,US,0.985999
2006-10-13,NL,0.902999
2006-10-16,GB,5.002999
2006-10-16,US,1.099
2006-10-16,NL,1.118999
2006-10-17,GB,3.646999
2006-10-17,US,0.987
2006-10-17,NL,1.042
2006-10-18,GB,5.540999
2006-10-18,US,0.88
2006-10-18,NL,0.837
2006-10-19,GB,5.226
2006-10-19,US,0.661
2006-10-19,NL,1.031999
2006-10-20,GB,5.73
2006-10-20,US,0.951
2006-10-20,NL,1.112
2006-10-23,GB,4.655
2006-10-23,US,0.933
2006-10-23,NL,0.9845
2006-10-24,GB,6.224499
2006-10-24,US,0.954
2006-10-24,NL,1.121
2006-10-25,GB,6.715999
2006-10-25,US,0.985
2006-10-25,NL,0.977999
2006-10-26,GB,1.97
2006-10-26,US,1.05
2006-10-26,NL,0.673999
2006-10-27,GB,5.444
2006-10-27,US,1.0395
2006-10-27,NL,0.985
2006-10-30,GB,5.745999
2006-10-30,US,1.136999
2006-10-30,NL,1.008999
2006-10-31,GB,7.235999
2006-10-31,US,1.036
2006-10-31,NL,0.884
2006-11-01,GB,3.688
2006-11-01,US,0.937999
2006-11-01,NL,0.886
2006-11-02,GB,5.303
2006-11-02,US,0.987999
2006-11-02,NL,0.738999
2006-11-03,GB,2.8375
2006-11-03,US,0.960999
2006-11-03,NL,0.639999
2006-11-06,GB,7.762999
2006-11-06,US,1.111
2006-11-06,NL,1.0665
2006-11-07,GB,5.352999
2006-11-07,US,1.072
2006-11-07,NL,1.106999
2006-11-08,GB,6.5
2006-11-08,US,1.118
2006-11-08,NL,0.972999
2006-11-09,GB,7.050999
2006-11-09,US,0.931
2006-11-09,NL,0.814999
2006-11-10,GB,4.6565
2006-11-10,US,1.152999
2006-11-10,NL,0.943
2006-11-13,GB,4.268999
2006-11-13,US,1.121
2006-11-13,NL,1.107
2006-11-14,GB,4.8995
2006-11-14,US,0.996
2006-11-14,NL,0.861
2006-11-15,GB,3.735999
2006-11-15,US,0.967
