date,market,period
2015-01-20,US,0.07
2015-01-20,NL,0.071
2015-01-21,GB,0.129999
2015-01-21,US,0.069999
2015-01-21,NL,0.059
2015-01-22,GB,0.1
2015-01-22,US,0.070999
2015-01-22,NL,0.060999
2015-01-23,GB,0.11
2015-01-23,US,0.088999
2015-01-23,NL,0.069999
2015-01-26,GB,0.108999
2015-01-26,US,0.08
2015-01-26,NL,0.068999
2015-01-27,GB,0.09
2015-01-27,US,0.069999
2015-01-27,NL,0.060999
2015-01-28,GB,0.089999
2015-01-28,US,0.069999
2015-01-28,NL,0.062
2015-01-29,GB,0.09
2015-01-29,US,0.072
2015-01-29,NL,0.059
2015-01-30,GB,0.089999
2015-01-30,US,0.061999
2015-01-30,NL,0.062
2015-02-02,GB,0.113999
2015-02-02,US,0.059999
2015-02-02,NL,0.068999
2015-02-03,GB,0.118999
2015-02-03,US,0.1
2015-02-03,NL,0.07
2015-02-04,GB,0.12
2015-02-04,US,0.061
2015-02-04,NL,0.068999
2015-02-05,GB,0.14
2015-02-05,US,0.108999
2015-02-05,NL,0.08
2015-02-06,GB,0.131
2015-02-06,US,0.089999
2015-02-06,NL,0.088999
2015-02-09,GB,0.120999
2015-02-09,US,0.096
2015-02-09,NL,0.07
2015-02-10,GB,0.129999
2015-02-10,US,0.145
2015-02-10,NL,0.08
2015-02-11,GB,0.16
2015-02-11,US,0.08
2015-02-11,NL,0.108999
2015-02-12,GB,0.151
2015-02-12,US,0.088
2015-02-12,NL,0.08
2015-02-13,GB,0.14
2015-02-13,US,0.1
2015-02-13,NL,0.089999
2015-02-17,GB,0.16
2015-02-17,US,0.111
2015-02-17,NL,0.09
2015-02-18,GB,0.168999
2015-02-18,US,0.14
2015-02-18,NL,0.108999
2015-02-19,GB,0.109999
2015-02-19,US,0.11
2015-02-19,NL,0.071
2015-02-20,GB,0.119999
2015-02-20,US,0.069
2015-02-20,NL,0.07
2015-02-23,GB,0.190999
2015-02-23,US,0.119999
2015-02-23,NL,0.101
2015-02-24,GB,0.16
2015-02-24,US,0.079999
2015-02-24,NL,0.08
2015-02-25,GB,0.22
2015-02-25,US,0.13
2015-02-25,NL,0.119999
2015-02-26,GB,0.2
2015-02-26,US,0.1
2015-02-26,NL,0.100999
2015-02-27,GB,0.203999
2015-02-27,US,0.079999
2015-02-27,NL,0.090999
2015-03-02,GB,0.211
2015-03-02,US,0.159999
2015-03-02,NL,0.109
2015-03-03,GB,0.123
2015-03-03,US,0.098999
2015-03-03,NL,0.07
2015-03-04,GB,0.159999
2015-03-04,US,0.083
2015-03-04,NL,0.08
2015-03-05,GB,0.149999
2015-03-05,US,0.089999
2015-03-05,NL,0.089999
2015-03-06,GB,0.15
2015-03-06,US,0.082
2015-03-06,NL,0.088999
2015-03-09,GB,0.17
2015-03-09,US,0.090999
2015-03-09,NL,0.098999
2015-03-10,GB,0.129
2015-03-10,US,0.06
2015-03-10,NL,0.069999
2015-03-11,GB,0.149
2015-03-11,US,0.069999
2015-03-11,NL,0.069999
2015-03-12,GB,0.14
2015-03-12,US,0.08
2015-03-12,NL,0.078
2015-03-13,GB,0.139999
2015-03-13,US,0.068999
2015-03-13,NL,0.069999
2015-03-16,GB,0.189999
2015-03-16,US,0.094
2015-03-16,NL,0.079999
2015-03-17,GB,0.149999
2015-03-17,US,0.079999
2015-03-17,NL,0.069999
2015-03-18,GB,0.13
2015-03-18,US,0.07
2015-03-18,NL,0.069999
2015-03-19,GB,0.14
2015-03-19,US,0.069999
2015-03-19,NL,0.076
2015-03-20,GB,0.16
2015-03-20,US,0.069
2015-03-20,NL,0.08
2015-03-23,GB,0.17
2015-03-23,US,0.069999
2015-03-23,NL,0.09
2015-03-24,GB,0.153
2015-03-24,US,0.061999
2015-03-24,NL,0.090999
2015-03-25,GB,0.178999
2015-03-25,US,0.064
2015-03-25,NL,0.08
2015-03-26,GB,0.149
2015-03-26,US,0.05
2015-03-26,NL,0.069999
2015-03-27,GB,0.159999
2015-03-27,US,0.058999
2015-03-27,NL,0.075999
2015-03-30,GB,0.2
2015-03-30,US,0.08
2015-03-30,NL,0.1
2015-03-31,GB,0.17
2015-03-31,US,0.079999
2015-03-31,NL,0.08
2015-04-01,GB,0.149999
2015-04-01,US,0.06
2015-04-01,NL,0.079
2015-04-02,GB,0.229999
2015-04-02,US,0.070999
2015-04-02,NL,0.102999
2015-04-07,GB,0.17
2015-04-07,US,0.079
2015-04-07,NL,0.098999
2015-04-08,GB,0.1
2015-04-08,US,0.052
2015-04-08,NL,0.07
2015-04-09,GB,0.120999
2015-04-09,US,0.058999
2015-04-09,NL,0.060999
2015-04-10,GB,0.151
2015-04-10,US,0.076
2015-04-10,NL,0.089
2015-04-13,GB,0.209999
2015-04-13,US,0.075999
2015-04-13,NL,0.08
2015-04-14,GB,0.141
2015-04-14,US,0.0615
2015-04-14,NL,0.061
2015-04-15,GB,0.229
2015-04-15,US,0.079999
2015-04-15,NL,0.079999
2015-04-16,GB,0.159999
2015-04-16,US,0.06
2015-04-16,NL,0.068999
2015-04-17,GB,0.14
2015-04-17,US,0.049999
2015-04-17,NL,0.052999
2015-04-20,GB,0.19
2015-04-20,US,0.076999
2015-04-20,NL,0.071
2015-04-21,GB,0.155999
2015-04-21,US,0.059
2015-04-21,NL,0.064
2015-04-22,GB,0.16
2015-04-22,US,0.053999
2015-04-22,NL,0.058999
2015-04-23,GB,0.14
2015-04-23,US,0.050999
2015-04-23,NL,0.058999
2015-04-24,GB,0.156
2015-04-24,US,0.067
2015-04-24,NL,0.06
2015-04-27,GB,0.159999
2015-04-27,US,0.069999
2015-04-27,NL,0.068999
2015-04-28,GB,0.148
2015-04-28,US,0.055
2015-04-28,NL,0.059999
2015-04-29,GB,0.138999
2015-04-29,US,0.046999
2015-04-29,NL,0.049
2015-04-30,GB,0.151
2015-04-30,US,0.05
2015-04-30,NL,0.050999
2015-05-05,GB,0.109999
2015-05-05,US,0.049
2015-05-05,NL,0.049999
2015-05-06,GB,0.119999
2015-05-06,US,0.041999
2015-05-06,NL,0.048999
2015-05-07,GB,0.111
2015-05-07,US,0.051
2015-05-07,NL,0.049999
2015-05-08,GB,0.109999
2015-05-08,US,0.060999
2015-05-08,NL,0.058999
2015-05-11,GB,0.14
2015-05-11,US,0.076
2015-05-11,NL,0.075999
2015-05-12,GB,0.159
2015-05-12,US,0.068999
2015-05-12,NL,0.069999
2015-05-13,GB,0.189999
2015-05-13,US,0.104
2015-05-13,NL,0.089999
2015-05-14,GB,0.17
2015-05-14,US,0.054999
2015-05-14,NL,0.069999
2015-05-15,GB,0.169999
2015-05-15,US,0.049
2015-05-15,NL,0.06
2015-05-18,GB,0.119999
2015-05-18,US,0.069999
2015-05-18,NL,0.071
2015-05-19,GB,0.1695
2015-05-19,US,0.079999
2015-05-19,NL,0.079
2015-05-20,GB,0.218999
2015-05-20,US,0.089999
2015-05-20,NL,0.092
2015-05-21,GB,0.219
2015-05-21,US,0.06
2015-05-21,NL,0.089999
2015-05-22,GB,0.219999
2015-05-22,US,0.088999
2015-05-22,NL,0.09
2015-05-26,GB,0.16
2015-05-26,US,0.063
2015-05-26,NL,0.074
2015-05-27,GB,0.129
2015-05-27,US,0.049999
2015-05-27,NL,0.059
2015-05-28,GB,0.162
2015-05-28,US,0.069
2015-05-28,NL,0.079999
2015-05-29,GB,0.139999
2015-05-29,US,0.062999
2015-05-29,NL,0.060999
2015-06-01,GB,0.13
2015-06-01,US,0.078999
2015-06-01,NL,0.061
2015-06-02,GB,0.108999
2015-06-02,US,0.06
2015-06-02,NL,0.050999
2015-06-03,GB,0.137999
2015-06-03,US,0.059999
2015-06-03,NL,0.06
2015-06-04,GB,0.111001
2015-06-04,US,0.060999
2015-06-04,NL,0.06
2015-06-05,GB,0.1
2015-06-05,US,0.05
2015-06-05,NL,0.05
2015-06-08,GB,0.138999
2015-06-08,US,0.089999
2015-06-08,NL,0.060999
2015-06-09,GB,0.105
2015-06-09,US,0.053
2015-06-09,NL,0.052
2015-06-10,GB,0.123
2015-06-10,US,0.051
2015-06-10,NL,0.068999
2015-06-11,GB,0.148999
2015-06-11,US,0.06
2015-06-11,NL,0.064999
2015-06-12,GB,0.12
2015-06-12,US,0.05
2015-06-12,NL,0.05
2015-06-15,GB,0.12
2015-06-15,US,0.049
2015-06-15,NL,0.069
2015-06-16,GB,0.138999
2015-06-16,US,0.056
2015-06-16,NL,0.07
2015-06-17,GB,0.149
2015-06-17,US,0.049999
2015-06-17,NL,0.071
2015-06-18,GB,0.13
2015-06-18,US,0.049
2015-06-18,NL,0.066999
2015-06-19,GB,0.17
2015-06-19,US,0.067999
2015-06-19,NL,0.067999
2015-06-22,GB,0.139999
2015-06-22,US,0.069
2015-06-22,NL,0.049999
2015-06-23,GB,0.16
2015-06-23,US,0.07
2015-06-23,NL,0.084999
2015-06-24,GB,0.149999
2015-06-24,US,0.079999
2015-06-24,NL,0.054
2015-06-25,GB,0.109999
2015-06-25,US,0.079999
2015-06-25,NL,0.041
2015-06-26,GB,0.136499
2015-06-26,US,0.079
2015-06-26,NL,0.059999
2015-06-29,GB,0.119999
2015-06-29,US,0.051999
2015-06-29,NL,0.050999
2015-06-30,GB,0.090999
2015-06-30,US,0.050999
2015-06-30,NL,0.04
2015-07-01,GB,0.100999
2015-07-01,US,0.068999
2015-07-01,NL,0.045999
2015-07-02,GB,0.140999
2015-07-02,US,0.07
2015-07-02,NL,0.068999
2015-07-06,GB,0.151
2015-07-06,US,0.071999
2015-07-06,NL,0.057999
2015-07-07,GB,0.13
2015-07-07,US,0.054
2015-07-07,NL,0.05
2015-07-08,GB,0.13
2015-07-08,US,0.06
2015-07-08,NL,0.059
2015-07-09,GB,0.15
2015-07-09,US,0.063
2015-07-09,NL,0.069999
2015-07-10,GB,0.131001
2015-07-10,US,0.07
2015-07-10,NL,0.060999
2015-07-13,GB,0.192
2015-07-13,US,0.089999
2015-07-13,NL,0.079999
2015-07-14,GB,0.220999
2015-07-14,US,0.084999
2015-07-14,NL,0.089999
2015-07-15,GB,0.210999
2015-07-15,US,0.079999
2015-07-15,NL,0.098999
2015-07-16,GB,0.250999
2015-07-16,US,0.086999
2015-07-16,NL,0.1
2015-07-17,GB,0.260999
2015-07-17,US,0.079999
2015-07-17,NL,0.1
2015-07-20,GB,0.31
2015-07-20,US,0.09
2015-07-20,NL,0.109999
2015-07-21,GB,0.21
2015-07-21,US,0.069
2015-07-21,NL,0.1
2015-07-22,GB,0.199999
2015-07-22,US,0.079999
2015-07-22,NL,0.108999
2015-07-23,GB,0.1615
2015-07-23,US,0.061
2015-07-23,NL,0.104
2015-07-24,GB,0.189
2015-07-24,US,0.069999
2015-07-24,NL,0.099
2015-07-27,GB,0.17
2015-07-27,US,0.05
2015-07-27,NL,0.071
2015-07-28,GB,0.159999
2015-07-28,US,0.06
2015-07-28,NL,0.09
2015-07-29,GB,0.155
2015-07-29,US,0.061
2015-07-29,NL,0.094999
2015-07-30,GB,0.125
2015-07-30,US,0.079999
2015-07-30,NL,0.07
2015-07-31,GB,0.149999
2015-07-31,US,0.059
2015-07-31,NL,0.08
2015-08-03,GB,0.140001
2015-08-03,US,0.059999
2015-08-03,NL,0.079999
2015-08-04,GB,0.141
2015-08-04,US,0.069999
2015-08-04,NL,0.07
2015-08-05,GB,0.149
2015-08-05,US,0.067999
2015-08-05,NL,0.084
2015-08-06,GB,0.17
2015-08-06,US,0.071
2015-08-06,NL,0.07
2015-08-07,GB,0.14
2015-08-07,US,0.063999
2015-08-07,NL,0.071
2015-08-10,GB,0.159999
2015-08-10,US,0.079999
2015-08-10,NL,0.089999
2015-08-11,GB,0.129999
2015-08-11,US,0.099
2015-08-11,NL,0.1
2015-08-12,GB,0.114999
2015-08-12,US,0.071
2015-08-12,NL,0.069999
2015-08-13,GB,0.138999
2015-08-13,US,0.069999
2015-08-13,NL,0.069999
2015-08-14,GB,0.151
2015-08-14,US,0.07
2015-08-14,NL,0.069999
2015-08-17,GB,0.12
2015-08-17,US,0.088999
2015-08-17,NL,0.07
2015-08-18,GB,0.112
2015-08-18,US,0.08
2015-08-18,NL,0.069999
2015-08-19,GB,0.108999
2015-08-19,US,0.059
2015-08-19,NL,0.056999
2015-08-20,GB,0.09
2015-08-20,US,0.051
2015-08-20,NL,0.051
2015-08-21,GB,0.086
2015-08-21,US,0.039999
2015-08-21,NL,0.04
2015-08-24,GB,0.050999
2015-08-24,US,0.024999
2015-08-24,NL,0.030999
2015-08-25,GB,0.069999
2015-08-25,US,0.033
2015-08-25,NL,0.034999
2015-08-26,GB,0.071
2015-08-26,US,0.028999
2015-08-26,NL,0.03
2015-08-27,GB,0.083
2015-08-27,US,0.036999
2015-08-27,NL,0.048999
2015-08-28,GB,0.08
2015-08-28,US,0.046
2015-08-28,NL,0.041999
2015-09-01,GB,0.068999
2015-09-01,US,0.03
2015-09-01,NL,0.035999
2015-09-02,GB,0.068999
2015-09-02,US,0.038999
2015-09-02,NL,0.044
2015-09-03,GB,0.069999
2015-09-03,US,0.04
2015-09-03,NL,0.04
2015-09-04,GB,0.079999
2015-09-04,US,0.042
2015-09-04,NL,0.041
2015-09-08,GB,0.089999
2015-09-08,US,0.059
2015-09-08,NL,0.05
2015-09-09,GB,0.109999
2015-09-09,US,0.038999
2015-09-09,NL,0.050999
2015-09-10,GB,0.08
2015-09-10,US,0.03
2015-09-10,NL,0.04
2015-09-11,GB,0.1
2015-09-11,US,0.040999
2015-09-11,NL,0.051
2015-09-14,GB,0.099
2015-09-14,US,0.051
2015-09-14,NL,0.059999
2015-09-15,GB,0.108999
2015-09-15,US,0.05
2015-09-15,NL,0.053999
2015-09-16,GB,0.1
2015-09-16,US,0.050999
2015-09-16,NL,0.068999
2015-09-17,GB,0.102999
2015-09-17,US,0.028999
2015-09-17,NL,0.068999
2015-09-18,GB,0.071
2015-09-18,US,0.04
2015-09-18,NL,0.049999
2015-09-21,GB,0.1
2015-09-21,US,0.05
2015-09-21,NL,0.061
2015-09-22,GB,0.089999
2015-09-22,US,0.059
2015-09-22,NL,0.06
2015-09-23,GB,0.108999
2015-09-23,US,0.067
2015-09-23,NL,0.060999
2015-09-24,GB,0.119999
2015-09-24,US,0.049
2015-09-24,NL,0.049999
2015-09-25,GB,0.154499
2015-09-25,US,0.048
2015-09-25,NL,0.049999
2015-09-28,GB,0.14
2015-09-28,US,0.049
2015-09-28,NL,0.049999
2015-09-29,GB,0.12
2015-09-29,US,0.037999
2015-09-29,NL,0.049
2015-09-30,GB,0.124999
2015-09-30,US,0.048999
2015-09-30,NL,0.049999
2015-10-01,GB,0.108999
2015-10-01,US,0.040999
2015-10-01,NL,0.049999
2015-10-02,GB,0.109999
2015-10-02,US,0.049
2015-10-02,NL,0.049
2015-10-05,GB,0.13
2015-10-05,US,0.05
2015-10-05,NL,0.049999
2015-10-06,GB,0.1
2015-10-06,US,0.044
2015-10-06,NL,0.049999
2015-10-07,GB,0.1
2015-10-07,US,0.034999
2015-10-07,NL,0.049
2015-10-08,GB,0.107
2015-10-08,US,0.039999
2015-10-08,NL,0.050999
2015-10-09,GB,0.120999
2015-10-09,US,0.049999
2015-10-09,NL,0.06
2015-10-12,GB,0.148
2015-10-12,US,0.058999
2015-10-12,NL,0.060999
2015-10-13,GB,0.123999
2015-10-13,US,0.049999
2015-10-13,NL,0.059999
2015-10-14,GB,0.119999
2015-10-14,US,0.042999
2015-10-14,NL,0.044999
2015-10-15,GB,0.111
2015-10-15,US,0.051
2015-10-15,NL,0.0515
2015-10-16,GB,0.157999
2015-10-16,US,0.053999
2015-10-16,NL,0.06
2015-10-19,GB,0.119999
2015-10-19,US,0.06
2015-10-19,NL,0.06
2015-10-20,GB,0.140999
2015-10-20,US,0.056
2015-10-20,NL,0.06
2015-10-21,GB,0.101
2015-10-21,US,0.039999
2015-10-21,NL,0.061999
2015-10-22,GB,0.109999
2015-10-22,US,0.04
2015-10-22,NL,0.049999
2015-10-23,GB,0.091
2015-10-23,US,0.040999
2015-10-23,NL,0.045
2015-10-26,GB,0.128999
2015-10-26,US,0.078999
2015-10-26,NL,0.050999
2015-10-27,GB,0.107
2015-10-27,US,0.063999
2015-10-27,NL,0.06
2015-10-28,GB,0.099999
2015-10-28,US,0.049999
2015-10-28,NL,0.051
2015-10-29,GB,0.099
2015-10-29,US,0.059
2015-10-29,NL,0.051
2015-10-30,GB,0.1
2015-10-30,US,0.059999
2015-10-30,NL,0.06
2015-11-02,GB,0.12
2015-11-02,US,0.071
2015-11-02,NL,0.068999
2015-11-03,GB,0.090999
2015-11-03,US,0.069999
2015-11-03,NL,0.079999
2015-11-04,GB,0.108999
2015-11-04,US,0.05
2015-11-04,NL,0.064999
2015-11-05,GB,0.093999
2015-11-05,US,0.06
2015-11-05,NL,0.061
2015-11-06,GB,0.100999
2015-11-06,US,0.068999
2015-11-06,NL,0.052999
2015-11-09,GB,0.093999
2015-11-09,US,0.066
2015-11-09,NL,0.079
2015-11-10,GB,0.097
2015-11-10,US,0.089
2015-11-10,NL,0.079999
2015-11-11,GB,0.119999
2015-11-11,US,0.088999
2015-11-11,NL,0.090999
2015-11-12,GB,0.102
2015-11-12,US,0.044999
2015-11-12,NL,0.06
2015-11-13,GB,0.099999
2015-11-13,US,0.049
2015-11-13,NL,0.059
2015-11-16,GB,0.089999
2015-11-16,US,0.041
2015-11-16,NL,0.051
2015-11-17,GB,0.089999
2015-11-17,US,0.04
2015-11-17,NL,0.058
2015-11-18,GB,0.13
2015-11-18,US,0.049999
2015-11-18,NL,0.059
2015-11-19,GB,0.098499
2015-11-19,US,0.059
2015-11-19,NL,0.06
2015-11-20,GB,0.109999
2015-11-20,US,0.06
2015-11-20,NL,0.06
2015-11-23,GB,0.119
2015-11-23,US,0.059999
2015-11-23,NL,0.091
2015-11-24,GB,0.094999
2015-11-24,US,0.05
2015-11-24,NL,0.05
2015-11-25,GB,0.139999
2015-11-25,US,0.059999
2015-11-25,NL,0.07
2015-11-27,GB,0.138999
2015-11-27,US,0.059
2015-11-27,NL,0.067
2015-11-30,GB,0.14
2015-11-30,US,0.059
2015-11-30,NL,0.055
2015-12-01,GB,0.12
2015-12-01,US,0.059999
2015-12-01,NL,0.057999
2015-12-02,GB,0.121
2015-12-02,US,0.050999
2015-12-02,NL,0.07
2015-12-03,GB,0.060999
2015-12-03,US,0.032
2015-12-03,NL,0.04
2015-12-04,GB,0.092
2015-12-04,US,0.039999
2015-12-04,NL,0.05
2015-12-07,GB,0.109999
2015-12-07,US,0.050999
2015-12-07,NL,0.049999
2015-12-08,GB,0.079999
2015-12-08,US,0.039999
2015-12-08,NL,0.04
2015-12-09,GB,0.109999
2015-12-09,US,0.029
2015-12-09,NL,0.041
2015-12-10,GB,0.099
2015-12-10,US,0.038999
2015-12-10,NL,0.041
2015-12-11,GB,0.072999
2015-12-11,US,0.030999
2015-12-11,NL,0.039999
2015-12-14,GB,0.069999
2015-12-14,US,0.029999
2015-12-14,NL,0.038
2015-12-15,GB,0.099
2015-12-15,US,0.048999
2015-12-15,NL,0.049999
2015-12-16,GB,0.1
2015-12-16,US,0.039999
2015-12-16,NL,0.048999
2015-12-17,GB,0.090999
2015-12-17,US,0.049999
2015-12-17,NL,0.057
2015-12-18,GB,0.1
2015-12-18,US,0.04
2015-12-18,NL,0.039999
2015-12-21,GB,0.1
2015-12-21,US,0.049
2015-12-21,NL,0.049999
2015-12-22,GB,0.111
2015-12-22,US,0.058999
2015-12-22,NL,0.049999
2015-12-23,GB,0.149999
2015-12-23,US,0.059
2015-12-23,NL,0.060999
2015-12-24,GB,0.309999
2015-12-24,US,0.16
2015-12-24,NL,0.159999
2015-12-29,GB,0.120999
2015-12-29,US,0.07
2015-12-29,NL,0.059
2015-12-30,GB,0.138999
2015-12-30,US,0.08
2015-12-30,NL,0.061
2015-12-31,GB,0.190999
2015-12-31,US,0.109999
2015-12-31,NL,0.25
2016-01-04,GB,0.089
2016-01-04,US,0.040999
2016-01-04,NL,0.04
2016-01-05,GB,0.101
2016-01-05,US,0.05
2016-01-05,NL,0.055
2016-01-06,GB,0.090999
2016-01-06,US,0.05
2016-01-06,NL,0.055
2016-01-07,GB,0.082
2016-01-07,US,0.038999
2016-01-07,NL,0.042
2016-01-08,GB,0.068999
2016-01-08,US,0.030999
2016-01-08,NL,0.04
2016-01-11,GB,0.061
2016-01-11,US,0.032999
2016-01-11,NL,0.042
2016-01-12,GB,0.097999
2016-01-12,US,0.035999
2016-01-12,NL,0.051
2016-01-13,GB,0.07
2016-01-13,US,0.029999
2016-01-13,NL,0.04
2016-01-14,GB,0.069999
2016-01-14,US,0.029999
2016-01-14,NL,0.048
2016-01-15,GB,0.064
2016-01-15,US,0.028999
2016-01-15,NL,0.039999
2016-01-19,GB,0.07
2016-01-19,US,0.03
2016-01-19,NL,0.049999
2016-01-20,GB,0.079999
2016-01-20,US,0.027
2016-01-20,NL,0.046999
2016-01-21,GB,0.07
2016-01-21,US,0.020999
2016-01-21,NL,0.03
2016-01-22,GB,0.088999
2016-01-22,US,0.029999
2016-01-22,NL,0.046999
2016-01-25,GB,0.07
2016-01-25,US,0.028999
2016-01-25,NL,0.039999
2016-01-26,GB,0.06
2016-01-26,US,0.03
2016-01-26,NL,0.04
2016-01-27,GB,0.060999
2016-01-27,US,0.022
2016-01-27,NL,0.039
2016-01-28,GB,0.06
2016-01-28,US,0.022
2016-01-28,NL,0.03
2016-01-29,GB,0.089
2016-01-29,US,0.038
2016-01-29,NL,0.037
2016-02-01,GB,0.070999
2016-02-01,US,0.031
2016-02-01,NL,0.04
2016-02-02,GB,0.08
2016-02-02,US,0.03
2016-02-02,NL,0.04
2016-02-03,GB,0.078
2016-02-03,US,0.02
2016-02-03,NL,0.030999
2016-02-04,GB,0.079999
2016-02-04,US,0.021
2016-02-04,NL,0.037
2016-02-05,GB,0.079999
2016-02-05,US,0.021999
2016-02-05,NL,0.035
2016-02-08,GB,0.079
2016-02-08,US,0.020999
2016-02-08,NL,0.036999
2016-02-09,GB,0.069999
2016-02-09,US,0.021
2016-02-09,NL,0.039
2016-02-10,GB,0.067999
2016-02-10,US,0.020999
2016-02-10,NL,0.039999
2016-02-11,GB,0.071
2016-02-11,US,0.019999
2016-02-11,NL,0.034
2016-02-12,GB,0.074999
2016-02-12,US,0.029999
2016-02-12,NL,0.044999
2016-02-16,GB,0.089999
2016-02-16,US,0.037999
2016-02-16,NL,0.064999
2016-02-17,GB,0.089
2016-02-17,US,0.04
2016-02-17,NL,0.061
2016-02-18,GB,0.08
2016-02-18,US,0.030999
2016-02-18,NL,0.05
2016-02-19,GB,0.09
2016-02-19,US,0.039999
2016-02-19,NL,0.038999
2016-02-22,GB,0.13
2016-02-22,US,0.048
2016-02-22,NL,0.069999
2016-02-23,GB,0.1
2016-02-23,US,0.04
2016-02-23,NL,0.05
2016-02-24,GB,0.098999
2016-02-24,US,0.036999
2016-02-24,NL,0.049999
2016-02-25,GB,0.09
2016-02-25,US,0.04
2016-02-25,NL,0.063
2016-02-26,GB,0.109999
2016-02-26,US,0.039999
2016-02-26,NL,0.05
2016-02-29,GB,0.088999
2016-02-29,US,0.038
2016-02-29,NL,0.048999
2016-03-01,GB,0.09
2016-03-01,US,0.038999
2016-03-01,NL,0.04
2016-03-02,GB,0.086999
2016-03-02,US,0.033
2016-03-02,NL,0.04
2016-03-03,GB,0.099999
2016-03-03,US,0.039999
2016-03-03,NL,0.049999
2016-03-04,GB,0.079999
2016-03-04,US,0.031
2016-03-04,NL,0.039999
2016-03-07,GB,0.079999
2016-03-07,US,0.032999
2016-03-07,NL,0.04
2016-03-08,GB,0.072999
2016-03-08,US,0.03
2016-03-08,NL,0.039999
2016-03-09,GB,0.071999
2016-03-09,US,0.03
2016-03-09,NL,0.04
2016-03-10,GB,0.059
2016-03-10,US,0.02
2016-03-10,NL,0.03
2016-03-11,GB,0.080999
2016-03-11,US,0.037999
2016-03-11,NL,0.046
2016-03-14,GB,0.129999
2016-03-14,US,0.04
2016-03-14,NL,0.059999
2016-03-15,GB,0.119999
2016-03-15,US,0.054999
2016-03-15,NL,0.079999
2016-03-16,GB,0.13
2016-03-16,US,0.04
2016-03-16,NL,0.067999
2016-03-17,GB,0.111999
2016-03-17,US,0.040999
2016-03-17,NL,0.049999
2016-03-18,GB,0.11
2016-03-18,US,0.048999
2016-03-18,NL,0.058999
2016-03-21,GB,0.109999
2016-03-21,US,0.042999
2016-03-21,NL,0.060999
2016-03-22,GB,0.1
2016-03-22,US,0.04
2016-03-22,NL,0.049999
2016-03-23,GB,0.109999
2016-03-23,US,0.04
2016-03-23,NL,0.053999
2016-03-24,GB,0.109999
2016-03-24,US,0.05
2016-03-24,NL,0.060999
2016-03-29,GB,0.125999
2016-03-29,US,0.049999
2016-03-29,NL,0.06
2016-03-30,GB,0.122999
2016-03-30,US,0.045
2016-03-30,NL,0.068999
2016-03-31,GB,0.12
2016-03-31,US,0.049999
2016-03-31,NL,0.06
2016-04-01,GB,0.104999
2016-04-01,US,0.046999
2016-04-01,NL,0.049999
2016-04-04,GB,0.11
2016-04-04,US,0.049
2016-04-04,NL,0.059999
