,date,market1,market2,lag
3678,2006-12-29,US,GB,-17472400
3679,2006-12-29,GB,US,17472400
3680,2006-12-29,NL,GB,-9250
3681,2006-12-29,GB,NL,9250
3682,2006-12-29,NL,US,25000
3683,2006-12-29,US,NL,-25000
3689,2007-01-03,US,NL,-18000
3684,2007-01-03,US,GB,11000
3685,2007-01-03,GB,US,-11000
3687,2007-01-03,GB,NL,-30500
3688,2007-01-03,NL,US,18000
3686,2007-01-03,NL,GB,30500
209,2007-01-04,US,NL,38000
207,2007-01-04,GB,NL,26000
206,2007-01-04,NL,GB,-26000
205,2007-01-04,GB,US,-12000
204,2007-01-04,US,GB,12000
208,2007-01-04,NL,US,-38000
3691,2007-01-05,GB,US,-38500
3692,2007-01-05,NL,GB,22500
3690,2007-01-05,US,GB,38500
3693,2007-01-05,GB,NL,-22500
3694,2007-01-05,NL,US,-18402
3695,2007-01-05,US,NL,18402
3698,2007-01-08,NL,GB,-19000
3699,2007-01-08,GB,NL,19000
3700,2007-01-08,NL,US,7000
3701,2007-01-08,US,NL,-7000
3696,2007-01-08,US,GB,-11000
3697,2007-01-08,GB,US,11000
3707,2007-01-09,US,NL,-13000
3706,2007-01-09,NL,US,13000
3705,2007-01-09,GB,NL,-23000
3704,2007-01-09,NL,GB,23000
3702,2007-01-09,US,GB,-62123
3703,2007-01-09,GB,US,62123
3711,2007-01-10,GB,NL,1250
3713,2007-01-10,US,NL,-14750
3712,2007-01-10,NL,US,14750
3710,2007-01-10,NL,GB,-1250
3709,2007-01-10,GB,US,-1000
3708,2007-01-10,US,GB,1000
3717,2007-01-11,GB,NL,-1000
3714,2007-01-11,US,GB,-18000
3715,2007-01-11,GB,US,18000
3716,2007-01-11,NL,GB,1000
3719,2007-01-11,US,NL,-5000
3718,2007-01-11,NL,US,5000
3720,2007-01-12,US,GB,11000
3721,2007-01-12,GB,US,-11000
3723,2007-01-12,GB,NL,-49750
3724,2007-01-12,NL,US,4500
3725,2007-01-12,US,NL,-4500
3722,2007-01-12,NL,GB,49750
3729,2007-01-16,GB,NL,28985
3726,2007-01-16,US,GB,5500
3727,2007-01-16,GB,US,-5500
3728,2007-01-16,NL,GB,-28985
3730,2007-01-16,NL,US,11000
3731,2007-01-16,US,NL,-11000
3737,2007-01-17,US,NL,-2000
3736,2007-01-17,NL,US,2000
3735,2007-01-17,GB,NL,-12000
3734,2007-01-17,NL,GB,12000
3733,2007-01-17,GB,US,-6375
3732,2007-01-17,US,GB,6375
211,2007-01-18,GB,US,6000
210,2007-01-18,US,GB,-6000
215,2007-01-18,US,NL,-6000
214,2007-01-18,NL,US,6000
213,2007-01-18,GB,NL,10000
212,2007-01-18,NL,GB,-10000
3742,2007-01-19,NL,US,-2500
3741,2007-01-19,GB,NL,-19000
3743,2007-01-19,US,NL,2500
3739,2007-01-19,GB,US,13375
3738,2007-01-19,US,GB,-13375
3740,2007-01-19,NL,GB,19000
3744,2007-01-22,US,GB,-11500
3745,2007-01-22,GB,US,11500
3746,2007-01-22,NL,GB,14500
3747,2007-01-22,GB,NL,-14500
3748,2007-01-22,NL,US,6000
3749,2007-01-22,US,NL,-6000
3753,2007-01-23,GB,NL,12500
3754,2007-01-23,NL,US,-3000
3755,2007-01-23,US,NL,3000
3752,2007-01-23,NL,GB,-12500
3750,2007-01-23,US,GB,-1500
3751,2007-01-23,GB,US,1500
3761,2007-01-24,US,NL,1500
3760,2007-01-24,NL,US,-1500
3759,2007-01-24,GB,NL,-20500
3758,2007-01-24,NL,GB,20500
3757,2007-01-24,GB,US,3500
3756,2007-01-24,US,GB,-3500
3766,2007-01-25,NL,US,6500
3763,2007-01-25,GB,US,23000
3762,2007-01-25,US,GB,-23000
3767,2007-01-25,US,NL,-6500
3765,2007-01-25,GB,NL,-41500
3764,2007-01-25,NL,GB,41500
3768,2007-01-26,US,GB,-9000
3769,2007-01-26,GB,US,9000
3770,2007-01-26,NL,GB,11500
3771,2007-01-26,GB,NL,-11500
3772,2007-01-26,NL,US,17000
3773,2007-01-26,US,NL,-17000
3775,2007-01-29,GB,US,48000
3774,2007-01-29,US,GB,-48000
3776,2007-01-29,NL,GB,6315
3777,2007-01-29,GB,NL,-6315
3778,2007-01-29,NL,US,23125
3779,2007-01-29,US,NL,-23125
3784,2007-01-30,NL,US,4500
3783,2007-01-30,GB,NL,-10125
3782,2007-01-30,NL,GB,10125
3781,2007-01-30,GB,US,6250
3780,2007-01-30,US,GB,-6250
3785,2007-01-30,US,NL,-4500
3789,2007-01-31,GB,NL,3500
3790,2007-01-31,NL,US,9000
3791,2007-01-31,US,NL,-9000
3788,2007-01-31,NL,GB,-3500
3786,2007-01-31,US,GB,-1500
3787,2007-01-31,GB,US,1500
216,2007-02-01,US,GB,2000
217,2007-02-01,GB,US,-2000
221,2007-02-01,US,NL,4000
220,2007-02-01,NL,US,-4000
219,2007-02-01,GB,NL,0
218,2007-02-01,NL,GB,0
3796,2007-02-02,NL,US,22125
3795,2007-02-02,GB,NL,3000
3797,2007-02-02,US,NL,-22125
3793,2007-02-02,GB,US,23000
3792,2007-02-02,US,GB,-23000
3794,2007-02-02,NL,GB,-3000
3798,2007-02-05,US,GB,-8188
3799,2007-02-05,GB,US,8188
3800,2007-02-05,NL,GB,-11250
3801,2007-02-05,GB,NL,11250
3802,2007-02-05,NL,US,18500
3803,2007-02-05,US,NL,-18500
3804,2007-02-06,US,GB,17000
3805,2007-02-06,GB,US,-17000
3808,2007-02-06,NL,US,7000
3807,2007-02-06,GB,NL,10500
3809,2007-02-06,US,NL,-7000
3806,2007-02-06,NL,GB,-10500
3810,2007-02-07,US,GB,17000
3811,2007-02-07,GB,US,-17000
3812,2007-02-07,NL,GB,2250
3813,2007-02-07,GB,NL,-2250
3814,2007-02-07,NL,US,10000
3815,2007-02-07,US,NL,-10000
3821,2007-02-08,US,NL,-7000
3820,2007-02-08,NL,US,7000
3816,2007-02-08,US,GB,16000
3818,2007-02-08,NL,GB,6000
3817,2007-02-08,GB,US,-16000
3819,2007-02-08,GB,NL,-6000
3827,2007-02-09,US,NL,-8000
3825,2007-02-09,GB,NL,-2000
3826,2007-02-09,NL,US,8000
3823,2007-02-09,GB,US,2437
3822,2007-02-09,US,GB,-2437
3824,2007-02-09,NL,GB,2000
3833,2007-02-12,US,NL,-4500
3832,2007-02-12,NL,US,4500
3830,2007-02-12,NL,GB,32250
3829,2007-02-12,GB,US,-17000
3828,2007-02-12,US,GB,17000
3831,2007-02-12,GB,NL,-32250
3834,2007-02-13,US,GB,24250
3835,2007-02-13,GB,US,-24250
3837,2007-02-13,GB,NL,-2000
3838,2007-02-13,NL,US,6594
3839,2007-02-13,US,NL,-6594
3836,2007-02-13,NL,GB,2000
3841,2007-02-14,GB,US,-12000
3842,2007-02-14,NL,GB,8500
3843,2007-02-14,GB,NL,-8500
3844,2007-02-14,NL,US,15375
3845,2007-02-14,US,NL,-15375
3840,2007-02-14,US,GB,12000
226,2007-02-15,NL,US,-18000
224,2007-02-15,NL,GB,0
223,2007-02-15,GB,US,35750
222,2007-02-15,US,GB,-35750
227,2007-02-15,US,NL,18000
225,2007-02-15,GB,NL,0
3847,2007-02-16,GB,US,7000
3848,2007-02-16,NL,GB,10250
3849,2007-02-16,GB,NL,-10250
3850,2007-02-16,NL,US,0
3851,2007-02-16,US,NL,0
3846,2007-02-16,US,GB,-7000
3856,2007-02-20,NL,US,27000
3853,2007-02-20,GB,US,-7000
3852,2007-02-20,US,GB,7000
3857,2007-02-20,US,NL,-27000
3855,2007-02-20,GB,NL,-19000
3854,2007-02-20,NL,GB,19000
3858,2007-02-21,US,GB,-15000
3859,2007-02-21,GB,US,15000
3860,2007-02-21,NL,GB,17500
3861,2007-02-21,GB,NL,-17500
3862,2007-02-21,NL,US,9250
3863,2007-02-21,US,NL,-9250
3868,2007-02-22,NL,US,10375
3869,2007-02-22,US,NL,-10375
3867,2007-02-22,GB,NL,3000
3864,2007-02-22,US,GB,-10000
3865,2007-02-22,GB,US,10000
3866,2007-02-22,NL,GB,-3000
3870,2007-02-23,US,GB,-22625
3871,2007-02-23,GB,US,22625
3872,2007-02-23,NL,GB,10000
3873,2007-02-23,GB,NL,-10000
3874,2007-02-23,NL,US,2500
3875,2007-02-23,US,NL,-2500
3876,2007-02-26,US,GB,39000
3877,2007-02-26,GB,US,-39000
3878,2007-02-26,NL,GB,44000
3879,2007-02-26,GB,NL,-44000
3880,2007-02-26,NL,US,16000
3881,2007-02-26,US,NL,-16000
3887,2007-02-27,US,NL,-15000
3882,2007-02-27,US,GB,9000
3884,2007-02-27,NL,GB,13000
3883,2007-02-27,GB,US,-9000
3886,2007-02-27,NL,US,15000
3885,2007-02-27,GB,NL,-13000
3889,2007-02-28,GB,US,-9000
3890,2007-02-28,NL,GB,12500
3891,2007-02-28,GB,NL,-12500
3892,2007-02-28,NL,US,8750
3893,2007-02-28,US,NL,-8750
3888,2007-02-28,US,GB,9000
230,2007-03-01,NL,GB,30250
231,2007-03-01,GB,NL,-30250
232,2007-03-01,NL,US,-6000
233,2007-03-01,US,NL,6000
228,2007-03-01,US,GB,-10000
229,2007-03-01,GB,US,10000
3897,2007-03-02,GB,NL,-21375
3896,2007-03-02,NL,GB,21375
3895,2007-03-02,GB,US,-12000
3894,2007-03-02,US,GB,12000
3899,2007-03-02,US,NL,-9500
3898,2007-03-02,NL,US,9500
3905,2007-03-05,US,NL,-1500
3904,2007-03-05,NL,US,1500
3902,2007-03-05,NL,GB,3750
3901,2007-03-05,GB,US,18250
3900,2007-03-05,US,GB,-18250
3903,2007-03-05,GB,NL,-3750
3911,2007-03-06,US,NL,-1500
3910,2007-03-06,NL,US,1500
3906,2007-03-06,US,GB,-4500
3908,2007-03-06,NL,GB,2500
3909,2007-03-06,GB,NL,-2500
3907,2007-03-06,GB,US,4500
3916,2007-03-07,NL,US,23875
3917,2007-03-07,US,NL,-23875
3914,2007-03-07,NL,GB,10250
3913,2007-03-07,GB,US,1000
3912,2007-03-07,US,GB,-1000
3915,2007-03-07,GB,NL,-10250
3918,2007-03-08,US,GB,-3000
3919,2007-03-08,GB,US,3000
3921,2007-03-08,GB,NL,-5000
3922,2007-03-08,NL,US,4813
3923,2007-03-08,US,NL,-4813
3920,2007-03-08,NL,GB,5000
3924,2007-03-09,US,GB,-9375
3926,2007-03-09,NL,GB,3250
3927,2007-03-09,GB,NL,-3250
3928,2007-03-09,NL,US,2500
3929,2007-03-09,US,NL,-2500
3925,2007-03-09,GB,US,9375
3931,2007-03-12,GB,US,-6000
3932,2007-03-12,NL,GB,19000
3933,2007-03-12,GB,NL,-19000
3934,2007-03-12,NL,US,5000
3935,2007-03-12,US,NL,-5000
3930,2007-03-12,US,GB,6000
3941,2007-03-13,US,NL,-2000
3940,2007-03-13,NL,US,2000
3938,2007-03-13,NL,GB,4250
3937,2007-03-13,GB,US,8000
3936,2007-03-13,US,GB,-8000
3939,2007-03-13,GB,NL,-4250
3942,2007-03-14,US,GB,13625
3944,2007-03-14,NL,GB,17000
3945,2007-03-14,GB,NL,-17000
3946,2007-03-14,NL,US,19000
3947,2007-03-14,US,NL,-19000
3943,2007-03-14,GB,US,-13625
234,2007-03-15,US,GB,44500
235,2007-03-15,GB,US,-44500
237,2007-03-15,GB,NL,-2001
239,2007-03-15,US,NL,-16000
236,2007-03-15,NL,GB,2001
238,2007-03-15,NL,US,16000
3948,2007-03-16,US,GB,-10000
3949,2007-03-16,GB,US,10000
3950,2007-03-16,NL,GB,9000
3951,2007-03-16,GB,NL,-9000
3952,2007-03-16,NL,US,11500
3953,2007-03-16,US,NL,-11500
3959,2007-03-19,US,NL,-12000
3958,2007-03-19,NL,US,12000
3955,2007-03-19,GB,US,5250
3956,2007-03-19,NL,GB,-7094
3954,2007-03-19,US,GB,-5250
3957,2007-03-19,GB,NL,7094
3960,2007-03-20,US,GB,-4000
3961,2007-03-20,GB,US,4000
3962,2007-03-20,NL,GB,2000
3963,2007-03-20,GB,NL,-2000
3965,2007-03-20,US,NL,-11750
3964,2007-03-20,NL,US,11750
3970,2007-03-21,NL,US,-1000
3969,2007-03-21,GB,NL,-30449
3968,2007-03-21,NL,GB,30449
3967,2007-03-21,GB,US,-7000
3966,2007-03-21,US,GB,7000
3971,2007-03-21,US,NL,1000
3972,2007-03-22,US,GB,3250
3973,2007-03-22,GB,US,-3250
3974,2007-03-22,NL,GB,15171
3975,2007-03-22,GB,NL,-15171
3976,2007-03-22,NL,US,8000
3977,2007-03-22,US,NL,-8000
3982,2007-03-23,NL,US,9000
3981,2007-03-23,GB,NL,-1500
3983,2007-03-23,US,NL,-9000
3980,2007-03-23,NL,GB,1500
3979,2007-03-23,GB,US,19000
3978,2007-03-23,US,GB,-19000
3984,2007-03-26,US,GB,1000
3989,2007-03-26,US,NL,-3250
3988,2007-03-26,NL,US,3250
3987,2007-03-26,GB,NL,-1000
3986,2007-03-26,NL,GB,1000
3985,2007-03-26,GB,US,-1000
3991,2007-03-27,GB,US,-750
3990,2007-03-27,US,GB,750
3993,2007-03-27,GB,NL,-19000
3994,2007-03-27,NL,US,3750
3992,2007-03-27,NL,GB,19000
3995,2007-03-27,US,NL,-3750
3997,2007-03-28,GB,US,-4000
3998,2007-03-28,NL,GB,7000
3999,2007-03-28,GB,NL,-7000
4000,2007-03-28,NL,US,13000
4001,2007-03-28,US,NL,-13000
3996,2007-03-28,US,GB,4000
242,2007-03-29,NL,GB,22000
241,2007-03-29,GB,US,14000
243,2007-03-29,GB,NL,-22000
244,2007-03-29,NL,US,34000
245,2007-03-29,US,NL,-34000
240,2007-03-29,US,GB,-14000
4004,2007-03-30,NL,GB,-250
4005,2007-03-30,GB,NL,250
4006,2007-03-30,NL,US,28188
4007,2007-03-30,US,NL,-28188
4003,2007-03-30,GB,US,-2500
4002,2007-03-30,US,GB,2500
4008,2007-04-02,US,GB,-7000
4009,2007-04-02,GB,US,7000
4010,2007-04-02,NL,GB,5250
4011,2007-04-02,GB,NL,-5250
4012,2007-04-02,NL,US,11000
4013,2007-04-02,US,NL,-11000
4014,2007-04-03,US,GB,-3000
4015,2007-04-03,GB,US,3000
4016,2007-04-03,NL,GB,14000
4017,2007-04-03,GB,NL,-14000
4018,2007-04-03,NL,US,500
4019,2007-04-03,US,NL,-500
4020,2007-04-04,US,GB,0
4021,2007-04-04,GB,US,0
4025,2007-04-04,US,NL,2500
4023,2007-04-04,GB,NL,-14000
4022,2007-04-04,NL,GB,14000
4024,2007-04-04,NL,US,-2500
4030,2007-04-05,NL,US,0
4029,2007-04-05,GB,NL,-4750
4028,2007-04-05,NL,GB,4750
4031,2007-04-05,US,NL,0
4026,2007-04-05,US,GB,-16000
4027,2007-04-05,GB,US,16000
4032,2007-04-10,US,GB,1500
4033,2007-04-10,GB,US,-1500
4034,2007-04-10,NL,GB,34000
4035,2007-04-10,GB,NL,-34000
4036,2007-04-10,NL,US,13000
4037,2007-04-10,US,NL,-13000
4039,2007-04-11,GB,US,15421
4038,2007-04-11,US,GB,-15421
4040,2007-04-11,NL,GB,-3000
4041,2007-04-11,GB,NL,3000
4043,2007-04-11,US,NL,-9000
4042,2007-04-11,NL,US,9000
4049,2007-04-12,US,NL,-8000
4048,2007-04-12,NL,US,8000
4047,2007-04-12,GB,NL,-250
4046,2007-04-12,NL,GB,250
4045,2007-04-12,GB,US,-6625
4044,2007-04-12,US,GB,6625
246,2007-04-13,US,GB,0
250,2007-04-13,NL,US,6000
249,2007-04-13,GB,NL,-54250
248,2007-04-13,NL,GB,54250
247,2007-04-13,GB,US,0
251,2007-04-13,US,NL,-6000
4055,2007-04-16,US,NL,-28500
4054,2007-04-16,NL,US,28500
4053,2007-04-16,GB,NL,-14250
4051,2007-04-16,GB,US,6000
4050,2007-04-16,US,GB,-6000
4052,2007-04-16,NL,GB,14250
4059,2007-04-17,GB,NL,23000
4056,2007-04-17,US,GB,-32250
4057,2007-04-17,GB,US,32250
4061,2007-04-17,US,NL,-11500
4060,2007-04-17,NL,US,11500
4058,2007-04-17,NL,GB,-23000
4062,2007-04-18,US,GB,-5000
4063,2007-04-18,GB,US,5000
4064,2007-04-18,NL,GB,10000
4065,2007-04-18,GB,NL,-10000
4066,2007-04-18,NL,US,23500
4067,2007-04-18,US,NL,-23500
4068,2007-04-19,US,GB,-1750
4069,2007-04-19,GB,US,1750
4070,2007-04-19,NL,GB,15500
4071,2007-04-19,GB,NL,-15500
4072,2007-04-19,NL,US,9000
4073,2007-04-19,US,NL,-9000
4074,2007-04-20,US,GB,-9500
4075,2007-04-20,GB,US,9500
4078,2007-04-20,NL,US,10000
4076,2007-04-20,NL,GB,1937
4077,2007-04-20,GB,NL,-1937
4079,2007-04-20,US,NL,-10000
4082,2007-04-23,NL,GB,11842
4084,2007-04-23,NL,US,8500
4085,2007-04-23,US,NL,-8500
4080,2007-04-23,US,GB,13563
4081,2007-04-23,GB,US,-13563
4083,2007-04-23,GB,NL,-11842
4086,2007-04-24,US,GB,17000
4087,2007-04-24,GB,US,-17000
4088,2007-04-24,NL,GB,3000
4089,2007-04-24,GB,NL,-3000
4090,2007-04-24,NL,US,16000
4091,2007-04-24,US,NL,-16000
4093,2007-04-25,GB,US,0
4094,2007-04-25,NL,GB,41500
4095,2007-04-25,GB,NL,-41500
4092,2007-04-25,US,GB,0
4096,2007-04-25,NL,US,15500
4097,2007-04-25,US,NL,-15500
4098,2007-04-26,US,GB,-10000
4099,2007-04-26,GB,US,10000
4100,2007-04-26,NL,GB,2000
4101,2007-04-26,GB,NL,-2000
4102,2007-04-26,NL,US,6000
4103,2007-04-26,US,NL,-6000
257,2007-04-27,US,NL,-18000
256,2007-04-27,NL,US,18000
255,2007-04-27,GB,NL,4000
254,2007-04-27,NL,GB,-4000
253,2007-04-27,GB,US,16000
252,2007-04-27,US,GB,-16000
4106,2007-04-30,NL,GB,7000
4104,2007-04-30,US,GB,8500
4105,2007-04-30,GB,US,-8500
4109,2007-04-30,US,NL,-2500
4107,2007-04-30,GB,NL,-7000
4108,2007-04-30,NL,US,2500
4115,2007-05-02,US,NL,-4625
4114,2007-05-02,NL,US,4625
4113,2007-05-02,GB,NL,-10000
4112,2007-05-02,NL,GB,10000
4110,2007-05-02,US,GB,-1250
4111,2007-05-02,GB,US,1250
4116,2007-05-03,US,GB,17000
4118,2007-05-03,NL,GB,-500
4119,2007-05-03,GB,NL,500
4120,2007-05-03,NL,US,15500
4121,2007-05-03,US,NL,-15500
4117,2007-05-03,GB,US,-17000
4122,2007-05-04,US,GB,-21500
4124,2007-05-04,NL,GB,-5500
4125,2007-05-04,GB,NL,5500
4126,2007-05-04,NL,US,1875
4127,2007-05-04,US,NL,-1875
4123,2007-05-04,GB,US,21500
4132,2007-05-08,NL,US,4500
4133,2007-05-08,US,NL,-4500
4131,2007-05-08,GB,NL,-7000
4130,2007-05-08,NL,GB,7000
4129,2007-05-08,GB,US,-12500
4128,2007-05-08,US,GB,12500
4139,2007-05-09,US,NL,-16500
4135,2007-05-09,GB,US,-51500
4134,2007-05-09,US,GB,51500
4136,2007-05-09,NL,GB,10000
4137,2007-05-09,GB,NL,-10000
4138,2007-05-09,NL,US,16500
4140,2007-05-10,US,GB,-9000
4141,2007-05-10,GB,US,9000
4142,2007-05-10,NL,GB,-5000
4143,2007-05-10,GB,NL,5000
4144,2007-05-10,NL,US,11750
4145,2007-05-10,US,NL,-11750
258,2007-05-11,US,GB,4000
263,2007-05-11,US,NL,-8000
261,2007-05-11,GB,NL,59000
260,2007-05-11,NL,GB,-59000
259,2007-05-11,GB,US,-4000
262,2007-05-11,NL,US,8000
4146,2007-05-14,US,GB,-14000
4147,2007-05-14,GB,US,14000
4148,2007-05-14,NL,GB,-3000
4149,2007-05-14,GB,NL,3000
4150,2007-05-14,NL,US,18000
4151,2007-05-14,US,NL,-18000
4152,2007-05-15,US,GB,-20750
4153,2007-05-15,GB,US,20750
4154,2007-05-15,NL,GB,5000
4155,2007-05-15,GB,NL,-5000
4156,2007-05-15,NL,US,3500
4157,2007-05-15,US,NL,-3500
4158,2007-05-16,US,GB,16000
4159,2007-05-16,GB,US,-16000
4160,2007-05-16,NL,GB,10056
4161,2007-05-16,GB,NL,-10056
4162,2007-05-16,NL,US,1565
4163,2007-05-16,US,NL,-1565
4168,2007-05-17,NL,US,2000
4169,2007-05-17,US,NL,-2000
4164,2007-05-17,US,GB,-11500
4165,2007-05-17,GB,US,11500
4166,2007-05-17,NL,GB,-12500
4167,2007-05-17,GB,NL,12500
4173,2007-05-18,GB,NL,4500
4175,2007-05-18,US,NL,-1500
4174,2007-05-18,NL,US,1500
4172,2007-05-18,NL,GB,-4500
4171,2007-05-18,GB,US,79250
4170,2007-05-18,US,GB,-79250
4177,2007-05-21,GB,US,3000
4178,2007-05-21,NL,GB,-10750
4179,2007-05-21,GB,NL,10750
4180,2007-05-21,NL,US,9703
4181,2007-05-21,US,NL,-9703
4176,2007-05-21,US,GB,-3000
4182,2007-05-22,US,GB,8000
4183,2007-05-22,GB,US,-8000
4184,2007-05-22,NL,GB,11000
4187,2007-05-22,US,NL,-7500
4185,2007-05-22,GB,NL,-11000
4186,2007-05-22,NL,US,7500
4188,2007-05-23,US,GB,10000
4189,2007-05-23,GB,US,-10000
4190,2007-05-23,NL,GB,-3000
4191,2007-05-23,GB,NL,3000
4192,2007-05-23,NL,US,1500
4193,2007-05-23,US,NL,-1500
4199,2007-05-24,US,NL,-2625
4194,2007-05-24,US,GB,14500
4196,2007-05-24,NL,GB,12500
4198,2007-05-24,NL,US,2625
4197,2007-05-24,GB,NL,-12500
4195,2007-05-24,GB,US,-14500
267,2007-05-25,GB,NL,29750
268,2007-05-25,NL,US,-22000
265,2007-05-25,GB,US,26000
264,2007-05-25,US,GB,-26000
269,2007-05-25,US,NL,22000
266,2007-05-25,NL,GB,-29750
4200,2007-05-29,US,GB,500
4201,2007-05-29,GB,US,-500
4202,2007-05-29,NL,GB,4000
4204,2007-05-29,NL,US,2500
4203,2007-05-29,GB,NL,-4000
4205,2007-05-29,US,NL,-2500
4207,2007-05-30,GB,US,17000
4208,2007-05-30,NL,GB,12500
4209,2007-05-30,GB,NL,-12500
4210,2007-05-30,NL,US,12500
4211,2007-05-30,US,NL,-12500
4206,2007-05-30,US,GB,-17000
4216,2007-05-31,NL,US,12000
4217,2007-05-31,US,NL,-12000
4213,2007-05-31,GB,US,0
4212,2007-05-31,US,GB,0
4214,2007-05-31,NL,GB,-1500
4215,2007-05-31,GB,NL,1500
4219,2007-06-01,GB,US,-16000
4220,2007-06-01,NL,GB,-4000
4221,2007-06-01,GB,NL,4000
4222,2007-06-01,NL,US,2313
4223,2007-06-01,US,NL,-2313
4218,2007-06-01,US,GB,16000
4224,2007-06-04,US,GB,0
4225,2007-06-04,GB,US,0
4226,2007-06-04,NL,GB,14187
4227,2007-06-04,GB,NL,-14187
4228,2007-06-04,NL,US,5000
4229,2007-06-04,US,NL,-5000
4235,2007-06-05,US,NL,-14000
4234,2007-06-05,NL,US,14000
4230,2007-06-05,US,GB,-14000
4231,2007-06-05,GB,US,14000
4233,2007-06-05,GB,NL,-11000
4232,2007-06-05,NL,GB,11000
4236,2007-06-06,US,GB,6500
4237,2007-06-06,GB,US,-6500
4238,2007-06-06,NL,GB,8000
4239,2007-06-06,GB,NL,-8000
4241,2007-06-06,US,NL,-9000
4240,2007-06-06,NL,US,9000
4242,2007-06-07,US,GB,-4500
4244,2007-06-07,NL,GB,8000
4245,2007-06-07,GB,NL,-8000
4246,2007-06-07,NL,US,1000
4247,2007-06-07,US,NL,-1000
4243,2007-06-07,GB,US,4500
270,2007-06-08,US,GB,10000
275,2007-06-08,US,NL,-10000
274,2007-06-08,NL,US,10000
273,2007-06-08,GB,NL,-18000
272,2007-06-08,NL,GB,18000
271,2007-06-08,GB,US,-10000
4252,2007-06-11,NL,US,-7500
4251,2007-06-11,GB,NL,-10000
4250,2007-06-11,NL,GB,10000
4249,2007-06-11,GB,US,-8000
4248,2007-06-11,US,GB,8000
4253,2007-06-11,US,NL,7500
4258,2007-06-12,NL,US,2000
4257,2007-06-12,GB,NL,-6500
4255,2007-06-12,GB,US,250
4254,2007-06-12,US,GB,-250
4259,2007-06-12,US,NL,-2000
4256,2007-06-12,NL,GB,6500
4261,2007-06-13,GB,US,19000
4262,2007-06-13,NL,GB,23968
4263,2007-06-13,GB,NL,-23968
4264,2007-06-13,NL,US,4625
4265,2007-06-13,US,NL,-4625
4260,2007-06-13,US,GB,-19000
4268,2007-06-14,NL,GB,17000
4266,2007-06-14,US,GB,13000
4267,2007-06-14,GB,US,-13000
4269,2007-06-14,GB,NL,-17000
4270,2007-06-14,NL,US,3000
4271,2007-06-14,US,NL,-3000
4272,2007-06-15,US,GB,3000
4273,2007-06-15,GB,US,-3000
4274,2007-06-15,NL,GB,15000
4277,2007-06-15,US,NL,-13000
4275,2007-06-15,GB,NL,-15000
4276,2007-06-15,NL,US,13000
4278,2007-06-18,US,GB,-8313
4280,2007-06-18,NL,GB,-9000
4283,2007-06-18,US,NL,-15000
4279,2007-06-18,GB,US,8313
4281,2007-06-18,GB,NL,9000
4282,2007-06-18,NL,US,15000
4284,2007-06-19,US,GB,0
4285,2007-06-19,GB,US,0
4286,2007-06-19,NL,GB,4297
4287,2007-06-19,GB,NL,-4297
4288,2007-06-19,NL,US,3500
4289,2007-06-19,US,NL,-3500
4290,2007-06-20,US,GB,4125
4291,2007-06-20,GB,US,-4125
4292,2007-06-20,NL,GB,9689
4293,2007-06-20,GB,NL,-9689
4294,2007-06-20,NL,US,2500
4295,2007-06-20,US,NL,-2500
4296,2007-06-21,US,GB,-3750
4301,2007-06-21,US,NL,-5435
4297,2007-06-21,GB,US,3750
4300,2007-06-21,NL,US,5435
4298,2007-06-21,NL,GB,11375
4299,2007-06-21,GB,NL,-11375
281,2007-06-22,US,NL,24000
276,2007-06-22,US,GB,10000
279,2007-06-22,GB,NL,-14000
278,2007-06-22,NL,GB,14000
277,2007-06-22,GB,US,-10000
280,2007-06-22,NL,US,-24000
4302,2007-06-25,US,GB,-1250
4303,2007-06-25,GB,US,1250
4304,2007-06-25,NL,GB,4500
4305,2007-06-25,GB,NL,-4500
4306,2007-06-25,NL,US,2500
4307,2007-06-25,US,NL,-2500
4308,2007-06-26,US,GB,500
4309,2007-06-26,GB,US,-500
4311,2007-06-26,GB,NL,-16000
4310,2007-06-26,NL,GB,16000
4313,2007-06-26,US,NL,-3500
4312,2007-06-26,NL,US,3500
4314,2007-06-27,US,GB,1000
4315,2007-06-27,GB,US,-1000
4316,2007-06-27,NL,GB,9625
4317,2007-06-27,GB,NL,-9625
4318,2007-06-27,NL,US,5750
4319,2007-06-27,US,NL,-5750
4320,2007-06-28,US,GB,16500
4321,2007-06-28,GB,US,-16500
4322,2007-06-28,NL,GB,12687
4324,2007-06-28,NL,US,10500
4323,2007-06-28,GB,NL,-12687
4325,2007-06-28,US,NL,-10500
4326,2007-06-29,US,GB,-24831
4331,2007-06-29,US,NL,-13500
4330,2007-06-29,NL,US,13500
4328,2007-06-29,NL,GB,9000
4327,2007-06-29,GB,US,24831
4329,2007-06-29,GB,NL,-9000
4336,2007-07-02,NL,US,-10750
4332,2007-07-02,US,GB,8032
4333,2007-07-02,GB,US,-8032
4334,2007-07-02,NL,GB,-14000
4335,2007-07-02,GB,NL,14000
4337,2007-07-02,US,NL,10750
4340,2007-07-03,NL,GB,-500
4341,2007-07-03,GB,NL,500
4342,2007-07-03,NL,US,10375
4343,2007-07-03,US,NL,-10375
4339,2007-07-03,GB,US,-8000
4338,2007-07-03,US,GB,8000
4347,2007-07-05,GB,NL,2625
4349,2007-07-05,US,NL,-15125
4348,2007-07-05,NL,US,15125
4346,2007-07-05,NL,GB,-2625
4345,2007-07-05,GB,US,3000
