,date,market1,market2,lag
1750,2005-07-25,NL,US,-4000
1746,2005-07-25,US,GB,-8187
1747,2005-07-25,GB,US,8187
1751,2005-07-25,US,NL,4000
1748,2005-07-25,NL,GB,33341
1749,2005-07-25,GB,NL,-33341
1757,2005-07-26,US,NL,-20500
1756,2005-07-26,NL,US,20500
1755,2005-07-26,GB,NL,-17000
1754,2005-07-26,NL,GB,17000
1753,2005-07-26,GB,US,-27625
1752,2005-07-26,US,GB,27625
1763,2005-07-27,US,NL,35000
1762,2005-07-27,NL,US,-35000
1758,2005-07-27,US,GB,18000
1759,2005-07-27,GB,US,-18000
1760,2005-07-27,NL,GB,-20000
1761,2005-07-27,GB,NL,20000
1764,2005-07-28,US,GB,18000
1765,2005-07-28,GB,US,-18000
1766,2005-07-28,NL,GB,6000
1767,2005-07-28,GB,NL,-6000
1768,2005-07-28,NL,US,12000
1769,2005-07-28,US,NL,-12000
0,2005-07-29,US,GB,-20000
1,2005-07-29,GB,US,20000
2,2005-07-29,NL,GB,0
3,2005-07-29,GB,NL,0
4,2005-07-29,NL,US,16000
5,2005-07-29,US,NL,-16000
1773,2005-08-01,GB,NL,-7750
1774,2005-08-01,NL,US,31500
1772,2005-08-01,NL,GB,7750
1775,2005-08-01,US,NL,-31500
1771,2005-08-01,GB,US,6500
1770,2005-08-01,US,GB,-6500
1780,2005-08-02,NL,US,7500
1781,2005-08-02,US,NL,-7500
1778,2005-08-02,NL,GB,-10250
1776,2005-08-02,US,GB,5000
1777,2005-08-02,GB,US,-5000
1779,2005-08-02,GB,NL,10250
1785,2005-08-03,GB,NL,-9000
1787,2005-08-03,US,NL,10500
1786,2005-08-03,NL,US,-10500
1784,2005-08-03,NL,GB,9000
1783,2005-08-03,GB,US,7000
1782,2005-08-03,US,GB,-7000
1791,2005-08-04,GB,NL,-500
1792,2005-08-04,NL,US,0
1793,2005-08-04,US,NL,0
1788,2005-08-04,US,GB,3563
1789,2005-08-04,GB,US,-3563
1790,2005-08-04,NL,GB,500
1794,2005-08-05,US,GB,-5250
1796,2005-08-05,NL,GB,2500
1797,2005-08-05,GB,NL,-2500
1798,2005-08-05,NL,US,10625
1799,2005-08-05,US,NL,-10625
1795,2005-08-05,GB,US,5250
1800,2005-08-08,US,GB,12500
1801,2005-08-08,GB,US,-12500
1802,2005-08-08,NL,GB,-10500
1803,2005-08-08,GB,NL,10500
1805,2005-08-08,US,NL,16000
1804,2005-08-08,NL,US,-16000
1808,2005-08-09,NL,GB,-20000
1809,2005-08-09,GB,NL,20000
1810,2005-08-09,NL,US,19000
1811,2005-08-09,US,NL,-19000
1807,2005-08-09,GB,US,11000
1806,2005-08-09,US,GB,-11000
1812,2005-08-10,US,GB,1063
1813,2005-08-10,GB,US,-1063
1814,2005-08-10,NL,GB,-11000
1815,2005-08-10,GB,NL,11000
1816,2005-08-10,NL,US,10500
1817,2005-08-10,US,NL,-10500
1818,2005-08-11,US,GB,-5750
1820,2005-08-11,NL,GB,-4500
1821,2005-08-11,GB,NL,4500
1822,2005-08-11,NL,US,25375
1823,2005-08-11,US,NL,-25375
1819,2005-08-11,GB,US,5750
11,2005-08-12,US,NL,-34250
10,2005-08-12,NL,US,34250
9,2005-08-12,GB,NL,-40001
8,2005-08-12,NL,GB,40001
7,2005-08-12,GB,US,0
6,2005-08-12,US,GB,0
1828,2005-08-15,NL,US,29000
1824,2005-08-15,US,GB,16000
1825,2005-08-15,GB,US,-16000
1826,2005-08-15,NL,GB,750
1827,2005-08-15,GB,NL,-750
1829,2005-08-15,US,NL,-29000
1832,2005-08-16,NL,GB,-31625
1831,2005-08-16,GB,US,-9000
1833,2005-08-16,GB,NL,31625
1834,2005-08-16,NL,US,32500
1835,2005-08-16,US,NL,-32500
1830,2005-08-16,US,GB,9000
1840,2005-08-17,NL,US,6000
1841,2005-08-17,US,NL,-6000
1836,2005-08-17,US,GB,-50875
1837,2005-08-17,GB,US,50875
1838,2005-08-17,NL,GB,-12000
1839,2005-08-17,GB,NL,12000
1842,2005-08-18,US,GB,-23500
1844,2005-08-18,NL,GB,-5000
1847,2005-08-18,US,NL,-10500
1846,2005-08-18,NL,US,10500
1845,2005-08-18,GB,NL,5000
1843,2005-08-18,GB,US,23500
1849,2005-08-19,GB,US,1000
1850,2005-08-19,NL,GB,14000
1851,2005-08-19,GB,NL,-14000
1852,2005-08-19,NL,US,-11625
1853,2005-08-19,US,NL,11625
1848,2005-08-19,US,GB,-1000
1854,2005-08-22,US,GB,25750
1855,2005-08-22,GB,US,-25750
1856,2005-08-22,NL,GB,0
1859,2005-08-22,US,NL,-19375
1858,2005-08-22,NL,US,19375
1857,2005-08-22,GB,NL,0
1860,2005-08-23,US,GB,16000
1861,2005-08-23,GB,US,-16000
1862,2005-08-23,NL,GB,12500
1863,2005-08-23,GB,NL,-12500
1864,2005-08-23,NL,US,14500
1865,2005-08-23,US,NL,-14500
1867,2005-08-24,GB,US,-25000
1866,2005-08-24,US,GB,25000
1868,2005-08-24,NL,GB,11000
1870,2005-08-24,NL,US,17282
1869,2005-08-24,GB,NL,-11000
1871,2005-08-24,US,NL,-17282
1873,2005-08-25,GB,US,-22000
1874,2005-08-25,NL,GB,-39000
1875,2005-08-25,GB,NL,39000
1876,2005-08-25,NL,US,19000
1877,2005-08-25,US,NL,-19000
1872,2005-08-25,US,GB,22000
12,2005-08-26,US,GB,-6000
13,2005-08-26,GB,US,6000
14,2005-08-26,NL,GB,-12000
17,2005-08-26,US,NL,-20500
15,2005-08-26,GB,NL,12000
16,2005-08-26,NL,US,20500
1879,2005-08-30,GB,US,-7375
1878,2005-08-30,US,GB,7375
1883,2005-08-30,US,NL,9250
1880,2005-08-30,NL,GB,19750
1881,2005-08-30,GB,NL,-19750
1882,2005-08-30,NL,US,-9250
1884,2005-08-31,US,GB,22000
1885,2005-08-31,GB,US,-22000
1887,2005-08-31,GB,NL,-9000
1889,2005-08-31,US,NL,6000
1888,2005-08-31,NL,US,-6000
1886,2005-08-31,NL,GB,9000
1894,2005-09-01,NL,US,-20875
1892,2005-09-01,NL,GB,-17000
1891,2005-09-01,GB,US,20750
1890,2005-09-01,US,GB,-20750
1895,2005-09-01,US,NL,20875
1893,2005-09-01,GB,NL,17000
1896,2005-09-02,US,GB,-32375
1897,2005-09-02,GB,US,32375
1898,2005-09-02,NL,GB,1125
1899,2005-09-02,GB,NL,-1125
1900,2005-09-02,NL,US,15000
1901,2005-09-02,US,NL,-15000
1903,2005-09-06,GB,US,-4563
1905,2005-09-06,GB,NL,-5000
1906,2005-09-06,NL,US,-9000
1907,2005-09-06,US,NL,9000
1902,2005-09-06,US,GB,4563
1904,2005-09-06,NL,GB,5000
1908,2005-09-07,US,GB,13000
1909,2005-09-07,GB,US,-13000
1910,2005-09-07,NL,GB,33250
1911,2005-09-07,GB,NL,-33250
1912,2005-09-07,NL,US,500
1913,2005-09-07,US,NL,-500
1916,2005-09-08,NL,GB,3500
1919,2005-09-08,US,NL,-14500
1918,2005-09-08,NL,US,14500
1917,2005-09-08,GB,NL,-3500
1915,2005-09-08,GB,US,8000
1914,2005-09-08,US,GB,-8000
18,2005-09-09,US,GB,-32000
19,2005-09-09,GB,US,32000
20,2005-09-09,NL,GB,-68000
21,2005-09-09,GB,NL,68000
22,2005-09-09,NL,US,-44500
23,2005-09-09,US,NL,44500
1920,2005-09-12,US,GB,0
1923,2005-09-12,GB,NL,-2250
1924,2005-09-12,NL,US,11000
1925,2005-09-12,US,NL,-11000
1921,2005-09-12,GB,US,0
1922,2005-09-12,NL,GB,2250
1928,2005-09-13,NL,GB,-15500
1929,2005-09-13,GB,NL,15500
1930,2005-09-13,NL,US,14000
1931,2005-09-13,US,NL,-14000
1927,2005-09-13,GB,US,-12000
1926,2005-09-13,US,GB,12000
1932,2005-09-14,US,GB,-7500
1933,2005-09-14,GB,US,7500
1934,2005-09-14,NL,GB,32875
1935,2005-09-14,GB,NL,-32875
1937,2005-09-14,US,NL,-19000
1936,2005-09-14,NL,US,19000
1938,2005-09-15,US,GB,-9000
1939,2005-09-15,GB,US,9000
1943,2005-09-15,US,NL,19500
1942,2005-09-15,NL,US,-19500
1941,2005-09-15,GB,NL,-3500
1940,2005-09-15,NL,GB,3500
1949,2005-09-16,US,NL,-20750
1948,2005-09-16,NL,US,20750
1947,2005-09-16,GB,NL,-44500
1945,2005-09-16,GB,US,-3750
1944,2005-09-16,US,GB,3750
1946,2005-09-16,NL,GB,44500
1955,2005-09-19,US,NL,-30000
1952,2005-09-19,NL,GB,-11000
1951,2005-09-19,GB,US,-13000
1950,2005-09-19,US,GB,13000
1953,2005-09-19,GB,NL,11000
1954,2005-09-19,NL,US,30000
1960,2005-09-20,NL,US,26781
1959,2005-09-20,GB,NL,-2000
1958,2005-09-20,NL,GB,2000
1957,2005-09-20,GB,US,-10000
1961,2005-09-20,US,NL,-26781
1956,2005-09-20,US,GB,10000
1962,2005-09-21,US,GB,18000
1963,2005-09-21,GB,US,-18000
1964,2005-09-21,NL,GB,2000
1965,2005-09-21,GB,NL,-2000
1966,2005-09-21,NL,US,22000
1967,2005-09-21,US,NL,-22000
1970,2005-09-22,NL,GB,18000
1973,2005-09-22,US,NL,-21000
1972,2005-09-22,NL,US,21000
1971,2005-09-22,GB,NL,-18000
1968,2005-09-22,US,GB,-3500
1969,2005-09-22,GB,US,3500
24,2005-09-23,US,GB,-2000
25,2005-09-23,GB,US,2000
26,2005-09-23,NL,GB,-32000
27,2005-09-23,GB,NL,32000
28,2005-09-23,NL,US,24250
29,2005-09-23,US,NL,-24250
1974,2005-09-26,US,GB,7000
1977,2005-09-26,GB,NL,-16000
1979,2005-09-26,US,NL,16000
1975,2005-09-26,GB,US,-7000
1978,2005-09-26,NL,US,-16000
1976,2005-09-26,NL,GB,16000
1980,2005-09-27,US,GB,-6500
1981,2005-09-27,GB,US,6500
1982,2005-09-27,NL,GB,31250
1984,2005-09-27,NL,US,500
1983,2005-09-27,GB,NL,-31250
1985,2005-09-27,US,NL,-500
1986,2005-09-28,US,GB,2000
1987,2005-09-28,GB,US,-2000
1989,2005-09-28,GB,NL,-17000
1990,2005-09-28,NL,US,44500
1991,2005-09-28,US,NL,-44500
1988,2005-09-28,NL,GB,17000
1995,2005-09-29,GB,NL,-18000
1992,2005-09-29,US,GB,11500
1993,2005-09-29,GB,US,-11500
1994,2005-09-29,NL,GB,18000
1997,2005-09-29,US,NL,-12750
1996,2005-09-29,NL,US,12750
2003,2005-09-30,US,NL,-26000
2002,2005-09-30,NL,US,26000
2001,2005-09-30,GB,NL,-10000
2000,2005-09-30,NL,GB,10000
1998,2005-09-30,US,GB,-500
1999,2005-09-30,GB,US,500
2007,2005-10-03,GB,NL,12000
2006,2005-10-03,NL,GB,-12000
2008,2005-10-03,NL,US,86500
2009,2005-10-03,US,NL,-86500
2004,2005-10-03,US,GB,-28250
2005,2005-10-03,GB,US,28250
2010,2005-10-04,US,GB,-15000
2011,2005-10-04,GB,US,15000
2015,2005-10-04,US,NL,-47750
2014,2005-10-04,NL,US,47750
2012,2005-10-04,NL,GB,17000
2013,2005-10-04,GB,NL,-17000
2019,2005-10-05,GB,NL,-22375
2018,2005-10-05,NL,GB,22375
2017,2005-10-05,GB,US,-34000
2016,2005-10-05,US,GB,34000
2021,2005-10-05,US,NL,-32000
2020,2005-10-05,NL,US,32000
2022,2005-10-06,US,GB,11500
2027,2005-10-06,US,NL,-34750
2026,2005-10-06,NL,US,34750
2025,2005-10-06,GB,NL,10000
2024,2005-10-06,NL,GB,-10000
2023,2005-10-06,GB,US,-11500
34,2005-10-07,NL,US,22000
30,2005-10-07,US,GB,16000
31,2005-10-07,GB,US,-16000
32,2005-10-07,NL,GB,12000
33,2005-10-07,GB,NL,-12000
35,2005-10-07,US,NL,-22000
2032,2005-10-10,NL,US,3500
2033,2005-10-10,US,NL,-3500
2031,2005-10-10,GB,NL,-19375
2030,2005-10-10,NL,GB,19375
2028,2005-10-10,US,GB,-10000
2029,2005-10-10,GB,US,10000
2034,2005-10-11,US,GB,19000
2035,2005-10-11,GB,US,-19000
2036,2005-10-11,NL,GB,19875
2037,2005-10-11,GB,NL,-19875
2038,2005-10-11,NL,US,6250
2039,2005-10-11,US,NL,-6250
2045,2005-10-12,US,NL,-15000
2044,2005-10-12,NL,US,15000
2040,2005-10-12,US,GB,33500
2042,2005-10-12,NL,GB,-1000
2041,2005-10-12,GB,US,-33500
2043,2005-10-12,GB,NL,1000
2046,2005-10-13,US,GB,7000
2047,2005-10-13,GB,US,-7000
2051,2005-10-13,US,NL,-23500
2049,2005-10-13,GB,NL,-14000
2050,2005-10-13,NL,US,23500
2048,2005-10-13,NL,GB,14000
2052,2005-10-14,US,GB,8625
2053,2005-10-14,GB,US,-8625
2054,2005-10-14,NL,GB,3000
2055,2005-10-14,GB,NL,-3000
2056,2005-10-14,NL,US,39250
2057,2005-10-14,US,NL,-39250
2058,2005-10-17,US,GB,23500
2059,2005-10-17,GB,US,-23500
2060,2005-10-17,NL,GB,16000
2061,2005-10-17,GB,NL,-16000
2062,2005-10-17,NL,US,30000
2063,2005-10-17,US,NL,-30000
2064,2005-10-18,US,GB,-22250
2065,2005-10-18,GB,US,22250
2066,2005-10-18,NL,GB,7000
2067,2005-10-18,GB,NL,-7000
2068,2005-10-18,NL,US,31263
2069,2005-10-18,US,NL,-31263
2074,2005-10-19,NL,US,7750
2073,2005-10-19,GB,NL,-54625
2075,2005-10-19,US,NL,-7750
2071,2005-10-19,GB,US,-5625
2070,2005-10-19,US,GB,5625
2072,2005-10-19,NL,GB,54625
2076,2005-10-20,US,GB,-4000
2077,2005-10-20,GB,US,4000
2078,2005-10-20,NL,GB,13000
2079,2005-10-20,GB,NL,-13000
2080,2005-10-20,NL,US,29375
2081,2005-10-20,US,NL,-29375
41,2005-10-21,US,NL,-12000
38,2005-10-21,NL,GB,14000
39,2005-10-21,GB,NL,-14000
40,2005-10-21,NL,US,12000
37,2005-10-21,GB,US,-4000
36,2005-10-21,US,GB,4000
2087,2005-10-24,US,NL,-21000
2086,2005-10-24,NL,US,21000
2084,2005-10-24,NL,GB,4875
2083,2005-10-24,GB,US,24655
2082,2005-10-24,US,GB,-24655
2085,2005-10-24,GB,NL,-4875
2088,2005-10-25,US,GB,-2500
2089,2005-10-25,GB,US,2500
2090,2005-10-25,NL,GB,8875
2091,2005-10-25,GB,NL,-8875
2093,2005-10-25,US,NL,-14937
2092,2005-10-25,NL,US,14937
2095,2005-10-26,GB,US,7500
2094,2005-10-26,US,GB,-7500
2099,2005-10-26,US,NL,-14500
2098,2005-10-26,NL,US,14500
2097,2005-10-26,GB,NL,4500
2096,2005-10-26,NL,GB,-4500
2101,2005-10-27,GB,US,-2500
2104,2005-10-27,NL,US,8000
2105,2005-10-27,US,NL,-8000
2100,2005-10-27,US,GB,2500
2102,2005-10-27,NL,GB,31500
2103,2005-10-27,GB,NL,-31500
2109,2005-10-28,GB,NL,-15500
2106,2005-10-28,US,GB,-16000
2107,2005-10-28,GB,US,16000
2111,2005-10-28,US,NL,-27500
2108,2005-10-28,NL,GB,15500
2110,2005-10-28,NL,US,27500
2113,2005-10-31,GB,US,25000
2114,2005-10-31,NL,GB,2500
2115,2005-10-31,GB,NL,-2500
2116,2005-10-31,NL,US,14000
2117,2005-10-31,US,NL,-14000
2112,2005-10-31,US,GB,-25000
2120,2005-11-01,NL,GB,14500
2118,2005-11-01,US,GB,-13000
2119,2005-11-01,GB,US,13000
2121,2005-11-01,GB,NL,-14500
2123,2005-11-01,US,NL,-35500
2122,2005-11-01,NL,US,35500
2125,2005-11-02,GB,US,-28500
2126,2005-11-02,NL,GB,8500
2127,2005-11-02,GB,NL,-8500
2128,2005-11-02,NL,US,22538
2129,2005-11-02,US,NL,-22538
2124,2005-11-02,US,GB,28500
2133,2005-11-03,GB,NL,-11000
2130,2005-11-03,US,GB,-25250
2135,2005-11-03,US,NL,-11000
2131,2005-11-03,GB,US,25250
2132,2005-11-03,NL,GB,11000
2134,2005-11-03,NL,US,11000
44,2005-11-04,NL,GB,-63500
47,2005-11-04,US,NL,23750
46,2005-11-04,NL,US,-23750
45,2005-11-04,GB,NL,63500
43,2005-11-04,GB,US,-26500
42,2005-11-04,US,GB,26500
2137,2005-11-07,GB,US,17375
2141,2005-11-07,US,NL,-44500
2140,2005-11-07,NL,US,44500
2138,2005-11-07,NL,GB,-5000
2136,2005-11-07,US,GB,-17375
2139,2005-11-07,GB,NL,5000
2142,2005-11-08,US,GB,-6406
2147,2005-11-08,US,NL,-18000
2146,2005-11-08,NL,US,18000
2145,2005-11-08,GB,NL,-16000
2144,2005-11-08,NL,GB,16000
2143,2005-11-08,GB,US,6406
2153,2005-11-09,US,NL,-38750
2151,2005-11-09,GB,NL,6780
2150,2005-11-09,NL,GB,-6780
2149,2005-11-09,GB,US,-22000
2148,2005-11-09,US,GB,22000
2152,2005-11-09,NL,US,38750
2154,2005-11-10,US,GB,-4500
2155,2005-11-10,GB,US,4500
2156,2005-11-10,NL,GB,14000
2157,2005-11-10,GB,NL,-14000
2158,2005-11-10,NL,US,34000
2159,2005-11-10,US,NL,-34000
2160,2005-11-11,US,GB,-1000
2161,2005-11-11,GB,US,1000
2162,2005-11-11,NL,GB,22000
2163,2005-11-11,GB,NL,-22000
2164,2005-11-11,NL,US,18000
2165,2005-11-11,US,NL,-18000
2168,2005-11-14,NL,GB,3250
2169,2005-11-14,GB,NL,-3250
2170,2005-11-14,NL,US,25750
2171,2005-11-14,US,NL,-25750
2166,2005-11-14,US,GB,-28500
2167,2005-11-14,GB,US,28500
2175,2005-11-15,GB,NL,-14500
2177,2005-11-15,US,NL,-27250
2176,2005-11-15,NL,US,27250
2174,2005-11-15,NL,GB,14500
2173,2005-11-15,GB,US,26562
2172,2005-11-15,US,GB,-26562
2182,2005-11-16,NL,US,14000
2180,2005-11-16,NL,GB,2000
2179,2005-11-16,GB,US,-35250
2178,2005-11-16,US,GB,35250
2183,2005-11-16,US,NL,-14000
2181,2005-11-16,GB,NL,-2000
2187,2005-11-17,GB,NL,-36000
2189,2005-11-17,US,NL,-36000
2184,2005-11-17,US,GB,11000
2185,2005-11-17,GB,US,-11000
2186,2005-11-17,NL,GB,36000
2188,2005-11-17,NL,US,36000
51,2005-11-18,GB,NL,6000
50,2005-11-18,NL,GB,-6000
49,2005-11-18,GB,US,75750
48,2005-11-18,US,GB,-75750
52,2005-11-18,NL,US,38250
53,2005-11-18,US,NL,-38250
2191,2005-11-21,GB,US,17185
2192,2005-11-21,NL,GB,-4375
2193,2005-11-21,GB,NL,4375
2194,2005-11-21,NL,US,-9000
2195,2005-11-21,US,NL,9000
2190,2005-11-21,US,GB,-17185
2196,2005-11-22,US,GB,-23250
2201,2005-11-22,US,NL,-4000
2200,2005-11-22,NL,US,4000
2199,2005-11-22,GB,NL,-11000
2198,2005-11-22,NL,GB,11000
2197,2005-11-22,GB,US,23250
2207,2005-11-23,US,NL,-9500
2203,2005-11-23,GB,US,1500
2205,2005-11-23,GB,NL,-2500
2202,2005-11-23,US,GB,-1500
2204,2005-11-23,NL,GB,2500
2206,2005-11-23,NL,US,9500
2208,2005-11-25,US,GB,-13500
2209,2005-11-25,GB,US,13500
2210,2005-11-25,NL,GB,6000
2211,2005-11-25,GB,NL,-6000
2212,2005-11-25,NL,US,3000
2213,2005-11-25,US,NL,-3000
2214,2005-11-28,US,GB,7000
2215,2005-11-28,GB,US,-7000
2216,2005-11-28,NL,GB,0
2217,2005-11-28,GB,NL,0
2218,2005-11-28,NL,US,-10500
2219,2005-11-28,US,NL,10500
2223,2005-11-29,GB,NL,-5000
2222,2005-11-29,NL,GB,5000
2221,2005-11-29,GB,US,14500
2224,2005-11-29,NL,US,-9500
2220,2005-11-29,US,GB,-14500
2225,2005-11-29,US,NL,9500
2231,2005-11-30,US,NL,-30375
2230,2005-11-30,NL,US,30375
2229,2005-11-30,GB,NL,-14000
2228,2005-11-30,NL,GB,14000
2227,2005-11-30,GB,US,1500
2226,2005-11-30,US,GB,-1500
2237,2005-12-01,US,NL,7000
2236,2005-12-01,NL,US,-7000
2235,2005-12-01,GB,NL,13500
2234,2005-12-01,NL,GB,-13500
2233,2005-12-01,GB,US,-16000
2232,2005-12-01,US,GB,16000
55,2005-12-02,GB,US,-16000
56,2005-12-02,NL,GB,2000
57,2005-12-02,GB,NL,-2000
54,2005-12-02,US,GB,16000
58,2005-12-02,NL,US,12000
59,2005-12-02,US,NL,-12000
2238,2005-12-05,US,GB,-5000
2239,2005-12-05,GB,US,5000
2240,2005-12-05,NL,GB,47094
2241,2005-12-05,GB,NL,-47094
2242,2005-12-05,NL,US,21375
2243,2005-12-05,US,NL,-21375
2246,2005-12-06,NL,GB,24250
2249,2005-12-06,US,NL,-18500
2248,2005-12-06,NL,US,18500
2247,2005-12-06,GB,NL,-24250
2245,2005-12-06,GB,US,-9000
2244,2005-12-06,US,GB,9000
2253,2005-12-07,GB,NL,-16000
2250,2005-12-07,US,GB,0
2251,2005-12-07,GB,US,0
2252,2005-12-07,NL,GB,16000
2255,2005-12-07,US,NL,-19000
2254,2005-12-07,NL,US,19000
2260,2005-12-08,NL,US,23731
2256,2005-12-08,US,GB,25875
2257,2005-12-08,GB,US,-25875
2258,2005-12-08,NL,GB,-16000
2259,2005-12-08,GB,NL,16000
2261,2005-12-08,US,NL,-23731
2263,2005-12-09,GB,US,10000
2264,2005-12-09,NL,GB,6000
2265,2005-12-09,GB,NL,-6000
2266,2005-12-09,NL,US,19000
2267,2005-12-09,US,NL,-19000
2262,2005-12-09,US,GB,-10000
2272,2005-12-12,NL,US,19750
2270,2005-12-12,NL,GB,12000
2269,2005-12-12,GB,US,23250
2268,2005-12-12,US,GB,-23250
2273,2005-12-12,US,NL,-19750
2271,2005-12-12,GB,NL,-12000
2274,2005-12-13,US,GB,-24500
2275,2005-12-13,GB,US,24500
2276,2005-12-13,NL,GB,37938
2277,2005-12-13,GB,NL,-37938
2278,2005-12-13,NL,US,18000
2279,2005-12-13,US,NL,-18000
2285,2005-12-14,US,NL,-16000
2280,2005-12-14,US,GB,12000
2281,2005-12-14,GB,US,-12000
2282,2005-12-14,NL,GB,12000
2283,2005-12-14,GB,NL,-12000
2284,2005-12-14,NL,US,16000
2289,2005-12-15,GB,NL,-7750
2286,2005-12-15,US,GB,11437
2287,2005-12-15,GB,US,-11437
2288,2005-12-15,NL,GB,7750
2290,2005-12-15,NL,US,36250
2291,2005-12-15,US,NL,-36250
63,2005-12-16,GB,NL,0
64,2005-12-16,NL,US,12000
60,2005-12-16,US,GB,-18000
65,2005-12-16,US,NL,-12000
62,2005-12-16,NL,GB,0
61,2005-12-16,GB,US,18000
2297,2005-12-19,US,NL,-9000
2294,2005-12-19,NL,GB,47500
2295,2005-12-19,GB,NL,-47500
2293,2005-12-19,GB,US,-9238
2292,2005-12-19,US,GB,9238
2296,2005-12-19,NL,US,9000
2303,2005-12-20,US,NL,-25875
2302,2005-12-20,NL,US,25875
2300,2005-12-20,NL,GB,35250
2299,2005-12-20,GB,US,21500
2298,2005-12-20,US,GB,-21500
2301,2005-12-20,GB,NL,-35250
2305,2005-12-21,GB,US,-15250
2309,2005-12-21,US,NL,-7000
2308,2005-12-21,NL,US,7000
2307,2005-12-21,GB,NL,-16000
2306,2005-12-21,NL,GB,16000
2304,2005-12-21,US,GB,15250
2315,2005-12-22,US,NL,-30250
2314,2005-12-22,NL,US,30250
2313,2005-12-22,GB,NL,-33250
2312,2005-12-22,NL,GB,33250
2311,2005-12-22,GB,US,34250
2310,2005-12-22,US,GB,-34250
2318,2005-12-23,NL,GB,-1500
2317,2005-12-23,GB,US,17472400
2316,2005-12-23,US,GB,-17472400
2321,2005-12-23,US,NL,15000
2319,2005-12-23,GB,NL,1500
2320,2005-12-23,NL,US,-15000
2323,2005-12-28,GB,US,-19000
2325,2005-12-28,GB,NL,-37000
2326,2005-12-28,NL,US,10000
2327,2005-12-28,US,NL,-10000
2322,2005-12-28,US,GB,19000
2324,2005-12-28,NL,GB,37000
2328,2005-12-29,US,GB,11500
2329,2005-12-29,GB,US,-11500
2330,2005-12-29,NL,GB,1000
2331,2005-12-29,GB,NL,-1000
2332,2005-12-29,NL,US,22000
2333,2005-12-29,US,NL,-22000
2339,2005-12-30,US,NL,-10000
2334,2005-12-30,US,GB,-17472400
2335,2005-12-30,GB,US,17472400
2338,2005-12-30,NL,US,10000
2337,2005-12-30,GB,NL,-23750
2336,2005-12-30,NL,GB,23750
2343,2006-01-03,GB,NL,-14000
2342,2006-01-03,NL,GB,14000
2340,2006-01-03,US,GB,22000
2341,2006-01-03,GB,US,-22000
2344,2006-01-03,NL,US,13500
2345,2006-01-03,US,NL,-13500
2346,2006-01-04,US,GB,16000
2347,2006-01-04,GB,US,-16000
2348,2006-01-04,NL,GB,25000
2349,2006-01-04,GB,NL,-25000
2350,2006-01-04,NL,US,4000
2351,2006-01-04,US,NL,-4000
2356,2006-01-05,NL,US,9750
2357,2006-01-05,US,NL,-9750
2355,2006-01-05,GB,NL,1000
2352,2006-01-05,US,GB,19000
2353,2006-01-05,GB,US,-19000
2354,2006-01-05,NL,GB,-1000
2358,2006-01-06,US,GB,-15000
2359,2006-01-06,GB,US,15000
2360,2006-01-06,NL,GB,8500
2361,2006-01-06,GB,NL,-8500
2362,2006-01-06,NL,US,10000
2363,2006-01-06,US,NL,-10000
2364,2006-01-09,US,GB,2250
2365,2006-01-09,GB,US,-2250
2366,2006-01-09,NL,GB,-17000
2368,2006-01-09,NL,US,29500
2369,2006-01-09,US,NL,-29500
2367,2006-01-09,GB,NL,17000
2370,2006-01-10,US,GB,-20000
2371,2006-01-10,GB,US,20000
2372,2006-01-10,NL,GB,28500
2373,2006-01-10,GB,NL,-28500
2374,2006-01-10,NL,US,30250
2375,2006-01-10,US,NL,-30250
2381,2006-01-11,US,NL,-7500
2380,2006-01-11,NL,US,7500
2376,2006-01-11,US,GB,38250
2378,2006-01-11,NL,GB,51875
2377,2006-01-11,GB,US,-38250
2379,2006-01-11,GB,NL,-51875
2387,2006-01-12,US,NL,-20500
2386,2006-01-12,NL,US,20500
2384,2006-01-12,NL,GB,61565
2383,2006-01-12,GB,US,82500
2385,2006-01-12,GB,NL,-61565
2382,2006-01-12,US,GB,-82500
2393,2006-01-13,US,NL,-15000
2392,2006-01-13,NL,US,15000
2390,2006-01-13,NL,GB,58750
2389,2006-01-13,GB,US,18000
2391,2006-01-13,GB,NL,-58750
2388,2006-01-13,US,GB,-18000
2398,2006-01-17,NL,US,-15500
2399,2006-01-17,US,NL,15500
2396,2006-01-17,NL,GB,12000
2395,2006-01-17,GB,US,-7500
2394,2006-01-17,US,GB,7500
2397,2006-01-17,GB,NL,-12000
2400,2006-01-18,US,GB,7500
2401,2006-01-18,GB,US,-7500
2403,2006-01-18,GB,NL,5750
2404,2006-01-18,NL,US,28750
2405,2006-01-18,US,NL,-28750
2402,2006-01-18,NL,GB,-5750
2406,2006-01-19,US,GB,-3500
2408,2006-01-19,NL,GB,6000
2409,2006-01-19,GB,NL,-6000
2410,2006-01-19,NL,US,16000
2411,2006-01-19,US,NL,-16000
2407,2006-01-19,GB,US,3500
2412,2006-01-20,US,GB,-4250
2413,2006-01-20,GB,US,4250
2414,2006-01-20,NL,GB,6687
2415,2006-01-20,GB,NL,-6687
2416,2006-01-20,NL,US,-20000
2417,2006-01-20,US,NL,20000
2421,2006-01-23,GB,NL,-6000
2418,2006-01-23,US,GB,-2000
2419,2006-01-23,GB,US,2000
2420,2006-01-23,NL,GB,6000
2422,2006-01-23,NL,US,12000
2423,2006-01-23,US,NL,-12000
2428,2006-01-24,NL,US,16313
2427,2006-01-24,GB,NL,-53313
2426,2006-01-24,NL,GB,53313
