,date,market1,market2,lag
611,2013-01-04,US,NL,16500
607,2013-01-04,GB,US,-36875
606,2013-01-04,US,GB,36875
608,2013-01-04,NL,GB,16000
616,2013-01-07,NL,US,-9000
615,2013-01-07,GB,NL,-10750
617,2013-01-07,US,NL,9000
613,2013-01-07,GB,US,0
612,2013-01-07,US,GB,0
614,2013-01-07,NL,GB,10750
618,2013-01-08,US,GB,0
619,2013-01-08,GB,US,0
620,2013-01-08,NL,GB,-329435
621,2013-01-08,GB,NL,329435
622,2013-01-08,NL,US,10500
623,2013-01-08,US,NL,-10500
629,2013-01-09,US,NL,-7000
627,2013-01-09,GB,NL,-1000
628,2013-01-09,NL,US,7000
625,2013-01-09,GB,US,2000
624,2013-01-09,US,GB,-2000
626,2013-01-09,NL,GB,1000
630,2013-01-10,US,GB,0
631,2013-01-10,GB,US,0
632,2013-01-10,NL,GB,13000
633,2013-01-10,GB,NL,-13000
634,2013-01-10,NL,US,-13000
635,2013-01-10,US,NL,13000
641,2013-01-11,US,NL,40250
640,2013-01-11,NL,US,-40250
639,2013-01-11,GB,NL,0
637,2013-01-11,GB,US,-14000
636,2013-01-11,US,GB,14000
638,2013-01-11,NL,GB,0
642,2013-01-14,US,GB,13000
643,2013-01-14,GB,US,-13000
644,2013-01-14,NL,GB,7625
645,2013-01-14,GB,NL,-7625
646,2013-01-14,NL,US,500
647,2013-01-14,US,NL,-500
652,2013-01-15,NL,US,-29500
651,2013-01-15,GB,NL,-7000
653,2013-01-15,US,NL,29500
649,2013-01-15,GB,US,-28375
648,2013-01-15,US,GB,28375
650,2013-01-15,NL,GB,7000
659,2013-01-16,US,NL,-500
658,2013-01-16,NL,US,500
657,2013-01-16,GB,NL,-13000
655,2013-01-16,GB,US,29500
654,2013-01-16,US,GB,-29500
656,2013-01-16,NL,GB,13000
665,2013-01-18,US,NL,-35750
660,2013-01-18,US,GB,13000
661,2013-01-18,GB,US,-13000
662,2013-01-18,NL,GB,10250
663,2013-01-18,GB,NL,-10250
664,2013-01-18,NL,US,35750
671,2013-01-22,US,NL,-10750
670,2013-01-22,NL,US,10750
669,2013-01-22,GB,NL,-3500
667,2013-01-22,GB,US,-10000
666,2013-01-22,US,GB,10000
668,2013-01-22,NL,GB,3500
672,2013-01-23,US,GB,20500
673,2013-01-23,GB,US,-20500
674,2013-01-23,NL,GB,-44000
675,2013-01-23,GB,NL,44000
676,2013-01-23,NL,US,-8500
677,2013-01-23,US,NL,8500
681,2013-01-24,GB,NL,-500
682,2013-01-24,NL,US,-57000
683,2013-01-24,US,NL,57000
680,2013-01-24,NL,GB,500
678,2013-01-24,US,GB,-33500
679,2013-01-24,GB,US,33500
684,2013-01-25,US,GB,12750
685,2013-01-25,GB,US,-12750
686,2013-01-25,NL,GB,2000
687,2013-01-25,GB,NL,-2000
688,2013-01-25,NL,US,-15750
689,2013-01-25,US,NL,15750
695,2013-01-28,US,NL,-6500
694,2013-01-28,NL,US,6500
693,2013-01-28,GB,NL,0
690,2013-01-28,US,GB,-60250
691,2013-01-28,GB,US,60250
692,2013-01-28,NL,GB,0
700,2013-01-29,NL,US,6500
701,2013-01-29,US,NL,-6500
699,2013-01-29,GB,NL,-11500
696,2013-01-29,US,GB,-500
697,2013-01-29,GB,US,500
698,2013-01-29,NL,GB,11500
702,2013-01-30,US,GB,0
703,2013-01-30,GB,US,0
704,2013-01-30,NL,GB,-6000
705,2013-01-30,GB,NL,6000
706,2013-01-30,NL,US,18000
707,2013-01-30,US,NL,-18000
712,2013-01-31,NL,US,-4000
713,2013-01-31,US,NL,4000
711,2013-01-31,GB,NL,-18000
708,2013-01-31,US,GB,0
709,2013-01-31,GB,US,0
710,2013-01-31,NL,GB,18000
714,2013-02-01,US,GB,12000
715,2013-02-01,GB,US,-12000
716,2013-02-01,NL,GB,0
717,2013-02-01,GB,NL,0
718,2013-02-01,NL,US,-5156
719,2013-02-01,US,NL,5156
725,2013-02-04,US,NL,5000
724,2013-02-04,NL,US,-5000
723,2013-02-04,GB,NL,306094
721,2013-02-04,GB,US,-2500
720,2013-02-04,US,GB,2500
722,2013-02-04,NL,GB,-306094
726,2013-02-05,US,GB,17500
727,2013-02-05,GB,US,-17500
728,2013-02-05,NL,GB,16750
729,2013-02-05,GB,NL,-16750
730,2013-02-05,NL,US,-59500
731,2013-02-05,US,NL,59500
733,2013-02-06,GB,US,0
732,2013-02-06,US,GB,0
735,2013-02-06,GB,NL,250
734,2013-02-06,NL,GB,-250
737,2013-02-06,US,NL,3000
736,2013-02-06,NL,US,-3000
739,2013-02-07,GB,US,0
743,2013-02-07,US,NL,-14500
742,2013-02-07,NL,US,14500
738,2013-02-07,US,GB,0
740,2013-02-07,NL,GB,16000
741,2013-02-07,GB,NL,-16000
745,2013-02-11,GB,US,-1000
746,2013-02-11,NL,GB,500
747,2013-02-11,GB,NL,-500
748,2013-02-11,NL,US,-41000
749,2013-02-11,US,NL,41000
744,2013-02-11,US,GB,1000
755,2013-02-12,US,NL,12500
754,2013-02-12,NL,US,-12500
751,2013-02-12,GB,US,18063
750,2013-02-12,US,GB,-18063
752,2013-02-12,NL,GB,1000
753,2013-02-12,GB,NL,-1000
756,2013-02-13,US,GB,-3500
757,2013-02-13,GB,US,3500
758,2013-02-13,NL,GB,13500
759,2013-02-13,GB,NL,-13500
760,2013-02-13,NL,US,39716
761,2013-02-13,US,NL,-39716
766,2013-02-14,NL,US,14000
767,2013-02-14,US,NL,-14000
765,2013-02-14,GB,NL,-24000
763,2013-02-14,GB,US,-1125
762,2013-02-14,US,GB,1125
764,2013-02-14,NL,GB,24000
768,2013-02-15,US,GB,17000
769,2013-02-15,GB,US,-17000
770,2013-02-15,NL,GB,-1000
771,2013-02-15,GB,NL,1000
772,2013-02-15,NL,US,-18000
773,2013-02-15,US,NL,18000
779,2013-02-19,US,NL,-17000
778,2013-02-19,NL,US,17000
776,2013-02-19,NL,GB,0
775,2013-02-19,GB,US,-7125
774,2013-02-19,US,GB,7125
777,2013-02-19,GB,NL,0
780,2013-02-20,US,GB,-11000
781,2013-02-20,GB,US,11000
782,2013-02-20,NL,GB,1000
783,2013-02-20,GB,NL,-1000
784,2013-02-20,NL,US,14000
785,2013-02-20,US,NL,-14000
791,2013-02-21,US,NL,-7000
790,2013-02-21,NL,US,7000
789,2013-02-21,GB,NL,1000
787,2013-02-21,GB,US,-6000
786,2013-02-21,US,GB,6000
788,2013-02-21,NL,GB,-1000
792,2013-02-22,US,GB,0
793,2013-02-22,GB,US,0
794,2013-02-22,NL,GB,0
795,2013-02-22,GB,NL,0
796,2013-02-22,NL,US,-23000
797,2013-02-22,US,NL,23000
803,2013-02-26,US,NL,-28500
802,2013-02-26,NL,US,28500
800,2013-02-26,NL,GB,25000
799,2013-02-26,GB,US,74500
798,2013-02-26,US,GB,-74500
801,2013-02-26,GB,NL,-25000
804,2013-02-27,US,GB,3500
805,2013-02-27,GB,US,-3500
806,2013-02-27,NL,GB,15063
807,2013-02-27,GB,NL,-15063
808,2013-02-27,NL,US,2000
809,2013-02-27,US,NL,-2000
814,2013-02-28,NL,US,6500
813,2013-02-28,GB,NL,0
815,2013-02-28,US,NL,-6500
811,2013-02-28,GB,US,0
810,2013-02-28,US,GB,0
812,2013-02-28,NL,GB,0
816,2013-03-01,US,GB,-5000
817,2013-03-01,GB,US,5000
818,2013-03-01,NL,GB,0
819,2013-03-01,GB,NL,0
820,2013-03-01,NL,US,3500
821,2013-03-01,US,NL,-3500
827,2013-03-04,US,NL,-13000
826,2013-03-04,NL,US,13000
822,2013-03-04,US,GB,0
824,2013-03-04,NL,GB,0
823,2013-03-04,GB,US,0
825,2013-03-04,GB,NL,0
833,2013-03-05,US,NL,-14000
832,2013-03-05,NL,US,14000
828,2013-03-05,US,GB,-125
830,2013-03-05,NL,GB,15000
829,2013-03-05,GB,US,125
831,2013-03-05,GB,NL,-15000
834,2013-03-06,US,GB,-36250
835,2013-03-06,GB,US,36250
836,2013-03-06,NL,GB,6000
837,2013-03-06,GB,NL,-6000
838,2013-03-06,NL,US,-38750
839,2013-03-06,US,NL,38750
845,2013-03-07,US,NL,-23875
844,2013-03-07,NL,US,23875
842,2013-03-07,NL,GB,0
841,2013-03-07,GB,US,-500
843,2013-03-07,GB,NL,0
840,2013-03-07,US,GB,500
846,2013-03-08,US,GB,13500
847,2013-03-08,GB,US,-13500
848,2013-03-08,NL,GB,500
849,2013-03-08,GB,NL,-500
850,2013-03-08,NL,US,4500
851,2013-03-08,US,NL,-4500
852,2013-03-11,US,GB,-31000
853,2013-03-11,GB,US,31000
854,2013-03-11,NL,GB,4500
855,2013-03-11,GB,NL,-4500
856,2013-03-11,NL,US,-15500
857,2013-03-11,US,NL,15500
863,2013-03-12,US,NL,14000
862,2013-03-12,NL,US,-14000
859,2013-03-12,GB,US,-19375
860,2013-03-12,NL,GB,10000
858,2013-03-12,US,GB,19375
861,2013-03-12,GB,NL,-10000
864,2013-03-13,US,GB,3000
865,2013-03-13,GB,US,-3000
866,2013-03-13,NL,GB,-294112
867,2013-03-13,GB,NL,294112
868,2013-03-13,NL,US,-1125
869,2013-03-13,US,NL,1125
875,2013-03-14,US,NL,6000
874,2013-03-14,NL,US,-6000
871,2013-03-14,GB,US,19375
872,2013-03-14,NL,GB,4500
873,2013-03-14,GB,NL,-4500
870,2013-03-14,US,GB,-19375
877,2013-03-15,GB,US,-23500
878,2013-03-15,NL,GB,14000
879,2013-03-15,GB,NL,-14000
880,2013-03-15,NL,US,-20000
881,2013-03-15,US,NL,20000
876,2013-03-15,US,GB,23500
887,2013-03-18,US,NL,19000
886,2013-03-18,NL,US,-19000
883,2013-03-18,GB,US,-500
882,2013-03-18,US,GB,500
884,2013-03-18,NL,GB,10750
885,2013-03-18,GB,NL,-10750
888,2013-03-19,US,GB,8000
889,2013-03-19,GB,US,-8000
890,2013-03-19,NL,GB,19938
891,2013-03-19,GB,NL,-19938
892,2013-03-19,NL,US,-2094
893,2013-03-19,US,NL,2094
898,2013-03-20,NL,US,44500
899,2013-03-20,US,NL,-44500
896,2013-03-20,NL,GB,-191184
895,2013-03-20,GB,US,15750
894,2013-03-20,US,GB,-15750
897,2013-03-20,GB,NL,191184
900,2013-03-21,US,GB,-25250
901,2013-03-21,GB,US,25250
902,2013-03-21,NL,GB,22000
903,2013-03-21,GB,NL,-22000
904,2013-03-21,NL,US,22000
905,2013-03-21,US,NL,-22000
911,2013-03-22,US,NL,-22000
910,2013-03-22,NL,US,22000
909,2013-03-22,GB,NL,-3500
908,2013-03-22,NL,GB,3500
907,2013-03-22,GB,US,-8125
906,2013-03-22,US,GB,8125
912,2013-03-25,US,GB,-26000
913,2013-03-25,GB,US,26000
914,2013-03-25,NL,GB,3500
915,2013-03-25,GB,NL,-3500
916,2013-03-25,NL,US,27500
917,2013-03-25,US,NL,-27500
922,2013-03-26,NL,US,-1000
921,2013-03-26,GB,NL,-250
923,2013-03-26,US,NL,1000
919,2013-03-26,GB,US,-19000
918,2013-03-26,US,GB,19000
920,2013-03-26,NL,GB,250
924,2013-03-27,US,GB,-15500
925,2013-03-27,GB,US,15500
926,2013-03-27,NL,GB,3500
927,2013-03-27,GB,NL,-3500
928,2013-03-27,NL,US,19000
929,2013-03-27,US,NL,-19000
934,2013-03-28,NL,US,-15000
933,2013-03-28,GB,NL,-1000
935,2013-03-28,US,NL,15000
931,2013-03-28,GB,US,-32500
930,2013-03-28,US,GB,32500
932,2013-03-28,NL,GB,1000
936,2013-04-02,US,GB,10000
937,2013-04-02,GB,US,-10000
938,2013-04-02,NL,GB,0
939,2013-04-02,GB,NL,0
940,2013-04-02,NL,US,31500
941,2013-04-02,US,NL,-31500
942,2013-04-03,US,GB,16000
943,2013-04-03,GB,US,-16000
944,2013-04-03,NL,GB,563
945,2013-04-03,GB,NL,-563
946,2013-04-03,NL,US,13000
947,2013-04-03,US,NL,-13000
951,2013-04-04,GB,NL,-250
950,2013-04-04,NL,GB,250
949,2013-04-04,GB,US,-5500
952,2013-04-04,NL,US,1500
948,2013-04-04,US,GB,5500
953,2013-04-04,US,NL,-1500
959,2013-04-05,US,NL,10000
958,2013-04-05,NL,US,-10000
954,2013-04-05,US,GB,14000
956,2013-04-05,NL,GB,0
955,2013-04-05,GB,US,-14000
957,2013-04-05,GB,NL,0
962,2013-04-08,NL,GB,6000
963,2013-04-08,GB,NL,-6000
964,2013-04-08,NL,US,4000
965,2013-04-08,US,NL,-4000
960,2013-04-08,US,GB,-4250
961,2013-04-08,GB,US,4250
966,2013-04-09,US,GB,-18000
968,2013-04-09,NL,GB,29500
969,2013-04-09,GB,NL,-29500
970,2013-04-09,NL,US,-15000
971,2013-04-09,US,NL,15000
967,2013-04-09,GB,US,18000
976,2013-04-10,NL,US,5000
977,2013-04-10,US,NL,-5000
975,2013-04-10,GB,NL,-250
973,2013-04-10,GB,US,13500
972,2013-04-10,US,GB,-13500
974,2013-04-10,NL,GB,250
978,2013-04-11,US,GB,15000
979,2013-04-11,GB,US,-15000
980,2013-04-11,NL,GB,6563
981,2013-04-11,GB,NL,-6563
982,2013-04-11,NL,US,-9250
983,2013-04-11,US,NL,9250
984,2013-04-12,US,GB,18000
985,2013-04-12,GB,US,-18000
986,2013-04-12,NL,GB,0
987,2013-04-12,GB,NL,0
988,2013-04-12,NL,US,-26000
989,2013-04-12,US,NL,26000
995,2013-04-15,US,NL,1811
994,2013-04-15,NL,US,-1811
992,2013-04-15,NL,GB,13000
991,2013-04-15,GB,US,-32500
990,2013-04-15,US,GB,32500
993,2013-04-15,GB,NL,-13000
997,2013-04-16,GB,US,5000
996,2013-04-16,US,GB,-5000
998,2013-04-16,NL,GB,20250
999,2013-04-16,GB,NL,-20250
1000,2013-04-16,NL,US,-7000
1001,2013-04-16,US,NL,7000
1007,2013-04-17,US,NL,8500
1006,2013-04-17,NL,US,-8500
1005,2013-04-17,GB,NL,-1000
1004,2013-04-17,NL,GB,1000
1003,2013-04-17,GB,US,-79687
1002,2013-04-17,US,GB,79687
1008,2013-04-18,US,GB,19000
1009,2013-04-18,GB,US,-19000
1010,2013-04-18,NL,GB,2000
1011,2013-04-18,GB,NL,-2000
1012,2013-04-18,NL,US,-8500
1013,2013-04-18,US,NL,8500
1019,2013-04-19,US,NL,-12722
1018,2013-04-19,NL,US,12722
1014,2013-04-19,US,GB,10000
1016,2013-04-19,NL,GB,8000
1015,2013-04-19,GB,US,-10000
1017,2013-04-19,GB,NL,-8000
1020,2013-04-22,US,GB,5500
1021,2013-04-22,GB,US,-5500
1022,2013-04-22,NL,GB,500
1023,2013-04-22,GB,NL,-500
1024,2013-04-22,NL,US,-1000
1025,2013-04-22,US,NL,1000
1031,2013-04-23,US,NL,2306
1030,2013-04-23,NL,US,-2306
1027,2013-04-23,GB,US,7000
1028,2013-04-23,NL,GB,19000
1026,2013-04-23,US,GB,-7000
1029,2013-04-23,GB,NL,-19000
1037,2013-04-24,US,NL,14000
1036,2013-04-24,NL,US,-14000
1035,2013-04-24,GB,NL,-12750
1033,2013-04-24,GB,US,-500
1034,2013-04-24,NL,GB,12750
1032,2013-04-24,US,GB,500
1038,2013-04-25,US,GB,9000
1039,2013-04-25,GB,US,-9000
1040,2013-04-25,NL,GB,500
1041,2013-04-25,GB,NL,-500
1042,2013-04-25,NL,US,-4500
1043,2013-04-25,US,NL,4500
1049,2013-04-26,US,NL,375
1048,2013-04-26,NL,US,-375
1046,2013-04-26,NL,GB,0
1045,2013-04-26,GB,US,-57625
1044,2013-04-26,US,GB,57625
1047,2013-04-26,GB,NL,0
1050,2013-04-29,US,GB,-500
1051,2013-04-29,GB,US,500
1052,2013-04-29,NL,GB,-250
1053,2013-04-29,GB,NL,250
1054,2013-04-29,NL,US,-2500
1055,2013-04-29,US,NL,2500
1061,2013-04-30,US,NL,72000
1060,2013-04-30,NL,US,-72000
1057,2013-04-30,GB,US,2000
1058,2013-04-30,NL,GB,19000
1056,2013-04-30,US,GB,-2000
1059,2013-04-30,GB,NL,-19000
1062,2013-05-03,US,GB,-17000
1063,2013-05-03,GB,US,17000
1064,2013-05-03,NL,GB,10000
1065,2013-05-03,GB,NL,-10000
1066,2013-05-03,NL,US,-2500
1067,2013-05-03,US,NL,2500
1073,2013-05-07,US,NL,8000
1072,2013-05-07,NL,US,-8000
1069,2013-05-07,GB,US,-2750
1070,2013-05-07,NL,GB,-3500
1068,2013-05-07,US,GB,2750
1071,2013-05-07,GB,NL,3500
1079,2013-05-08,US,NL,-10000
1078,2013-05-08,NL,US,10000
1076,2013-05-08,NL,GB,15000
1075,2013-05-08,GB,US,500
1074,2013-05-08,US,GB,-500
1077,2013-05-08,GB,NL,-15000
1080,2013-05-09,US,GB,9500
1081,2013-05-09,GB,US,-9500
1082,2013-05-09,NL,GB,2000
1083,2013-05-09,GB,NL,-2000
1084,2013-05-09,NL,US,-31000
1085,2013-05-09,US,NL,31000
1086,2013-05-13,US,GB,1000
1087,2013-05-13,GB,US,-1000
1088,2013-05-13,NL,GB,8000
1089,2013-05-13,GB,NL,-8000
1090,2013-05-13,NL,US,-1000
1091,2013-05-13,US,NL,1000
1096,2013-05-14,NL,US,18000
1097,2013-05-14,US,NL,-18000
1094,2013-05-14,NL,GB,-8000
1093,2013-05-14,GB,US,36250
1092,2013-05-14,US,GB,-36250
1095,2013-05-14,GB,NL,8000
1098,2013-05-15,US,GB,35500
1099,2013-05-15,GB,US,-35500
1100,2013-05-15,NL,GB,5500
1101,2013-05-15,GB,NL,-5500
1102,2013-05-15,NL,US,12500
1103,2013-05-15,US,NL,-12500
1109,2013-05-16,US,NL,12000
1108,2013-05-16,NL,US,-12000
1106,2013-05-16,NL,GB,12000
1105,2013-05-16,GB,US,0
1104,2013-05-16,US,GB,0
1107,2013-05-16,GB,NL,-12000
1110,2013-05-17,US,GB,750
1111,2013-05-17,GB,US,-750
1112,2013-05-17,NL,GB,9000
1114,2013-05-17,NL,US,2000
1115,2013-05-17,US,NL,-2000
1113,2013-05-17,GB,NL,-9000
1118,2013-05-20,NL,GB,6000
1121,2013-05-20,US,NL,3500
1120,2013-05-20,NL,US,-3500
1119,2013-05-20,GB,NL,-6000
1117,2013-05-20,GB,US,3500
1116,2013-05-20,US,GB,-3500
1122,2013-05-21,US,GB,0
1123,2013-05-21,GB,US,0
1124,2013-05-21,NL,GB,3000
1125,2013-05-21,GB,NL,-3000
1126,2013-05-21,NL,US,26000
1127,2013-05-21,US,NL,-26000
1133,2013-05-23,US,NL,15000
1132,2013-05-23,NL,US,-15000
1130,2013-05-23,NL,GB,17000
1129,2013-05-23,GB,US,0
1128,2013-05-23,US,GB,0
1131,2013-05-23,GB,NL,-17000
1139,2013-05-24,US,NL,0
1134,2013-05-24,US,GB,2500
1135,2013-05-24,GB,US,-2500
1136,2013-05-24,NL,GB,36000
1137,2013-05-24,GB,NL,-36000
1138,2013-05-24,NL,US,0
1140,2013-05-28,US,GB,-2500
1142,2013-05-28,NL,GB,9000
1143,2013-05-28,GB,NL,-9000
1144,2013-05-28,NL,US,-2000
1145,2013-05-28,US,NL,2000
1141,2013-05-28,GB,US,2500
1151,2013-05-29,US,NL,-3500
1149,2013-05-29,GB,NL,-11000
1150,2013-05-29,NL,US,3500
1147,2013-05-29,GB,US,-18000
1146,2013-05-29,US,GB,18000
1148,2013-05-29,NL,GB,11000
1152,2013-05-30,US,GB,0
1153,2013-05-30,GB,US,0
1154,2013-05-30,NL,GB,7000
1155,2013-05-30,GB,NL,-7000
1156,2013-05-30,NL,US,36500
1157,2013-05-30,US,NL,-36500
1162,2013-05-31,NL,US,-10625
1161,2013-05-31,GB,NL,-10000
1158,2013-05-31,US,GB,13500
1163,2013-05-31,US,NL,10625
1160,2013-05-31,NL,GB,10000
1159,2013-05-31,GB,US,-13500
1165,2013-06-03,GB,US,-10000
1166,2013-06-03,NL,GB,18000
1167,2013-06-03,GB,NL,-18000
1168,2013-06-03,NL,US,-11500
1169,2013-06-03,US,NL,11500
1164,2013-06-03,US,GB,10000
1170,2013-06-04,US,GB,2000
1171,2013-06-04,GB,US,-2000
1172,2013-06-04,NL,GB,500
1173,2013-06-04,GB,NL,-500
1174,2013-06-04,NL,US,-20000
1175,2013-06-04,US,NL,20000
1181,2013-06-05,US,NL,1250
1180,2013-06-05,NL,US,-1250
1178,2013-06-05,NL,GB,3250
1177,2013-06-05,GB,US,250
1179,2013-06-05,GB,NL,-3250
1176,2013-06-05,US,GB,-250
1182,2013-06-06,US,GB,0
1183,2013-06-06,GB,US,0
1184,2013-06-06,NL,GB,2000
1185,2013-06-06,GB,NL,-2000
1186,2013-06-06,NL,US,6500
1187,2013-06-06,US,NL,-6500
1192,2013-06-07,NL,US,-20500
1193,2013-06-07,US,NL,20500
1191,2013-06-07,GB,NL,-8500
1189,2013-06-07,GB,US,-20500
1188,2013-06-07,US,GB,20500
1190,2013-06-07,NL,GB,8500
1194,2013-06-10,US,GB,0
1195,2013-06-10,GB,US,0
1196,2013-06-10,NL,GB,7500
1197,2013-06-10,GB,NL,-7500
1198,2013-06-10,NL,US,-24500
1199,2013-06-10,US,NL,24500
1205,2013-06-11,US,NL,-17500
1204,2013-06-11,NL,US,17500
1201,2013-06-11,GB,US,8276
1202,2013-06-11,NL,GB,9500
1200,2013-06-11,US,GB,-8276
1203,2013-06-11,GB,NL,-9500
1211,2013-06-12,US,NL,-20250
1210,2013-06-12,NL,US,20250
1206,2013-06-12,US,GB,30750
1208,2013-06-12,NL,GB,1000
1207,2013-06-12,GB,US,-30750
1209,2013-06-12,GB,NL,-1000
1212,2013-06-13,US,GB,-63125
1213,2013-06-13,GB,US,63125
1214,2013-06-13,NL,GB,9500
1215,2013-06-13,GB,NL,-9500
1216,2013-06-13,NL,US,-10000
1217,2013-06-13,US,NL,10000
1222,2013-06-14,NL,US,9750
1223,2013-06-14,US,NL,-9750
1220,2013-06-14,NL,GB,11500
1221,2013-06-14,GB,NL,-11500
1218,2013-06-14,US,GB,1750
1219,2013-06-14,GB,US,-1750
1225,2013-06-17,GB,US,0
1226,2013-06-17,NL,GB,500
1227,2013-06-17,GB,NL,-500
1228,2013-06-17,NL,US,-1000
1229,2013-06-17,US,NL,1000
1224,2013-06-17,US,GB,0
1234,2013-06-18,NL,US,-36000
1235,2013-06-18,US,NL,36000
1232,2013-06-18,NL,GB,-15000
1231,2013-06-18,GB,US,14000
1230,2013-06-18,US,GB,-14000
1233,2013-06-18,GB,NL,15000
1236,2013-06-19,US,GB,13000
1237,2013-06-19,GB,US,-13000
1238,2013-06-19,NL,GB,19000
1239,2013-06-19,GB,NL,-19000
1240,2013-06-19,NL,US,-500
1241,2013-06-19,US,NL,500
1247,2013-06-20,US,NL,-29750
1246,2013-06-20,NL,US,29750
1245,2013-06-20,GB,NL,-16000
1243,2013-06-20,GB,US,0
1244,2013-06-20,NL,GB,16000
1242,2013-06-20,US,GB,0
1250,2013-06-21,NL,GB,4500
1251,2013-06-21,GB,NL,-4500
1252,2013-06-21,NL,US,-2500
1253,2013-06-21,US,NL,2500
1248,2013-06-21,US,GB,-6000
1249,2013-06-21,GB,US,6000
1254,2013-06-24,US,GB,17000
1255,2013-06-24,GB,US,-17000
1256,2013-06-24,NL,GB,-1000
1257,2013-06-24,GB,NL,1000
1258,2013-06-24,NL,US,-66875
1259,2013-06-24,US,NL,66875
1265,2013-06-25,US,NL,8000
1264,2013-06-25,NL,US,-8000
1262,2013-06-25,NL,GB,-5500
1260,2013-06-25,US,GB,0
1263,2013-06-25,GB,NL,5500
1261,2013-06-25,GB,US,0
1266,2013-06-26,US,GB,0
1267,2013-06-26,GB,US,0
1268,2013-06-26,NL,GB,1000
1269,2013-06-26,GB,NL,-1000
1270,2013-06-26,NL,US,-1000
1271,2013-06-26,US,NL,1000
1276,2013-06-27,NL,US,0
1277,2013-06-27,US,NL,0
1275,2013-06-27,GB,NL,-23613
1273,2013-06-27,GB,US,8000
1274,2013-06-27,NL,GB,23613
1272,2013-06-27,US,GB,-8000
1278,2013-06-28,US,GB,17000
1279,2013-06-28,GB,US,-17000
1280,2013-06-28,NL,GB,-114
1281,2013-06-28,GB,NL,114
1282,2013-06-28,NL,US,15391
1283,2013-06-28,US,NL,-15391
1289,2013-07-01,US,NL,32500
1288,2013-07-01,NL,US,-32500
1287,2013-07-01,GB,NL,20000
1285,2013-07-01,GB,US,-1000
1286,2013-07-01,NL,GB,-20000
1284,2013-07-01,US,GB,1000
1290,2013-07-02,US,GB,28312
1291,2013-07-02,GB,US,-28312
1292,2013-07-02,NL,GB,3500
1293,2013-07-02,GB,NL,-3500
1294,2013-07-02,NL,US,-1000
1295,2013-07-02,US,NL,1000
1301,2013-07-05,US,NL,-10500
1300,2013-07-05,NL,US,10500
1297,2013-07-05,GB,US,7000
1298,2013-07-05,NL,GB,10500
1296,2013-07-05,US,GB,-7000
1299,2013-07-05,GB,NL,-10500
1307,2013-07-08,US,NL,-29500
1306,2013-07-08,NL,US,29500
1302,2013-07-08,US,GB,-28000
1304,2013-07-08,NL,GB,-27500
1303,2013-07-08,GB,US,28000
1305,2013-07-08,GB,NL,27500
1313,2013-07-09,US,NL,0
1312,2013-07-09,NL,US,0
1308,2013-07-09,US,GB,-32125
1310,2013-07-09,NL,GB,11000
1309,2013-07-09,GB,US,32125
1311,2013-07-09,GB,NL,-11000
1314,2013-07-10,US,GB,2000
1315,2013-07-10,GB,US,-2000
1316,2013-07-10,NL,GB,8000
1318,2013-07-10,NL,US,500
1319,2013-07-10,US,NL,-500
1317,2013-07-10,GB,NL,-8000
1320,2013-07-11,US,GB,14750
1321,2013-07-11,GB,US,-14750
1322,2013-07-11,NL,GB,13000
1323,2013-07-11,GB,NL,-13000
1324,2013-07-11,NL,US,-625
1325,2013-07-11,US,NL,625
1331,2013-07-12,US,NL,4000
1330,2013-07-12,NL,US,-4000
1326,2013-07-12,US,GB,-13500
1328,2013-07-12,NL,GB,-175416
1329,2013-07-12,GB,NL,175416
1327,2013-07-12,GB,US,13500
1332,2013-07-15,US,GB,0
1333,2013-07-15,GB,US,0
1334,2013-07-15,NL,GB,29500
1335,2013-07-15,GB,NL,-29500
1336,2013-07-15,NL,US,0
1337,2013-07-15,US,NL,0
1343,2013-07-16,US,NL,23000
1341,2013-07-16,GB,NL,-19000
1342,2013-07-16,NL,US,-23000
1339,2013-07-16,GB,US,1750
1338,2013-07-16,US,GB,-1750
1340,2013-07-16,NL,GB,19000
1344,2013-07-17,US,GB,-68000
1345,2013-07-17,GB,US,68000
1346,2013-07-17,NL,GB,9000
1347,2013-07-17,GB,NL,-9000
1348,2013-07-17,NL,US,-16500
1349,2013-07-17,US,NL,16500
1354,2013-07-18,NL,US,-6500
1353,2013-07-18,GB,NL,9437
1355,2013-07-18,US,NL,6500
1351,2013-07-18,GB,US,0
1352,2013-07-18,NL,GB,-9437
1350,2013-07-18,US,GB,0
1361,2013-07-19,US,NL,0
1360,2013-07-19,NL,US,0
1357,2013-07-19,GB,US,1000
1358,2013-07-19,NL,GB,6125
1356,2013-07-19,US,GB,-1000
1359,2013-07-19,GB,NL,-6125
1362,2013-07-22,US,GB,344
1363,2013-07-22,GB,US,-344
1364,2013-07-22,NL,GB,0
1365,2013-07-22,GB,NL,0
1366,2013-07-22,NL,US,32625
1367,2013-07-22,US,NL,-32625
1373,2013-07-23,US,NL,1000
1372,2013-07-23,NL,US,-1000
1371,2013-07-23,GB,NL,-8750
1369,2013-07-23,GB,US,-6000
1370,2013-07-23,NL,GB,8750
1368,2013-07-23,US,GB,6000
1374,2013-07-24,US,GB,7000
1375,2013-07-24,GB,US,-7000
1376,2013-07-24,NL,GB,6000
1377,2013-07-24,GB,NL,-6000
1378,2013-07-24,NL,US,0
1379,2013-07-24,US,NL,0
1381,2013-07-25,GB,US,8500
