,date,market1,market2,lag
1929,2009-09-15,GB,NL,20000
1927,2009-09-15,GB,US,0
1928,2009-09-15,NL,GB,-20000
1926,2009-09-15,US,GB,0
1934,2009-09-16,NL,GB,-5250
1935,2009-09-16,GB,NL,5250
1936,2009-09-16,NL,US,-1000
1937,2009-09-16,US,NL,1000
1932,2009-09-16,US,GB,3500
1933,2009-09-16,GB,US,-3500
1942,2009-09-17,NL,US,-4375
1943,2009-09-17,US,NL,4375
1940,2009-09-17,NL,GB,-1000
1939,2009-09-17,GB,US,-9976
1938,2009-09-17,US,GB,9976
1941,2009-09-17,GB,NL,1000
1944,2009-09-18,US,GB,-2000
1945,2009-09-18,GB,US,2000
1946,2009-09-18,NL,GB,12000
1947,2009-09-18,GB,NL,-12000
1948,2009-09-18,NL,US,19375
1949,2009-09-18,US,NL,-19375
1955,2009-09-21,US,NL,-6000
1954,2009-09-21,NL,US,6000
1952,2009-09-21,NL,GB,-10000
1951,2009-09-21,GB,US,-2000
1950,2009-09-21,US,GB,2000
1953,2009-09-21,GB,NL,10000
1956,2009-09-22,US,GB,-20500
1957,2009-09-22,GB,US,20500
1958,2009-09-22,NL,GB,-8000
1959,2009-09-22,GB,NL,8000
1960,2009-09-22,NL,US,0
1961,2009-09-22,US,NL,0
1967,2009-09-23,US,NL,0
1966,2009-09-23,NL,US,0
1965,2009-09-23,GB,NL,-12000
1963,2009-09-23,GB,US,-10500
1962,2009-09-23,US,GB,10500
1964,2009-09-23,NL,GB,12000
1968,2009-09-24,US,GB,11000
1969,2009-09-24,GB,US,-11000
1970,2009-09-24,NL,GB,2000
1971,2009-09-24,GB,NL,-2000
1972,2009-09-24,NL,US,-13000
1973,2009-09-24,US,NL,13000
1979,2009-09-25,US,NL,2000
1978,2009-09-25,NL,US,-2000
1976,2009-09-25,NL,GB,-12000
1975,2009-09-25,GB,US,0
1974,2009-09-25,US,GB,0
1977,2009-09-25,GB,NL,12000
1980,2009-09-28,US,GB,3500
1981,2009-09-28,GB,US,-3500
1982,2009-09-28,NL,GB,-10750
1983,2009-09-28,GB,NL,10750
1984,2009-09-28,NL,US,-2000
1985,2009-09-28,US,NL,2000
1991,2009-09-29,US,NL,9500
1990,2009-09-29,NL,US,-9500
1986,2009-09-29,US,GB,-20000
1988,2009-09-29,NL,GB,-2125
1989,2009-09-29,GB,NL,2125
1987,2009-09-29,GB,US,20000
1992,2009-09-30,US,GB,2155
1993,2009-09-30,GB,US,-2155
1994,2009-09-30,NL,GB,-1500
1995,2009-09-30,GB,NL,1500
1996,2009-09-30,NL,US,-500
1997,2009-09-30,US,NL,500
2003,2009-10-01,US,NL,0
2002,2009-10-01,NL,US,0
2000,2009-10-01,NL,GB,-14500
1999,2009-10-01,GB,US,-1000
1998,2009-10-01,US,GB,1000
2001,2009-10-01,GB,NL,14500
2004,2009-10-02,US,GB,-125
2005,2009-10-02,GB,US,125
2006,2009-10-02,NL,GB,1500
2007,2009-10-02,GB,NL,-1500
2008,2009-10-02,NL,US,0
2009,2009-10-02,US,NL,0
2015,2009-10-05,US,NL,-250
2014,2009-10-05,NL,US,250
2010,2009-10-05,US,GB,0
2012,2009-10-05,NL,GB,-8000
2011,2009-10-05,GB,US,0
2013,2009-10-05,GB,NL,8000
2021,2009-10-06,US,NL,0
2020,2009-10-06,NL,US,0
2016,2009-10-06,US,GB,0
2018,2009-10-06,NL,GB,1000
2017,2009-10-06,GB,US,0
2019,2009-10-06,GB,NL,-1000
2022,2009-10-07,US,GB,500
2023,2009-10-07,GB,US,-500
2024,2009-10-07,NL,GB,3000
2025,2009-10-07,GB,NL,-3000
2026,2009-10-07,NL,US,1000
2027,2009-10-07,US,NL,-1000
2033,2009-10-08,US,NL,0
2032,2009-10-08,NL,US,0
2031,2009-10-08,GB,NL,6500
2029,2009-10-08,GB,US,-500
2030,2009-10-08,NL,GB,-6500
2028,2009-10-08,US,GB,500
2034,2009-10-09,US,GB,1250
2035,2009-10-09,GB,US,-1250
2036,2009-10-09,NL,GB,24750
2037,2009-10-09,GB,NL,-24750
2038,2009-10-09,NL,US,0
2039,2009-10-09,US,NL,0
2043,2009-10-12,GB,NL,4250
2045,2009-10-12,US,NL,-250
2041,2009-10-12,GB,US,-6250
2040,2009-10-12,US,GB,6250
2042,2009-10-12,NL,GB,-4250
2044,2009-10-12,NL,US,250
2050,2009-10-13,NL,US,0
2051,2009-10-13,US,NL,0
2048,2009-10-13,NL,GB,-3000
2046,2009-10-13,US,GB,5000
2049,2009-10-13,GB,NL,3000
2047,2009-10-13,GB,US,-5000
2052,2009-10-14,US,GB,0
2053,2009-10-14,GB,US,0
2054,2009-10-14,NL,GB,61660
2055,2009-10-14,GB,NL,-61660
2056,2009-10-14,NL,US,250
2057,2009-10-14,US,NL,-250
2063,2009-10-15,US,NL,-12000
2059,2009-10-15,GB,US,-44000
2061,2009-10-15,GB,NL,13000
2060,2009-10-15,NL,GB,-13000
2058,2009-10-15,US,GB,44000
2062,2009-10-15,NL,US,12000
2069,2009-10-16,US,NL,-187
2065,2009-10-16,GB,US,-13750
2067,2009-10-16,GB,NL,16000
2066,2009-10-16,NL,GB,-16000
2064,2009-10-16,US,GB,13750
2068,2009-10-16,NL,US,187
2070,2009-10-19,US,GB,0
2071,2009-10-19,GB,US,0
2072,2009-10-19,NL,GB,-4375
2073,2009-10-19,GB,NL,4375
2074,2009-10-19,NL,US,8500
2075,2009-10-19,US,NL,-8500
2081,2009-10-20,US,NL,-125
2079,2009-10-20,GB,NL,-18000
2077,2009-10-20,GB,US,0
2076,2009-10-20,US,GB,0
2078,2009-10-20,NL,GB,18000
2080,2009-10-20,NL,US,125
2087,2009-10-21,US,NL,-313
2082,2009-10-21,US,GB,0
2083,2009-10-21,GB,US,0
2085,2009-10-21,GB,NL,4500
2084,2009-10-21,NL,GB,-4500
2086,2009-10-21,NL,US,313
2088,2009-10-22,US,GB,28500
2089,2009-10-22,GB,US,-28500
2090,2009-10-22,NL,GB,-5500
2091,2009-10-22,GB,NL,5500
2092,2009-10-22,NL,US,0
2093,2009-10-22,US,NL,0
2099,2009-10-23,US,NL,0
2098,2009-10-23,NL,US,0
2096,2009-10-23,NL,GB,7000
2094,2009-10-23,US,GB,-158
2097,2009-10-23,GB,NL,-7000
2095,2009-10-23,GB,US,158
2100,2009-10-26,US,GB,2500
2101,2009-10-26,GB,US,-2500
2102,2009-10-26,NL,GB,250
2103,2009-10-26,GB,NL,-250
2104,2009-10-26,NL,US,0
2105,2009-10-26,US,NL,0
2110,2009-10-27,NL,US,0
2109,2009-10-27,GB,NL,12250
2108,2009-10-27,NL,GB,-12250
2107,2009-10-27,GB,US,-1000
2106,2009-10-27,US,GB,1000
2111,2009-10-27,US,NL,0
2116,2009-10-28,NL,US,0
2117,2009-10-28,US,NL,0
2115,2009-10-28,GB,NL,-7000
2113,2009-10-28,GB,US,-500
2112,2009-10-28,US,GB,500
2114,2009-10-28,NL,GB,7000
2122,2009-10-29,NL,US,-250
2118,2009-10-29,US,GB,0
2119,2009-10-29,GB,US,0
2120,2009-10-29,NL,GB,6000
2121,2009-10-29,GB,NL,-6000
2123,2009-10-29,US,NL,250
2125,2009-10-30,GB,US,7594
2129,2009-10-30,US,NL,0
2128,2009-10-30,NL,US,0
2124,2009-10-30,US,GB,-7594
2126,2009-10-30,NL,GB,1000
2127,2009-10-30,GB,NL,-1000
2130,2009-11-02,US,GB,0
2131,2009-11-02,GB,US,0
2132,2009-11-02,NL,GB,2000
2133,2009-11-02,GB,NL,-2000
2134,2009-11-02,NL,US,250
2135,2009-11-02,US,NL,-250
2140,2009-11-03,NL,US,0
2136,2009-11-03,US,GB,0
2137,2009-11-03,GB,US,0
2138,2009-11-03,NL,GB,-6500
2139,2009-11-03,GB,NL,6500
2141,2009-11-03,US,NL,0
2146,2009-11-04,NL,US,0
2147,2009-11-04,US,NL,0
2144,2009-11-04,NL,GB,-31500
2145,2009-11-04,GB,NL,31500
2142,2009-11-04,US,GB,0
2143,2009-11-04,GB,US,0
2148,2009-11-05,US,GB,0
2149,2009-11-05,GB,US,0
2150,2009-11-05,NL,GB,11000
2151,2009-11-05,GB,NL,-11000
2152,2009-11-05,NL,US,17305
2153,2009-11-05,US,NL,-17305
2154,2009-11-06,US,GB,0
2155,2009-11-06,GB,US,0
2156,2009-11-06,NL,GB,-9500
2157,2009-11-06,GB,NL,9500
2158,2009-11-06,NL,US,0
2159,2009-11-06,US,NL,0
2165,2009-11-09,US,NL,0
2164,2009-11-09,NL,US,0
2161,2009-11-09,GB,US,0
2162,2009-11-09,NL,GB,31500
2160,2009-11-09,US,GB,0
2163,2009-11-09,GB,NL,-31500
2166,2009-11-10,US,GB,-500
2167,2009-11-10,GB,US,500
2168,2009-11-10,NL,GB,-58125
2169,2009-11-10,GB,NL,58125
2170,2009-11-10,NL,US,0
2171,2009-11-10,US,NL,0
2177,2009-11-11,US,NL,-3000
2176,2009-11-11,NL,US,3000
2172,2009-11-11,US,GB,24625
2174,2009-11-11,NL,GB,3000
2175,2009-11-11,GB,NL,-3000
2173,2009-11-11,GB,US,-24625
2178,2009-11-12,US,GB,-7000
2179,2009-11-12,GB,US,7000
2180,2009-11-12,NL,GB,-6250
2181,2009-11-12,GB,NL,6250
2182,2009-11-12,NL,US,0
2183,2009-11-12,US,NL,0
2188,2009-11-13,NL,US,0
2189,2009-11-13,US,NL,0
2186,2009-11-13,NL,GB,-6250
2185,2009-11-13,GB,US,-1000
2184,2009-11-13,US,GB,1000
2187,2009-11-13,GB,NL,6250
2191,2009-11-16,GB,US,-22750
2192,2009-11-16,NL,GB,20500
2193,2009-11-16,GB,NL,-20500
2194,2009-11-16,NL,US,0
2195,2009-11-16,US,NL,0
2190,2009-11-16,US,GB,22750
2196,2009-11-17,US,GB,-3500
2197,2009-11-17,GB,US,3500
2198,2009-11-17,NL,GB,2000
2199,2009-11-17,GB,NL,-2000
2200,2009-11-17,NL,US,-2000
2201,2009-11-17,US,NL,2000
2207,2009-11-18,US,NL,-500
2206,2009-11-18,NL,US,500
2203,2009-11-18,GB,US,0
2204,2009-11-18,NL,GB,3250
2202,2009-11-18,US,GB,0
2205,2009-11-18,GB,NL,-3250
2208,2009-11-19,US,GB,0
2209,2009-11-19,GB,US,0
2210,2009-11-19,NL,GB,8000
2211,2009-11-19,GB,NL,-8000
2212,2009-11-19,NL,US,0
2213,2009-11-19,US,NL,0
2219,2009-11-20,US,NL,0
2218,2009-11-20,NL,US,0
2215,2009-11-20,GB,US,0
2216,2009-11-20,NL,GB,4250
2214,2009-11-20,US,GB,0
2217,2009-11-20,GB,NL,-4250
2225,2009-11-23,US,NL,1000
2224,2009-11-23,NL,US,-1000
2221,2009-11-23,GB,US,-500
2222,2009-11-23,NL,GB,-500
2220,2009-11-23,US,GB,500
2223,2009-11-23,GB,NL,500
2226,2009-11-24,US,GB,3000
2227,2009-11-24,GB,US,-3000
2228,2009-11-24,NL,GB,-13500
2229,2009-11-24,GB,NL,13500
2230,2009-11-24,NL,US,0
2231,2009-11-24,US,NL,0
2237,2009-11-25,US,NL,-500
2236,2009-11-25,NL,US,500
2233,2009-11-25,GB,US,0
2234,2009-11-25,NL,GB,8000
2232,2009-11-25,US,GB,0
2235,2009-11-25,GB,NL,-8000
2238,2009-11-27,US,GB,0
2239,2009-11-27,GB,US,0
2240,2009-11-27,NL,GB,20875
2241,2009-11-27,GB,NL,-20875
2242,2009-11-27,NL,US,250
2243,2009-11-27,US,NL,-250
2249,2009-11-30,US,NL,6000
2248,2009-11-30,NL,US,-6000
2246,2009-11-30,NL,GB,12000
2245,2009-11-30,GB,US,0
2244,2009-11-30,US,GB,0
2247,2009-11-30,GB,NL,-12000
2250,2009-12-01,US,GB,0
2251,2009-12-01,GB,US,0
2252,2009-12-01,NL,GB,-2250
2253,2009-12-01,GB,NL,2250
2254,2009-12-01,NL,US,500
2255,2009-12-01,US,NL,-500
2261,2009-12-02,US,NL,0
2260,2009-12-02,NL,US,0
2257,2009-12-02,GB,US,0
2258,2009-12-02,NL,GB,-12125
2259,2009-12-02,GB,NL,12125
2256,2009-12-02,US,GB,0
2262,2009-12-03,US,GB,0
2263,2009-12-03,GB,US,0
2264,2009-12-03,NL,GB,6000
2265,2009-12-03,GB,NL,-6000
2266,2009-12-03,NL,US,0
2267,2009-12-03,US,NL,0
2273,2009-12-04,US,NL,0
2272,2009-12-04,NL,US,0
2269,2009-12-04,GB,US,-780
2270,2009-12-04,NL,GB,-11750
2268,2009-12-04,US,GB,780
2271,2009-12-04,GB,NL,11750
2279,2009-12-07,US,NL,0
2278,2009-12-07,NL,US,0
2276,2009-12-07,NL,GB,7000
2277,2009-12-07,GB,NL,-7000
2275,2009-12-07,GB,US,0
2274,2009-12-07,US,GB,0
2280,2009-12-08,US,GB,0
2281,2009-12-08,GB,US,0
2282,2009-12-08,NL,GB,8500
2283,2009-12-08,GB,NL,-8500
2284,2009-12-08,NL,US,205
2285,2009-12-08,US,NL,-205
2291,2009-12-09,US,NL,0
2290,2009-12-09,NL,US,0
2287,2009-12-09,GB,US,0
2288,2009-12-09,NL,GB,15000
2286,2009-12-09,US,GB,0
2289,2009-12-09,GB,NL,-15000
2297,2009-12-10,US,NL,11750
2296,2009-12-10,NL,US,-11750
2293,2009-12-10,GB,US,-1000
2294,2009-12-10,NL,GB,11250
2292,2009-12-10,US,GB,1000
2295,2009-12-10,GB,NL,-11250
2298,2009-12-11,US,GB,0
2299,2009-12-11,GB,US,0
2300,2009-12-11,NL,GB,2000
2301,2009-12-11,GB,NL,-2000
2302,2009-12-11,NL,US,0
2303,2009-12-11,US,NL,0
2309,2009-12-14,US,NL,-375
2308,2009-12-14,NL,US,375
2304,2009-12-14,US,GB,0
2306,2009-12-14,NL,GB,12000
2305,2009-12-14,GB,US,0
2307,2009-12-14,GB,NL,-12000
2315,2009-12-15,US,NL,0
2314,2009-12-15,NL,US,0
2311,2009-12-15,GB,US,0
2312,2009-12-15,NL,GB,500
2310,2009-12-15,US,GB,0
2313,2009-12-15,GB,NL,-500
2316,2009-12-16,US,GB,-13500
2317,2009-12-16,GB,US,13500
2318,2009-12-16,NL,GB,-1500
2319,2009-12-16,GB,NL,1500
2320,2009-12-16,NL,US,-13563
2321,2009-12-16,US,NL,13563
2322,2009-12-17,US,GB,6000
2323,2009-12-17,GB,US,-6000
2324,2009-12-17,NL,GB,2500
2325,2009-12-17,GB,NL,-2500
2326,2009-12-17,NL,US,4000
2327,2009-12-17,US,NL,-4000
2332,2009-12-18,NL,US,0
2333,2009-12-18,US,NL,0
2330,2009-12-18,NL,GB,-2500
2329,2009-12-18,GB,US,-4500
2328,2009-12-18,US,GB,4500
2331,2009-12-18,GB,NL,2500
2334,2009-12-21,US,GB,0
2335,2009-12-21,GB,US,0
2336,2009-12-21,NL,GB,14500
2337,2009-12-21,GB,NL,-14500
2338,2009-12-21,NL,US,0
2339,2009-12-21,US,NL,0
2345,2009-12-22,US,NL,0
2344,2009-12-22,NL,US,0
2342,2009-12-22,NL,GB,5500
2341,2009-12-22,GB,US,-8000
2340,2009-12-22,US,GB,8000
2343,2009-12-22,GB,NL,-5500
2346,2009-12-24,US,GB,-17472400
2347,2009-12-24,GB,US,17472400
2348,2009-12-24,NL,GB,1000
2349,2009-12-24,GB,NL,-1000
2350,2009-12-24,NL,US,-17472400
2351,2009-12-24,US,NL,17472400
2357,2009-12-29,US,NL,-17094
2356,2009-12-29,NL,US,17094
2353,2009-12-29,GB,US,9500
2354,2009-12-29,NL,GB,8500
2352,2009-12-29,US,GB,-9500
2355,2009-12-29,GB,NL,-8500
2363,2009-12-30,US,NL,0
2362,2009-12-30,NL,US,0
2358,2009-12-30,US,GB,3000
2360,2009-12-30,NL,GB,17000
2359,2009-12-30,GB,US,-3000
2361,2009-12-30,GB,NL,-17000
2364,2009-12-31,US,GB,-17472400
2365,2009-12-31,GB,US,17472400
2366,2009-12-31,NL,GB,-1000
2367,2009-12-31,GB,NL,1000
2368,2009-12-31,NL,US,-17472400
2369,2009-12-31,US,NL,17472400
2374,2010-01-04,NL,US,0
2375,2010-01-04,US,NL,0
2372,2010-01-04,NL,GB,6000
2371,2010-01-04,GB,US,187
2373,2010-01-04,GB,NL,-6000
2370,2010-01-04,US,GB,-187
2376,2010-01-05,US,GB,750
2377,2010-01-05,GB,US,-750
2378,2010-01-05,NL,GB,24625
2379,2010-01-05,GB,NL,-24625
2380,2010-01-05,NL,US,4000
2381,2010-01-05,US,NL,-4000
2387,2010-01-06,US,NL,0
2386,2010-01-06,NL,US,0
2382,2010-01-06,US,GB,10500
2384,2010-01-06,NL,GB,12250
2383,2010-01-06,GB,US,-10500
2385,2010-01-06,GB,NL,-12250
2393,2010-01-07,US,NL,-25000
2392,2010-01-07,NL,US,25000
2388,2010-01-07,US,GB,-2000
2390,2010-01-07,NL,GB,27625
2389,2010-01-07,GB,US,2000
2391,2010-01-07,GB,NL,-27625
2394,2010-01-08,US,GB,-250
2395,2010-01-08,GB,US,250
2396,2010-01-08,NL,GB,-32000
2397,2010-01-08,GB,NL,32000
2398,2010-01-08,NL,US,0
2399,2010-01-08,US,NL,0
2400,2010-01-11,US,GB,20000
2401,2010-01-11,GB,US,-20000
2402,2010-01-11,NL,GB,-4000
2403,2010-01-11,GB,NL,4000
2404,2010-01-11,NL,US,0
2405,2010-01-11,US,NL,0
2406,2010-01-12,US,GB,2000
2407,2010-01-12,GB,US,-2000
2408,2010-01-12,NL,GB,-6000
2409,2010-01-12,GB,NL,6000
2410,2010-01-12,NL,US,-8000
2411,2010-01-12,US,NL,8000
2417,2010-01-13,US,NL,0
2415,2010-01-13,GB,NL,-10000
2416,2010-01-13,NL,US,0
2413,2010-01-13,GB,US,-8000
2412,2010-01-13,US,GB,8000
2414,2010-01-13,NL,GB,10000
2418,2010-01-14,US,GB,-23000
2419,2010-01-14,GB,US,23000
2420,2010-01-14,NL,GB,-13500
2421,2010-01-14,GB,NL,13500
2422,2010-01-14,NL,US,0
2423,2010-01-14,US,NL,0
2429,2010-01-15,US,NL,0
2428,2010-01-15,NL,US,0
2424,2010-01-15,US,GB,3000
2426,2010-01-15,NL,GB,4000
2427,2010-01-15,GB,NL,-4000
2425,2010-01-15,GB,US,-3000
2432,2010-01-19,NL,GB,-1000
2433,2010-01-19,GB,NL,1000
2434,2010-01-19,NL,US,0
2435,2010-01-19,US,NL,0
2430,2010-01-19,US,GB,0
2431,2010-01-19,GB,US,0
2436,2010-01-20,US,GB,-500
2437,2010-01-20,GB,US,500
2438,2010-01-20,NL,GB,24103
2439,2010-01-20,GB,NL,-24103
2440,2010-01-20,NL,US,0
2441,2010-01-20,US,NL,0
2447,2010-01-21,US,NL,147
2446,2010-01-21,NL,US,-147
2444,2010-01-21,NL,GB,-2077
2443,2010-01-21,GB,US,0
2442,2010-01-21,US,GB,0
2445,2010-01-21,GB,NL,2077
2448,2010-01-22,US,GB,750
2449,2010-01-22,GB,US,-750
2450,2010-01-22,NL,GB,-4000
2451,2010-01-22,GB,NL,4000
2452,2010-01-22,NL,US,0
2453,2010-01-22,US,NL,0
2459,2010-01-25,US,NL,0
2458,2010-01-25,NL,US,0
2456,2010-01-25,NL,GB,-15000
2455,2010-01-25,GB,US,-750
2454,2010-01-25,US,GB,750
2457,2010-01-25,GB,NL,15000
2460,2010-01-26,US,GB,-250
2461,2010-01-26,GB,US,250
2462,2010-01-26,NL,GB,4000
2463,2010-01-26,GB,NL,-4000
2464,2010-01-26,NL,US,0
2465,2010-01-26,US,NL,0
2471,2010-01-27,US,NL,0
2470,2010-01-27,NL,US,0
2469,2010-01-27,GB,NL,3000
2467,2010-01-27,GB,US,0
2466,2010-01-27,US,GB,0
2468,2010-01-27,NL,GB,-3000
2472,2010-01-28,US,GB,12500
2473,2010-01-28,GB,US,-12500
2474,2010-01-28,NL,GB,-1500
2475,2010-01-28,GB,NL,1500
2476,2010-01-28,NL,US,0
2477,2010-01-28,US,NL,0
2482,2010-02-01,NL,US,0
2483,2010-02-01,US,NL,0
2480,2010-02-01,NL,GB,22000
2478,2010-02-01,US,GB,500
2481,2010-02-01,GB,NL,-22000
2479,2010-02-01,GB,US,-500
2485,2010-02-02,GB,US,-36217
2486,2010-02-02,NL,GB,4000
2487,2010-02-02,GB,NL,-4000
2488,2010-02-02,NL,US,0
2489,2010-02-02,US,NL,0
2484,2010-02-02,US,GB,36217
2490,2010-02-03,US,GB,9000
2491,2010-02-03,GB,US,-9000
2492,2010-02-03,NL,GB,-42500
2493,2010-02-03,GB,NL,42500
2494,2010-02-03,NL,US,0
2495,2010-02-03,US,NL,0
2501,2010-02-04,US,NL,0
2500,2010-02-04,NL,US,0
2498,2010-02-04,NL,GB,-1000
2497,2010-02-04,GB,US,0
2496,2010-02-04,US,GB,0
2499,2010-02-04,GB,NL,1000
2502,2010-02-05,US,GB,1250
2503,2010-02-05,GB,US,-1250
2504,2010-02-05,NL,GB,16000
2505,2010-02-05,GB,NL,-16000
2506,2010-02-05,NL,US,0
2507,2010-02-05,US,NL,0
2513,2010-02-08,US,NL,0
2512,2010-02-08,NL,US,0
2509,2010-02-08,GB,US,0
2510,2010-02-08,NL,GB,-5000
2511,2010-02-08,GB,NL,5000
2508,2010-02-08,US,GB,0
2516,2010-02-09,NL,GB,0
2517,2010-02-09,GB,NL,0
2518,2010-02-09,NL,US,125
2519,2010-02-09,US,NL,-125
2515,2010-02-09,GB,US,-43500
2514,2010-02-09,US,GB,43500
2524,2010-02-10,NL,US,-500
2525,2010-02-10,US,NL,500
2521,2010-02-10,GB,US,0
2520,2010-02-10,US,GB,0
2522,2010-02-10,NL,GB,8875
2523,2010-02-10,GB,NL,-8875
2526,2010-02-11,US,GB,2750
2527,2010-02-11,GB,US,-2750
2528,2010-02-11,NL,GB,3000
2529,2010-02-11,GB,NL,-3000
2530,2010-02-11,NL,US,-500
2531,2010-02-11,US,NL,500
2537,2010-02-12,US,NL,0
2536,2010-02-12,NL,US,0
2534,2010-02-12,NL,GB,-500
2533,2010-02-12,GB,US,-1000
2535,2010-02-12,GB,NL,500
2532,2010-02-12,US,GB,1000
2538,2010-02-16,US,GB,0
2539,2010-02-16,GB,US,0
2540,2010-02-16,NL,GB,-1000
2541,2010-02-16,GB,NL,1000
2542,2010-02-16,NL,US,0
2543,2010-02-16,US,NL,0
2549,2010-02-17,US,NL,0
2548,2010-02-17,NL,US,0
2547,2010-02-17,GB,NL,-8000
2545,2010-02-17,GB,US,-10000
2546,2010-02-17,NL,GB,8000
2544,2010-02-17,US,GB,10000
2550,2010-02-18,US,GB,0
2551,2010-02-18,GB,US,0
2552,2010-02-18,NL,GB,9500
2553,2010-02-18,GB,NL,-9500
2554,2010-02-18,NL,US,-1000
2555,2010-02-18,US,NL,1000
2561,2010-02-19,US,NL,0
2560,2010-02-19,NL,US,0
2557,2010-02-19,GB,US,-16000
2558,2010-02-19,NL,GB,-117500
2556,2010-02-19,US,GB,16000
2559,2010-02-19,GB,NL,117500
2567,2010-02-22,US,NL,-187
2566,2010-02-22,NL,US,187
2563,2010-02-22,GB,US,15000
2564,2010-02-22,NL,GB,12000
2562,2010-02-22,US,GB,-15000
2565,2010-02-22,GB,NL,-12000
2568,2010-02-23,US,GB,-11687
2569,2010-02-23,GB,US,11687
2570,2010-02-23,NL,GB,-2500
2571,2010-02-23,GB,NL,2500
2572,2010-02-23,NL,US,8000
2573,2010-02-23,US,NL,-8000
2579,2010-02-24,US,NL,-250
2578,2010-02-24,NL,US,250
2575,2010-02-24,GB,US,-22500
2576,2010-02-24,NL,GB,9750
2574,2010-02-24,US,GB,22500
2577,2010-02-24,GB,NL,-9750
2580,2010-02-25,US,GB,-12000
2581,2010-02-25,GB,US,12000
2582,2010-02-25,NL,GB,-500
2583,2010-02-25,GB,NL,500
2584,2010-02-25,NL,US,0
2585,2010-02-25,US,NL,0
2591,2010-02-26,US,NL,0
2590,2010-02-26,NL,US,0
2588,2010-02-26,NL,GB,4000
2587,2010-02-26,GB,US,-375
2586,2010-02-26,US,GB,375
2589,2010-02-26,GB,NL,-4000
2592,2010-03-01,US,GB,4125
2593,2010-03-01,GB,US,-4125
2594,2010-03-01,NL,GB,12375
2595,2010-03-01,GB,NL,-12375
2596,2010-03-01,NL,US,9000
2597,2010-03-01,US,NL,-9000
2603,2010-03-02,US,NL,-2000
2602,2010-03-02,NL,US,2000
2600,2010-03-02,NL,GB,30000
2599,2010-03-02,GB,US,-1000
2601,2010-03-02,GB,NL,-30000
2598,2010-03-02,US,GB,1000
2609,2010-03-03,US,NL,-26500
2608,2010-03-03,NL,US,26500
2607,2010-03-03,GB,NL,-13000
2605,2010-03-03,GB,US,0
2604,2010-03-03,US,GB,0
2606,2010-03-03,NL,GB,13000
2612,2010-03-04,NL,GB,-9000
2613,2010-03-04,GB,NL,9000
2614,2010-03-04,NL,US,0
2615,2010-03-04,US,NL,0
2610,2010-03-04,US,GB,6000
2611,2010-03-04,GB,US,-6000
2616,2010-03-05,US,GB,-16000
2617,2010-03-05,GB,US,16000
2618,2010-03-05,NL,GB,-8500
2619,2010-03-05,GB,NL,8500
2620,2010-03-05,NL,US,2000
2621,2010-03-05,US,NL,-2000
2627,2010-03-08,US,NL,0
2626,2010-03-08,NL,US,0
2624,2010-03-08,NL,GB,-3125
2622,2010-03-08,US,GB,0
2625,2010-03-08,GB,NL,3125
2623,2010-03-08,GB,US,0
2628,2010-03-09,US,GB,-17000
2629,2010-03-09,GB,US,17000
2630,2010-03-09,NL,GB,5500
2631,2010-03-09,GB,NL,-5500
2632,2010-03-09,NL,US,125
2633,2010-03-09,US,NL,-125
2638,2010-03-10,NL,US,-4500
2639,2010-03-10,US,NL,4500
2637,2010-03-10,GB,NL,1000
2635,2010-03-10,GB,US,-2500
2636,2010-03-10,NL,GB,-1000
2634,2010-03-10,US,GB,2500
2642,2010-03-11,NL,GB,-5500
2643,2010-03-11,GB,NL,5500
2644,2010-03-11,NL,US,0
2645,2010-03-11,US,NL,0
2640,2010-03-11,US,GB,0
2641,2010-03-11,GB,US,0
2646,2010-03-12,US,GB,11500
2647,2010-03-12,GB,US,-11500
2648,2010-03-12,NL,GB,-43000
2649,2010-03-12,GB,NL,43000
2650,2010-03-12,NL,US,-500
2651,2010-03-12,US,NL,500
2657,2010-03-15,US,NL,685
2656,2010-03-15,NL,US,-685
2653,2010-03-15,GB,US,0
2654,2010-03-15,NL,GB,12000
2655,2010-03-15,GB,NL,-12000
2652,2010-03-15,US,GB,0
2658,2010-03-16,US,GB,0
2659,2010-03-16,GB,US,0
2660,2010-03-16,NL,GB,1000
2661,2010-03-16,GB,NL,-1000
2662,2010-03-16,NL,US,0
2663,2010-03-16,US,NL,0
2667,2010-03-17,GB,NL,-4000
2664,2010-03-17,US,GB,13000
2665,2010-03-17,GB,US,-13000
2666,2010-03-17,NL,GB,4000
2668,2010-03-17,NL,US,1000
2669,2010-03-17,US,NL,-1000
2675,2010-03-18,US,NL,7000
2673,2010-03-18,GB,NL,5625
2674,2010-03-18,NL,US,-7000
2671,2010-03-18,GB,US,-2782
2670,2010-03-18,US,GB,2782
2672,2010-03-18,NL,GB,-5625
2676,2010-03-19,US,GB,-250
2677,2010-03-19,GB,US,250
2678,2010-03-19,NL,GB,4944
2679,2010-03-19,GB,NL,-4944
2680,2010-03-19,NL,US,0
2681,2010-03-19,US,NL,0
2686,2010-03-22,NL,US,500
2687,2010-03-22,US,NL,-500
2685,2010-03-22,GB,NL,-32000
2684,2010-03-22,NL,GB,32000
2683,2010-03-22,GB,US,-7000
2682,2010-03-22,US,GB,7000
2688,2010-03-23,US,GB,1000
2689,2010-03-23,GB,US,-1000
2690,2010-03-23,NL,GB,-14500
2691,2010-03-23,GB,NL,14500
2693,2010-03-23,US,NL,0
