date,market1,market2,lag
2010-04-22,US,GB,0
2010-04-22,GB,US,0
2010-04-22,NL,GB,350
2010-04-22,GB,NL,-350
2010-04-22,NL,US,2000
2010-04-22,US,NL,-2000
2010-04-23,US,GB,-2500
2010-04-23,GB,US,2500
2010-04-23,NL,GB,125
2010-04-23,GB,NL,-125
2010-04-23,NL,US,3250
2010-04-23,US,NL,-3250
2010-04-26,US,GB,7000
2010-04-26,GB,US,-7000
2010-04-26,NL,GB,8500
2010-04-26,GB,NL,-8500
2010-04-26,NL,US,19000
2010-04-26,US,NL,-19000
2010-04-27,US,GB,375
2010-04-27,GB,US,-375
2010-04-27,NL,GB,5500
2010-04-27,GB,NL,-5500
2010-04-27,NL,US,441
2010-04-27,US,NL,-441
2010-04-28,US,GB,-500
2010-04-28,GB,US,500
2010-04-28,NL,GB,500
2010-04-28,GB,NL,-500
2010-04-28,NL,US,-4500
2010-04-28,US,NL,4500
2010-04-29,US,GB,-250
2010-04-29,GB,US,250
2010-04-29,NL,GB,2000
2010-04-29,GB,NL,-2000
2010-04-29,NL,US,250
2010-04-29,US,NL,-250
2010-04-30,US,GB,-1500
2010-04-30,GB,US,1500
2010-04-30,NL,GB,10750
2010-04-30,GB,NL,-10750
2010-04-30,NL,US,0
2010-04-30,US,NL,0
2010-05-04,US,GB,0
2010-05-04,GB,US,0
2010-05-04,NL,GB,1500
2010-05-04,GB,NL,-1500
2010-05-04,NL,US,1000
2010-05-04,US,NL,-1000
2010-05-05,US,GB,1000
2010-05-05,GB,US,-1000
2010-05-05,NL,GB,8000
2010-05-05,GB,NL,-8000
2010-05-05,NL,US,1375
2010-05-05,US,NL,-1375
2010-05-06,US,GB,0
2010-05-06,GB,US,0
2010-05-06,NL,GB,2250
2010-05-06,GB,NL,-2250
2010-05-06,NL,US,-342
2010-05-06,US,NL,342
2010-05-07,US,GB,0
2010-05-07,GB,US,0
2010-05-07,NL,GB,250
2010-05-07,GB,NL,-250
2010-05-07,NL,US,500
2010-05-07,US,NL,-500
2010-05-10,US,GB,3000
2010-05-10,GB,US,-3000
2010-05-10,NL,GB,-375
2010-05-10,GB,NL,375
2010-05-10,NL,US,0
2010-05-10,US,NL,0
2010-05-11,US,GB,1000
2010-05-11,GB,US,-1000
2010-05-11,NL,GB,6216
2010-05-11,GB,NL,-6216
2010-05-11,NL,US,2125
2010-05-11,US,NL,-2125
2010-05-12,US,GB,0
2010-05-12,GB,US,0
2010-05-12,NL,GB,1500
2010-05-12,GB,NL,-1500
2010-05-12,NL,US,0
2010-05-12,US,NL,0
2010-05-13,US,GB,750
2010-05-13,GB,US,-750
2010-05-13,NL,GB,-3500
2010-05-13,GB,NL,3500
2010-05-13,NL,US,-2500
2010-05-13,US,NL,2500
2010-05-14,US,GB,-250
2010-05-14,GB,US,250
2010-05-14,NL,GB,-750
2010-05-14,GB,NL,750
2010-05-14,NL,US,5500
2010-05-14,US,NL,-5500
2010-05-17,US,GB,-500
2010-05-17,GB,US,500
2010-05-17,NL,GB,0
2010-05-17,GB,NL,0
2010-05-17,NL,US,500
2010-05-17,US,NL,-500
2010-05-18,US,GB,-500
2010-05-18,GB,US,500
2010-05-18,NL,GB,-6750
2010-05-18,GB,NL,6750
2010-05-18,NL,US,1500
2010-05-18,US,NL,-1500
2010-05-19,US,GB,0
2010-05-19,GB,US,0
2010-05-19,NL,GB,2000
2010-05-19,GB,NL,-2000
2010-05-19,NL,US,-1750
2010-05-19,US,NL,1750
2010-05-20,US,GB,-594
2010-05-20,GB,US,594
2010-05-20,NL,GB,0
2010-05-20,GB,NL,0
2010-05-20,NL,US,328
2010-05-20,US,NL,-328
2010-05-21,US,GB,0
2010-05-21,GB,US,0
2010-05-21,NL,GB,0
2010-05-21,GB,NL,0
2010-05-21,NL,US,375
2010-05-21,US,NL,-375
2010-05-24,US,GB,0
2010-05-24,GB,US,0
2010-05-24,NL,GB,0
2010-05-24,GB,NL,0
2010-05-24,NL,US,0
2010-05-24,US,NL,0
2010-05-25,US,GB,1000
2010-05-25,GB,US,-1000
2010-05-25,NL,GB,500
2010-05-25,GB,NL,-500
2010-05-25,NL,US,0
2010-05-25,US,NL,0
2010-05-26,US,GB,500
2010-05-26,GB,US,-500
2010-05-26,NL,GB,-28000
2010-05-26,GB,NL,28000
2010-05-26,NL,US,-25375
2010-05-26,US,NL,25375
2010-05-27,US,GB,-250
2010-05-27,GB,US,250
2010-05-27,NL,GB,0
2010-05-27,GB,NL,0
2010-05-27,NL,US,0
2010-05-27,US,NL,0
2010-05-28,US,GB,1000
2010-05-28,GB,US,-1000
2010-05-28,NL,GB,-18000
2010-05-28,GB,NL,18000
2010-05-28,NL,US,0
2010-05-28,US,NL,0
2010-06-01,US,GB,500
2010-06-01,GB,US,-500
2010-06-01,NL,GB,57250
2010-06-01,GB,NL,-57250
2010-06-01,NL,US,15000
2010-06-01,US,NL,-15000
2010-06-02,US,GB,-311
2010-06-02,GB,US,311
2010-06-02,NL,GB,-1500
2010-06-02,GB,NL,1500
2010-06-02,NL,US,250
2010-06-02,US,NL,-250
2010-06-03,US,GB,1250
2010-06-03,GB,US,-1250
2010-06-03,NL,GB,3500
2010-06-03,GB,NL,-3500
2010-06-03,NL,US,0
2010-06-03,US,NL,0
2010-06-04,US,GB,0
2010-06-04,GB,US,0
2010-06-04,NL,GB,-500
2010-06-04,GB,NL,500
2010-06-04,NL,US,1250
2010-06-04,US,NL,-1250
2010-06-07,US,GB,-500
2010-06-07,GB,US,500
2010-06-07,NL,GB,4000
2010-06-07,GB,NL,-4000
2010-06-07,NL,US,0
2010-06-07,US,NL,0
2010-06-08,US,GB,-750
2010-06-08,GB,US,750
2010-06-08,NL,GB,-12000
2010-06-08,GB,NL,12000
2010-06-08,NL,US,-1625
2010-06-08,US,NL,1625
2010-06-09,US,GB,3000
2010-06-09,GB,US,-3000
2010-06-09,NL,GB,5000
2010-06-09,GB,NL,-5000
2010-06-09,NL,US,0
2010-06-09,US,NL,0
2010-06-10,US,GB,0
2010-06-10,GB,US,0
2010-06-10,NL,GB,0
2010-06-10,GB,NL,0
2010-06-10,NL,US,125
2010-06-10,US,NL,-125
2010-06-11,US,GB,2000
2010-06-11,GB,US,-2000
2010-06-11,NL,GB,2500
2010-06-11,GB,NL,-2500
2010-06-11,NL,US,-875
2010-06-11,US,NL,875
2010-06-14,US,GB,500
2010-06-14,GB,US,-500
2010-06-14,NL,GB,0
2010-06-14,GB,NL,0
2010-06-14,NL,US,-500
2010-06-14,US,NL,500
2010-06-15,US,GB,-4000
2010-06-15,GB,US,4000
2010-06-15,NL,GB,9250
2010-06-15,GB,NL,-9250
2010-06-15,NL,US,0
2010-06-15,US,NL,0
2010-06-16,US,GB,0
2010-06-16,GB,US,0
2010-06-16,NL,GB,-625
2010-06-16,GB,NL,625
2010-06-16,NL,US,0
2010-06-16,US,NL,0
2010-06-17,US,GB,-7000
2010-06-17,GB,US,7000
2010-06-17,NL,GB,500
2010-06-17,GB,NL,-500
2010-06-17,NL,US,9000
2010-06-17,US,NL,-9000
2010-06-18,US,GB,-20000
2010-06-18,GB,US,20000
2010-06-18,NL,GB,0
2010-06-18,GB,NL,0
2010-06-18,NL,US,375
2010-06-18,US,NL,-375
2010-06-21,US,GB,0
2010-06-21,GB,US,0
2010-06-21,NL,GB,1000
2010-06-21,GB,NL,-1000
2010-06-21,NL,US,250
2010-06-21,US,NL,-250
2010-06-22,US,GB,17000
2010-06-22,GB,US,-17000
2010-06-22,NL,GB,16000
2010-06-22,GB,NL,-16000
2010-06-22,NL,US,0
2010-06-22,US,NL,0
2010-06-23,US,GB,500
2010-06-23,GB,US,-500
2010-06-23,NL,GB,0
2010-06-23,GB,NL,0
2010-06-23,NL,US,1000
2010-06-23,US,NL,-1000
2010-06-24,US,GB,1000
2010-06-24,GB,US,-1000
2010-06-24,NL,GB,3000
2010-06-24,GB,NL,-3000
2010-06-24,NL,US,0
2010-06-24,US,NL,0
2010-06-25,US,GB,0
2010-06-25,GB,US,0
2010-06-25,NL,GB,10500
2010-06-25,GB,NL,-10500
2010-06-25,NL,US,0
2010-06-25,US,NL,0
2010-06-28,US,GB,2000
2010-06-28,GB,US,-2000
2010-06-28,NL,GB,-13875
2010-06-28,GB,NL,13875
2010-06-28,NL,US,1500
2010-06-28,US,NL,-1500
2010-06-29,US,GB,-1500
2010-06-29,GB,US,1500
2010-06-29,NL,GB,0
2010-06-29,GB,NL,0
2010-06-29,NL,US,1000
2010-06-29,US,NL,-1000
2010-06-30,US,GB,10000
2010-06-30,GB,US,-10000
2010-06-30,NL,GB,-2000
2010-06-30,GB,NL,2000
2010-06-30,NL,US,7000
2010-06-30,US,NL,-7000
2010-07-01,US,GB,0
2010-07-01,GB,US,0
2010-07-01,NL,GB,205
2010-07-01,GB,NL,-205
2010-07-01,NL,US,187
2010-07-01,US,NL,-187
2010-07-02,US,GB,0
2010-07-02,GB,US,0
2010-07-02,NL,GB,109
2010-07-02,GB,NL,-109
2010-07-02,NL,US,375
2010-07-02,US,NL,-375
2010-07-06,US,GB,-375
2010-07-06,GB,US,375
2010-07-06,NL,GB,22875
2010-07-06,GB,NL,-22875
2010-07-06,NL,US,21250
2010-07-06,US,NL,-21250
2010-07-07,US,GB,0
2010-07-07,GB,US,0
2010-07-07,NL,GB,1000
2010-07-07,GB,NL,-1000
2010-07-07,NL,US,-500
2010-07-07,US,NL,500
2010-07-08,US,GB,-1000
2010-07-08,GB,US,1000
2010-07-08,NL,GB,0
2010-07-08,GB,NL,0
2010-07-08,NL,US,811
2010-07-08,US,NL,-811
2010-07-09,US,GB,-1000
2010-07-09,GB,US,1000
2010-07-09,NL,GB,2000
2010-07-09,GB,NL,-2000
2010-07-09,NL,US,0
2010-07-09,US,NL,0
2010-07-12,US,GB,-22625
2010-07-12,GB,US,22625
2010-07-12,NL,GB,15750
2010-07-12,GB,NL,-15750
2010-07-12,NL,US,4500
2010-07-12,US,NL,-4500
2010-07-13,US,GB,-437
2010-07-13,GB,US,437
2010-07-13,NL,GB,1000
2010-07-13,GB,NL,-1000
2010-07-13,NL,US,1500
2010-07-13,US,NL,-1500
2010-07-14,US,GB,0
2010-07-14,GB,US,0
2010-07-14,NL,GB,0
2010-07-14,GB,NL,0
2010-07-14,NL,US,0
2010-07-14,US,NL,0
2010-07-15,US,GB,-189
2010-07-15,GB,US,189
2010-07-15,NL,GB,681
2010-07-15,GB,NL,-681
2010-07-15,NL,US,250
2010-07-15,US,NL,-250
2010-07-16,US,GB,750
2010-07-16,GB,US,-750
2010-07-16,NL,GB,25000
2010-07-16,GB,NL,-25000
2010-07-16,NL,US,2500
2010-07-16,US,NL,-2500
2010-07-19,US,GB,0
2010-07-19,GB,US,0
2010-07-19,NL,GB,0
2010-07-19,GB,NL,0
2010-07-19,NL,US,1815
2010-07-19,US,NL,-1815
2010-07-20,US,GB,0
2010-07-20,GB,US,0
2010-07-20,NL,GB,4937
2010-07-20,GB,NL,-4937
2010-07-20,NL,US,375
2010-07-20,US,NL,-375
2010-07-21,US,GB,-1500
2010-07-21,GB,US,1500
2010-07-21,NL,GB,-7000
2010-07-21,GB,NL,7000
2010-07-21,NL,US,0
2010-07-21,US,NL,0
2010-07-22,US,GB,500
2010-07-22,GB,US,-500
2010-07-22,NL,GB,13000
2010-07-22,GB,NL,-13000
2010-07-22,NL,US,1000
2010-07-22,US,NL,-1000
2010-07-23,US,GB,0
2010-07-23,GB,US,0
2010-07-23,NL,GB,-42437
2010-07-23,GB,NL,42437
2010-07-23,NL,US,250
2010-07-23,US,NL,-250
2010-07-26,US,GB,1000
2010-07-26,GB,US,-1000
2010-07-26,NL,GB,2000
2010-07-26,GB,NL,-2000
2010-07-26,NL,US,-19500
2010-07-26,US,NL,19500
2010-07-27,US,GB,-375
2010-07-27,GB,US,375
2010-07-27,NL,GB,-250
2010-07-27,GB,NL,250
2010-07-27,NL,US,641
2010-07-27,US,NL,-641
2010-07-28,US,GB,-1000
2010-07-28,GB,US,1000
2010-07-28,NL,GB,0
2010-07-28,GB,NL,0
2010-07-28,NL,US,2000
2010-07-28,US,NL,-2000
2010-07-29,US,GB,5500
2010-07-29,GB,US,-5500
2010-07-29,NL,GB,1000
2010-07-29,GB,NL,-1000
2010-07-29,NL,US,125
2010-07-29,US,NL,-125
2010-07-30,US,GB,-13000
2010-07-30,GB,US,13000
2010-07-30,NL,GB,-500
2010-07-30,GB,NL,500
2010-07-30,NL,US,3000
2010-07-30,US,NL,-3000
2010-08-02,US,GB,-2000
2010-08-02,GB,US,2000
2010-08-02,NL,GB,811
2010-08-02,GB,NL,-811
2010-08-02,NL,US,3000
2010-08-02,US,NL,-3000
2010-08-03,US,GB,-750
2010-08-03,GB,US,750
2010-08-03,NL,GB,0
2010-08-03,GB,NL,0
2010-08-03,NL,US,0
2010-08-03,US,NL,0
2010-08-04,US,GB,13000
2010-08-04,GB,US,-13000
2010-08-04,NL,GB,500
2010-08-04,GB,NL,-500
2010-08-04,NL,US,-31750
2010-08-04,US,NL,31750
2010-08-05,US,GB,-7000
2010-08-05,GB,US,7000
2010-08-05,NL,GB,-3500
2010-08-05,GB,NL,3500
2010-08-05,NL,US,3000
2010-08-05,US,NL,-3000
2010-08-06,US,GB,-18000
2010-08-06,GB,US,18000
2010-08-06,NL,GB,-3000
2010-08-06,GB,NL,3000
2010-08-06,NL,US,8500
2010-08-06,US,NL,-8500
2010-08-09,US,GB,0
2010-08-09,GB,US,0
2010-08-09,NL,GB,0
2010-08-09,GB,NL,0
2010-08-09,NL,US,3000
2010-08-09,US,NL,-3000
2010-08-10,US,GB,-3000
2010-08-10,GB,US,3000
2010-08-10,NL,GB,10250
2010-08-10,GB,NL,-10250
2010-08-10,NL,US,26500
2010-08-10,US,NL,-26500
2010-08-11,US,GB,2000
2010-08-11,GB,US,-2000
2010-08-11,NL,GB,-1750
2010-08-11,GB,NL,1750
2010-08-11,NL,US,1000
2010-08-11,US,NL,-1000
2010-08-12,US,GB,1000
2010-08-12,GB,US,-1000
2010-08-12,NL,GB,0
2010-08-12,GB,NL,0
2010-08-12,NL,US,-563
2010-08-12,US,NL,563
2010-08-13,US,GB,1000
2010-08-13,GB,US,-1000
2010-08-13,NL,GB,4500
2010-08-13,GB,NL,-4500
2010-08-13,NL,US,-11000
2010-08-13,US,NL,11000
2010-08-16,US,GB,1250
2010-08-16,GB,US,-1250
2010-08-16,NL,GB,500
2010-08-16,GB,NL,-500
2010-08-16,NL,US,2000
2010-08-16,US,NL,-2000
2010-08-17,US,GB,-13000
2010-08-17,GB,US,13000
2010-08-17,NL,GB,2000
2010-08-17,GB,NL,-2000
2010-08-17,NL,US,26500
2010-08-17,US,NL,-26500
2010-08-18,US,GB,0
2010-08-18,GB,US,0
2010-08-18,NL,GB,5000
2010-08-18,GB,NL,-5000
2010-08-18,NL,US,0
2010-08-18,US,NL,0
2010-08-19,US,GB,-4000
2010-08-19,GB,US,4000
2010-08-19,NL,GB,171
2010-08-19,GB,NL,-171
2010-08-19,NL,US,1125
2010-08-19,US,NL,-1125
2010-08-20,US,GB,0
2010-08-20,GB,US,0
2010-08-20,NL,GB,11500
2010-08-20,GB,NL,-11500
2010-08-20,NL,US,625
2010-08-20,US,NL,-625
2010-08-23,US,GB,0
2010-08-23,GB,US,0
2010-08-23,NL,GB,0
2010-08-23,GB,NL,0
2010-08-23,NL,US,-3000
2010-08-23,US,NL,3000
2010-08-24,US,GB,6500
2010-08-24,GB,US,-6500
2010-08-24,NL,GB,125
2010-08-24,GB,NL,-125
2010-08-24,NL,US,-16000
2010-08-24,US,NL,16000
2010-08-25,US,GB,0
2010-08-25,GB,US,0
2010-08-25,NL,GB,500
2010-08-25,GB,NL,-500
2010-08-25,NL,US,1500
2010-08-25,US,NL,-1500
2010-08-26,US,GB,-125
2010-08-26,GB,US,125
2010-08-26,NL,GB,500
2010-08-26,GB,NL,-500
2010-08-26,NL,US,0
2010-08-26,US,NL,0
2010-08-27,US,GB,-1500
2010-08-27,GB,US,1500
2010-08-27,NL,GB,375
2010-08-27,GB,NL,-375
2010-08-27,NL,US,3750
2010-08-27,US,NL,-3750
2010-08-31,US,GB,125
2010-08-31,GB,US,-125
2010-08-31,NL,GB,-1500
2010-08-31,GB,NL,1500
2010-08-31,NL,US,0
2010-08-31,US,NL,0
2010-09-01,US,GB,0
2010-09-01,GB,US,0
2010-09-01,NL,GB,-9000
2010-09-01,GB,NL,9000
2010-09-01,NL,US,-8500
2010-09-01,US,NL,8500
2010-09-02,US,GB,4000
2010-09-02,GB,US,-4000
2010-09-02,NL,GB,750
2010-09-02,GB,NL,-750
2010-09-02,NL,US,0
2010-09-02,US,NL,0
2010-09-03,US,GB,-500
2010-09-03,GB,US,500
2010-09-03,NL,GB,-1000
2010-09-03,GB,NL,1000
2010-09-03,NL,US,250
2010-09-03,US,NL,-250
